,0,1
0,14.0,14.6
1,14.0,14.1
2,14.0,14.5
3,14.8,14.3
4,14.0,14.6
5,14.0,14.8
6,14.0,14.3
7,14.0,15.8
8,15.4,14.0
9,14.0,16.3
10,17.0,14.6
11,14.0,17.8
12,14.0,18.9
13,15.8,15.1
14,27.5,14.0
15,14.8,17.0
16,17.8,17.0
17,14.0,15.4
18,14.0,14.4
19,22.1,14.2
20,20.3,14.2
21,15.8,20.3
22,14.8,27.5
23,15.4,17.0
24,17.0,14.8
25,14.6,14.8
26,14.0,24.5
27,15.8,14.8
28,15.4,22.1
29,16.3,14.2
30,15.8,20.3
31,20.3,14.5
32,61.6,14.6
33,36.3,15.4
34,20.3,14.6
35,31.3,15.8
36,36.3,17.0
37,15.8,14.2
38,17.0,15.4
39,14.0,17.8
40,36.3,18.9
41,17.8,14.8
42,17.0,17.8
43,14.3,18.9
44,14.3,17.0
45,15.8,14.8
46,27.5,14.5
47,230.4,15.4
