,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
0,57.101,55.98212,55.16125616000001,54.320210278080005,53.93288975945953,53.62226928715682,53.52575509355221,53.42111146111986,53.52318967774194,54.09631229898103,54.524626630968136,55.31288280837982,56.1640555445183,56.70592948906859,57.193624076066335,57.67240216903284,58.12972397352433,58.556705802452974,58.9152059229978,59.682115767659056,59.94700756997992,60.306200231107425,60.72276696080462,61.47705512400263,62.326302554109745,63.098865307958214,63.7717027142549,64.42754762083098,65.21206793657355,65.70743619280141,66.41888303119963,67.28748453885542,67.75531776203113,68.46656157692327,69.34369528555882,70.26881840409898,71.0690411857878,71.9174363573972,72.62687518068354,73.31733046604002,74.06146814869564,74.58502495449406,74.95890150081428,75.36706587317944,75.72895335969787,76.42776928846929,76.69533877644247,76.93725436640118,77.1474772099057,77.46165514735806,77.70175372636247,77.98830866299457,78.21161748432944,78.39800057477947,78.69974269185877,78.89792930014444,79.2958398976122,79.43953812702685,79.42635957499336,79.59468169058611,79.5815669138826,79.69511031308092,79.79525952501396,79.86646150628088,80.06656918378589,80.1359943860747,80.16077977634751,80.30683920281338,80.38095363706259,80.43011588539483,80.44767018141879,80.52018912719187,80.49185828844733,80.68676973867031,80.61624149524609,80.6038084924652,80.58834253691585,80.56612940204619,80.54480848051297,80.51612004022448,80.51409693994697,80.53259893473391,80.50950642409872,80.4014739115119,80.51442341543778,80.5205626202158,80.50316380111133,80.50778934850574,80.50778934850574
1,52.79,52.995343999999996,53.142099392,53.156229229695995,53.541676123575414,54.19602248762101,55.51838397040572,57.15564598717518,58.31219565138037,59.52950288284685,60.635330381739024,62.452972100382276,63.84878129275218,65.1940011837005,66.29268777219312,67.18095345719534,68.10312206199274,68.67595515882729,69.29972718625257,70.6181099570955,71.06204473918042,71.85656322706943,72.777990650294,72.96405101736232,73.29110870117957,73.45577419678435,73.40608535387678,73.38314819785398,73.65083551794625,73.61019433502562,73.56071050903525,73.50111448262886,73.57697030591527,73.68406190292121,73.82858655712432,73.97357939508159,74.0989968338958,74.2276773888051,74.34914620529506,74.5146174250414,74.69295391202282,75.63973801048219,76.31383379507999,76.12251173482944,76.87332258076479,76.52004467589198,76.4425347715691,76.57909894803758,76.52603731128316,76.92713641724706,77.28042813473498,77.87857647616487,77.82077557162464,77.84398344620296,78.17816921048838,78.39367697917272,78.66957555291931,78.86901115518725,79.12570560716705,78.97141196416477,79.3112407939617,79.05814229919069,79.46346890618658,79.27751132578936,79.12503582929519,79.00483786271806,79.3510366147109,79.25120628304006,79.11746280127633,79.02069854169034,79.27494948610425,79.22497222969173,79.18905164985674,79.00078600939881,79.27140333365857,79.24467193946823,79.22554073058026,79.18846576050599,79.16916990833813,79.14320630719307,79.12097285243324,79.11434000767001,79.0861332957984,79.58473847292204,79.63333302884733,79.62424606078541,79.615036387026,79.60825187843565,79.60825187843565
2,66.006,69.00840000000001,71.2626132,73.22140318160001,72.9636256829704,72.81778166111535,73.31431068290969,73.87569460515404,73.87697949147157,73.87833187732612,73.95328832877671,74.10119018443139,74.26318770928177,74.53063795174428,74.74907361156457,74.9300660179774,75.00208708193388,75.06855743599608,75.26324218577815,75.52667733578286,75.57651649891928,75.84941302745341,76.16589948928797,76.39820875353686,76.22868374147889,76.51981308257321,76.51059660249481,76.54782586438515,76.58638149301926,76.57862504403879,76.56918095939186,76.59525029680512,76.59787104345583,76.69675921867882,76.83021300710338,76.9452874660495,77.06130434768843,77.20313322849368,77.31524941405647,77.49610819398032,77.71117904753326,78.12618100300108,78.37225238412174,78.67917984155808,78.96717807389801,79.44299556908517,79.36034711081115,79.34203760611997,79.18209107088643,79.22165788362616,79.15006162846038,79.2107416895189,79.07494196488616,80.539722105231,80.09892459914055,80.11906154759835,79.9620529523619,79.96754529204014,79.97028415513816,80.083606311402,80.1484742325267,80.38811256607775,80.47414213485834,80.46093621570097,80.67359234548456,80.53039420365943,80.35308781318575,80.58768552554565,80.43071442745155,80.61431907616,80.47703482203622,80.63578714231211,80.47129583436241,80.60451569532509,80.49960063957732,80.55451279436322,80.4678547925904,80.7424906506193,80.68664089875463,80.56539151585214,80.46156182541908,80.7390268579691,80.60468511626763,80.5209818361329,80.50449000381379,80.46760978047247,80.76259234903064,80.7344673389339,80.7344673389339
3,88.888,83.2612,79.3895776,76.03217978879998,75.37981021534719,75.07927228845608,75.19217302582159,75.31686452715022,75.6636026947158,76.0696306983409,76.40795128062065,75.97781196218243,76.90483870435014,76.67330444298307,76.48420257982133,76.32751570324197,76.08759555462275,76.51296445914946,76.46483188146284,76.23005459170015,76.58721943481001,76.54695004846899,76.50024840784432,76.5375176470485,76.76127438394792,76.89892745441902,77.25791892600925,77.74410352362312,78.25013637854576,78.52394187717363,78.84763642337683,79.51455995994716,79.47291790878378,79.47758741061067,79.48388910145941,79.49021120646722,79.49567976773663,79.50129061025865,79.50658700023104,79.51251370678483,79.51890121047153,79.52984129890973,79.44225828605428,79.48936495270715,79.49789930505958,79.57058632764375,79.99441599858947,80.31536750486929,80.66518185930526,80.58574439815565,80.54712272375927,80.4281664583241,80.72682524047333,80.40555308073039,80.8377138118071,80.78333982398753,80.32035606077383,80.64904058687013,80.6275067576921,80.60747995747968,80.5514566329332,80.51565295797612,80.43962463018612,80.79446224682705,80.76512778977539,80.83889810177361,80.89192906067491,80.91982013899128,80.99958031149036,80.97938179543533,81.01955648679584,81.03315488281406,81.17803933510497,81.14859802534126,81.18758899454654,81.17713486202524,81.29182705108042,81.32138897479872,81.41885777746104,81.52234693187414,81.57118493922114,81.54565604286535,81.71825891545608,81.71635980968196,81.86627974356155,81.91361801249363,81.93335943336339,81.94569495488342,81.94569495488342
4,69.934,70.6576,71.8931548,72.23048720240001,73.38999609912561,74.74180422395358,74.73242472680265,75.41886568390578,76.20950783296328,77.28299770945036,77.09184482298896,76.91920037687171,77.15022515070179,77.27393372408962,77.49781861960047,77.68332617835408,77.58014578754778,77.66980114796552,77.84633218390815,78.1191558488201,78.29044414931269,78.63175343896222,79.02758027506259,79.12061489371791,78.89374106282096,79.27318116474746,79.18282499675652,79.28512041069189,79.35049994527826,79.27858787413435,79.243857171185,79.36143083457561,79.32935382412623,79.50526759071484,79.74267068298896,79.6748400050379,79.88421833080565,79.97368020113275,80.17783071015457,80.10588693259623,80.35612998395658,80.52819299554989,80.10520587543316,80.21247744085021,80.34121152020347,80.61914873394936,80.31304366842423,80.65951878107968,80.54733137268798,80.41061017514299,81.05025561309468,80.83440589043315,80.73662067250424,80.47752481487264,80.94886616182089,80.85455768324498,80.58978655809786,80.36393308885197,80.58622798029128,80.55093000651931,80.50521913263006,80.53914179767543,80.46637079117112,81.24144748047522,81.24868636357903,81.2639920472776,81.3518327741969,81.48789589402108,81.5023711587561,81.52874039352942,81.60795559917676,81.65019241886262,81.71485843041941,81.66150609652269,81.72670438291098,81.73064902342416,81.84419204496402,81.94088610811393,81.9522026355477,81.9705029987897,81.97689147150064,82.0036595105074,82.17531204422392,82.11063927813234,82.27286807293606,82.31438866034152,82.3812957439738,82.38227608151664,82.38227608151664
5,59.838,62.1708,65.9537304,67.4345551152,72.7511619066288,76.36034072561668,76.10452688892751,77.40019718981539,77.14960203477834,76.92691672352835,76.89903256661603,77.03976388845338,77.54580169737548,77.80719612991425,78.39800441342153,78.88753901161209,78.94438017507957,79.1155395003255,78.9763659891083,79.70170509034448,79.58113211759454,79.41763545003951,79.22802335744831,78.96098623234988,79.81740250406148,79.64123391874267,79.57756817304863,79.71871919190754,79.8947747176445,79.84267571074373,79.70176019418105,79.87331751516845,79.89988984763409,80.28642771537673,80.63152533039627,80.22527490156233,80.66594150099868,80.36474929270416,80.82368020066869,80.42251578571219,80.98827933037006,80.36442263290355,81.05489632114426,80.8271081079846,80.37202413712792,81.04017609482487,80.60823119138895,80.27624313426233,81.11233451076264,80.86530160794392,80.70135443420536,80.33211674352705,81.03752748800869,80.78795809258021,80.55449762462047,80.39298715580196,82.85451257235663,82.51285185272181,82.36982237680115,82.25197736550554,82.1489375771583,82.13761125119278,82.0679260639561,81.83108872595977,81.86251837006999,81.93404192995622,82.12125943727129,82.28275211604632,82.43145070900087,82.52874539765305,82.68288866082652,82.7574354241675,83.03016805178237,82.88072831600464,83.01915897851806,83.03784435404872,83.26046392211974,83.38185357838498,83.18231335904895,83.25957548089168,83.30253071396265,83.09545644768491,83.63800290748044,83.34603440848888,83.1624595874438,83.30237102414212,83.1157410012515,83.1406124343588,83.1406124343588
6,64.477,66.76660000000001,71.65779280000001,75.2363836464,74.82534275336161,75.42859578525403,77.45600908219319,77.13155484605618,77.12268196851927,77.50526193486898,78.83785181435005,80.9163863974021,80.06053551597701,79.62694596546474,79.28786131524589,79.00690102299667,80.41809221829737,80.16981895865896,80.14290337978828,79.7078747300775,79.8069091832019,79.94119966878654,80.09694045768195,80.26449364327371,80.33198185487376,80.47760849843122,80.87305740522442,80.65786751257129,80.34925241603224,80.8146742322182,80.67522910468672,80.37463139798858,80.87614580603426,80.61959851911853,80.27337706977194,81.02839670358168,80.7158380279042,80.71425572788974,80.40806504772486,81.24852831813006,80.86336581092755,80.82870152744174,80.85478559802242,80.69528323886625,80.69325877058358,80.2892341244625,82.08195170457215,82.06300511328729,81.99335824994687,82.05113339878687,82.0738190498795,82.29261037579585,82.26493150575658,82.69003464057728,82.5468043114431,82.57333559891536,82.94295996919843,83.00029050460155,82.97906215885997,83.04960865130195,83.24833144152156,83.97221995154607,83.66422214778866,83.34141705745459,83.13483011904889,83.68284572037331,83.44223129236332,83.20754969641284,84.1321527322844,83.89636891002627,83.75982810561412,83.64064014951985,83.2781516139214,83.48118199748194,83.29787666792478,83.49515555527856,83.3172923156452,83.04263928508385,83.3233183278015,83.21693116878251,83.60057270613723,83.44722503747325,83.23450653919782,83.49300992955969,83.46579027125749,83.38424684701164,83.28788134093354,83.42248669506874,83.42248669506874
7,67.405,73.59916,71.22829288000001,84.39254872144002,82.31283471107538,80.23258400032097,79.0175495683136,80.33672327953744,79.79061570706484,79.37327137012345,79.38259693753575,79.39486644380729,79.75765092276396,79.34115618757455,79.5161999788225,79.93261788060678,80.10447673355644,80.59137752692452,80.3427620046741,80.98762547874041,80.80362240853032,80.55411467795759,80.26475292142115,81.41443533097885,80.93380851031544,80.80393047155171,80.54394026479164,80.58623180492812,80.646884317837,80.46566371275665,81.50099628460356,81.5502503836189,81.45553177537788,81.49768175639862,81.32368972425674,81.30464368510378,81.24422621720853,81.6073349675911,81.65627872844487,81.63348751637122,81.69355613008696,81.95269169241728,82.08593447630896,81.93150189289825,82.84672371061953,82.85808699000111,82.98275306890773,83.51556904727029,83.07558903997447,83.80123322304526,83.24227542908281,84.05055942192331,83.64571078138133,83.05429717352413,83.23952757022475,83.48727053371118,82.55916083173481,82.89252424166114,83.29723814007541,83.75784776517646,83.48173503967114,82.96109268213112,83.32210155398396,82.96664574622201,84.0410377380182,83.69741835850897,83.64963346041715,83.53527498272524,83.61855406453536,83.39847522550632,83.36025422337153,83.32545590303869,82.98537931597401,83.71604658417485,83.66020608176146,83.617060235659,83.53752632354107,83.35891118600897,83.25526889664896,84.1250306274347,83.85768841978505,83.72265737155854,83.84087198658297,83.66654971788348,84.0915465599044,84.068644214841,84.08910464911732,84.05454548104892,84.05454548104892
8,90.597,84.40284,80.59205711999999,76.99946357856,77.82863720762464,79.09642481698066,80.78233804619009,80.08981925698916,80.35393414887733,80.6832670086595,80.73366047767888,80.80981895336267,80.94335954942419,81.18300827867932,81.48591604386215,81.61751486290377,81.65977756349788,81.92362195941313,82.22345682465907,82.55602691698958,82.67859414017185,83.12820793789429,83.54608624498171,83.237277853791,83.63738472877813,83.71543169913359,83.5925368987135,83.66063507670124,83.74840703676253,83.66906499379245,83.60503703011496,83.71567639958988,83.76628140210093,83.84588343492909,83.93540766660215,83.78819512644955,83.8844167805327,83.97288487335987,84.05639488418016,83.91654863960558,84.03920368257504,84.06620523190495,84.16769788745731,84.06941400832265,84.22306923681725,84.32135949651034,84.12676029597114,84.26046381642837,84.38219101365009,84.47184766629113,84.77774644318885,84.88584638802466,84.94576029218477,85.28223475446167,85.06539609156064,85.09436153991135,85.44875937491933,85.5186372044092,85.56822950233672,85.5695858925146,85.72161955987643,86.00829655694656,86.09554635189801,86.26151693432821,85.82340678399868,86.0088898009262,86.50971412044049,86.28253981458404,85.91682505804123,86.12628425378645,85.91237600036999,86.07902896522747,86.44051705894628,86.0021928877947,86.24096460190714,86.13283549776493,85.9501672385759,86.05251607321033,86.19499785357934,85.87346186857053,86.01451619219263,86.22563691878814,85.91611912016846,86.16133041822592,85.94429052953905,86.13155311801995,85.91975056779995,85.96325481655288,85.96325481655288
9,62.873,65.24864,74.40052352000001,74.49243706176,78.10488451284546,80.14386420843441,80.53323433164041,79.67366823901776,80.93685754719347,80.59861166804399,80.5199950781456,80.53385349854518,80.43184695809987,83.19648846458144,84.10689824107575,83.79361396860801,83.5334855792,83.27656774313132,84.2965078173564,83.8163821583891,83.66538722730012,83.59031092345298,83.43996049997138,83.0903552615566,84.59037568944119,84.54976811518448,84.24907030448222,84.35610173211238,84.31287605291247,84.19377134033789,83.91316045587867,84.0822957238887,84.05894796018298,84.21998884059263,84.06508034813021,83.81498473147109,83.80079136722709,83.70759125776061,83.6718482115658,83.4644209522955,83.67074231568586,83.3093116846317,83.23853786376415,83.83809675060564,84.09456978632923,84.04595948010582,83.75763614093572,83.80000439326487,83.77145203456156,83.90236033768697,84.55088532082097,84.50480982818574,84.40292914756175,85.10300915289011,84.89487532911569,84.85558695664082,85.75060523148744,85.58262839653577,85.52145392691526,85.40158589492879,85.52159144446345,86.15850411485245,85.57336296632803,85.8994279737851,86.0376469382879,86.40441869320617,85.96915728882395,86.61027221084176,86.06536405143099,86.45274157962021,86.16044638664705,85.94615356400632,86.86929217996835,86.31096361704856,85.97793042614639,86.021533253281,86.13395828462086,85.67078749826338,85.70912529638204,85.65083786580753,85.97422198268194,86.39421069937715,85.98505826816996,86.47858348272568,86.17393601945578,86.02604398054423,86.6835619509131,86.57171074716541,86.57171074716541
