,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.31,0.0,0.0,0.0,63825572.0,1743281.0,1020148757.9,0.0
1,1.28,0.02,0.03,103072.15,63825572.0,1702765.82,991311152.74,0.0162
2,1.26,0.04,0.04,168824.7,63825572.0,1675385.07,977150414.36,0.0118
3,1.24,0.06,0.06,258958.15,63825572.0,1642193.79,963643520.17,0.0138
4,1.22,0.07,0.06,285371.56,63825572.0,1626032.45,958656849.09,0.0073
5,1.21,0.08,0.07,315379.4,63825572.0,1603418.97,953075897.38,0.0099
6,1.18,0.1,0.07,366488.83,63825572.0,1575217.48,947248205.22,0.0119
7,1.18,0.1,0.07,382234.27,63825572.0,1564223.98,945157488.22,0.0054
8,1.16,0.11,0.08,400310.16,63825572.0,1547103.29,942429459.12,0.008
9,1.15,0.12,0.08,417775.49,63825572.0,1534769.7,940750417.44,0.0059
10,1.15,0.12,0.08,435461.96,63825572.0,1525944.13,939689317.62,0.0046
11,1.14,0.13,0.08,447590.03,63825572.0,1518329.65,938856764.13,0.0041
12,1.14,0.13,0.08,459320.66,63825572.0,1509242.42,938096585.04,0.0048
13,1.13,0.14,0.08,464451.27,63825572.0,1504719.22,937680805.74,0.0028
14,1.12,0.14,0.08,475455.48,63825572.0,1495713.44,937092251.28,0.0048
15,1.12,0.14,0.08,482347.09,63825572.0,1491229.29,936752766.33,0.0022
16,1.12,0.15,0.08,492417.88,63825572.0,1486760.08,936425733.4,0.0028
17,1.11,0.15,0.08,497854.12,63825572.0,1482304.26,936206937.39,0.0028
18,1.11,0.15,0.08,502210.67,63825572.0,1479365.88,936070511.0,0.0021
19,1.11,0.15,0.08,506296.04,63825572.0,1476408.63,935943428.9,0.0022
20,1.11,0.15,0.08,510770.49,63825572.0,1473457.29,935838282.53,0.0021
21,1.1,0.16,0.08,511048.65,63825572.0,1461709.34,935356648.11,0.0053
22,1.09,0.17,0.08,511561.84,63825572.0,1451508.02,935021384.53,0.0053
23,1.09,0.17,0.08,511249.94,63825572.0,1445709.25,934810886.01,0.0028
24,1.09,0.17,0.08,511379.64,63825572.0,1444263.54,934761958.92,0.0014
25,1.08,0.17,0.08,512479.11,63825572.0,1441376.45,934712898.32,0.0021
26,1.08,0.17,0.08,512765.05,63825572.0,1439935.08,934672201.05,0.0015
27,1.08,0.17,0.08,512765.05,63825572.0,1439935.08,934672201.05,0.0009
