,0,1,2,3,4,5,6,7,8,9,10,11
0,27.5,24.5,24.5,22.1,31.3,36.3,92.8,92.8,92.8,92.8,92.8,92.8
1,24.5,22.1,22.1,20.3,22.1,22.1,36.3,36.3,36.3,42.7,61.6,61.6
2,22.1,20.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3
3,17.8,17.8,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6
4,17.8,17.8,27.5,31.3,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6
5,17.8,20.3,20.3,20.3,61.6,61.6,92.8,92.8,115.5,115.5,115.5,115.5
6,17.0,24.5,22.1,22.1,22.1,22.1,31.3,27.5,31.3,31.3,31.3,31.3
7,17.0,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6
8,15.1,20.3,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3
9,17.8,17.8,36.3,115.5,115.5,115.5,92.8,92.8,75.2,75.2,75.2,75.2
10,18.9,18.9,17.8,42.7,36.3,61.6,61.6,50.9,50.9,50.9,50.9,50.9
11,22.1,22.1,20.3,22.1,22.1,61.6,61.6,61.6,61.6,61.6,61.6,61.6
12,27.5,24.5,24.5,22.1,22.1,31.3,31.3,31.3,31.3,31.3,36.3,36.3
13,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9
14,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,50.9,50.9,61.6,61.6
15,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,36.3,36.3,50.9,50.9
16,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,42.7,42.7,42.7
17,230.4,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2,75.2
18,92.8,75.2,61.6,50.9,50.9,50.9,42.7,92.8,92.8,92.8,92.8,92.8
19,42.7,36.3,36.3,31.3,31.3,31.3,27.5,36.3,36.3,36.3,36.3,36.3
20,61.6,61.6,50.9,50.9,42.7,36.3,42.7,50.9,50.9,50.9,50.9,50.9
21,50.9,42.7,36.3,31.3,31.3,31.3,31.3,50.9,50.9,50.9,50.9,50.9
22,50.9,50.9,42.7,36.3,36.3,31.3,31.3,36.3,31.3,31.3,31.3,31.3
23,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6
24,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
25,115.5,92.8,75.2,61.6,61.6,50.9,50.9,61.6,50.9,50.9,50.9,50.9
26,50.9,50.9,42.7,36.3,36.3,36.3,31.3,50.9,50.9,50.9,61.6,61.6
27,50.9,50.9,36.3,36.3,36.3,31.3,31.3,36.3,31.3,31.3,36.3,36.3
28,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
29,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
30,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9
31,144.6,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,61.6
32,144.6,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9
33,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9
34,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2
35,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7
36,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
37,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8,92.8
38,230.4,230.4,144.6,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8
39,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9
40,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
41,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8,92.8
42,92.8,92.8,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
43,92.8,92.8,61.6,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3
44,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,75.2,92.8,92.8
45,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
46,50.9,50.9,36.3,36.3,42.7,50.9,61.6,61.6,61.6,61.6,50.9,50.9
47,24.5,22.1,22.1,22.1,24.5,24.5,42.7,36.3,36.3,36.3,36.3,36.3
