,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,31.3,24.5,24.5,24.5,27.5,24.5,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
1,20.3,20.3,17.8,18.9,24.5,22.1,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
2,17.8,17.0,17.0,17.0,31.3,27.5,27.5,27.5,27.5,27.5,36.3,36.3,31.3,31.3,31.3
3,17.0,17.0,15.8,36.3,31.3,31.3,31.3,31.3,36.3,31.3,36.3,36.3,36.3,36.3,36.3
4,15.1,15.8,16.3,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,36.3,36.3
5,15.1,15.4,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7,36.3,36.3,36.3
6,17.0,15.8,24.5,22.1,27.5,24.5,24.5,24.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3
7,17.0,16.3,22.1,20.3,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7
8,15.8,15.8,61.6,61.6,50.9,50.9,42.7,42.7,36.3,42.7,42.7,42.7,36.3,36.3,36.3
9,15.1,22.1,20.3,22.1,20.3,27.5,24.5,31.3,27.5,50.9,42.7,42.7,42.7,42.7,42.7
10,15.1,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7
11,17.8,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3,27.5,36.3,36.3,36.3,36.3,36.3
12,22.1,24.5,22.1,22.1,22.1,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3
13,36.3,31.3,27.5,24.5,24.5,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
14,36.3,36.3,31.3,24.5,24.5,24.5,27.5,24.5,31.3,31.3,31.3,31.3,36.3,36.3,36.3
15,92.8,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
16,144.6,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
17,92.8,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,36.3,31.3,36.3,31.3,36.3,36.3
18,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,31.3,36.3,36.3
19,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
20,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3
21,31.3,24.5,24.5,22.1,22.1,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
22,50.9,36.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3
23,50.9,36.3,31.3,31.3,27.5,24.5,36.3,36.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
24,92.8,75.2,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,42.7,42.7,42.7,36.3,36.3
25,75.2,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,42.7,36.3,36.3,36.3,36.3
26,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3
27,92.8,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,36.3,36.3,36.3,36.3
28,50.9,42.7,36.3,31.3,31.3,27.5,27.5,24.5,50.9,50.9,50.9,50.9,42.7,42.7,42.7
29,92.8,75.2,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
30,115.5,92.8,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,36.3,36.3
31,144.6,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
32,182.1,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7
33,144.6,115.5,92.8,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
34,115.5,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3
35,144.6,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
36,144.6,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7
37,230.4,182.1,144.6,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6
38,230.4,182.1,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9
39,144.6,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
40,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
41,50.9,42.7,36.3,31.3,31.3,27.5,24.5,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
42,36.3,31.3,31.3,24.5,24.5,31.3,27.5,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3
43,42.7,36.3,31.3,27.5,24.5,27.5,24.5,31.3,31.3,36.3,31.3,36.3,36.3,36.3,36.3
44,31.3,31.3,24.5,50.9,42.7,36.3,36.3,36.3,36.3,31.3,36.3,31.3,42.7,42.7,42.7
45,20.3,22.1,20.3,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
46,22.1,22.1,24.5,27.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,42.7,42.7,42.7,42.7
47,20.3,20.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,31.3,42.7,36.3,36.3,36.3
