,0,1
0,14.0,14.0
1,14.0,14.0
2,14.0,14.0
3,14.8,14.6
4,14.0,14.0
5,14.0,14.0
6,14.0,14.0
7,14.0,14.2
8,15.4,14.6
9,14.0,14.2
10,17.0,14.5
11,14.0,14.5
12,14.0,14.4
13,15.8,15.8
14,27.5,15.4
15,14.8,15.1
16,17.8,14.8
17,14.0,14.5
18,14.0,14.5
19,22.1,16.3
20,20.3,17.0
21,15.8,15.8
22,14.8,14.8
23,15.4,15.4
24,17.0,17.0
25,14.6,14.8
26,14.0,14.5
27,15.8,15.8
28,15.4,17.0
29,16.3,18.9
30,15.8,16.3
31,20.3,17.0
32,61.6,24.5
33,36.3,17.8
34,20.3,20.3
35,31.3,20.3
36,36.3,27.5
37,15.8,15.8
38,17.0,20.3
39,14.0,18.9
40,36.3,17.0
41,17.8,16.3
42,17.0,15.4
43,14.3,15.8
44,14.3,17.0
45,15.8,14.2
46,27.5,24.5
47,230.4,50.9
