,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.35,1.81,0.0,623.74,22510.0,12194.88,322844.0,0.46,0.09,0.00713,42.38699999999999
