,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2972.465,2939.83141685398,2911.997909029913,2895.192412023905,2967.459758631339,2999.2439984463604,3198.713280630647,3177.5197435237055,3153.3644784833614,3134.5173999058493,3128.216588067272,3235.1846148065983,3224.894598622329,3302.266240701548,3292.671795400985,3283.9167598996964,3275.4271783902304,3273.344766088194,3262.2375092133566,3262.2375092133566
1,2943.321,2910.5692277010953,2881.5689662966956,2872.4385380665753,2934.7616844083077,3069.1022465626656,3053.044589332099,3385.165961166389,3359.2847151358465,3337.1866613312054,3320.655333793591,3334.5058295489875,3323.7603568854774,3337.7682793172385,3328.070689153542,3319.067457945537,3310.486683361958,3302.4367866436355,3301.101186875881,3301.101186875881
2,2877.27,2845.331906387882,2818.039512831024,2870.5880471382793,2897.2947801977903,3074.9188625765482,3055.916183388606,3536.7610429108663,3509.686946114712,3486.2665192903646,3468.758181443391,3440.819329146942,3429.657215264669,3402.7633351868526,3392.8706833038564,3383.64738896495,3374.9008505681495,3366.1559100762274,3333.2859614382346,3333.2859614382346
3,2909.467,2878.4278463515147,2856.1715656971287,3179.6089175312577,3150.7339767774865,3124.3414818600722,3104.590151637635,3140.2025482103622,3116.5839504883816,3097.9534722012163,3095.229896106131,3112.086731322771,3178.250145817111,3271.6418554372117,3262.137679630635,3268.718007657092,3294.2910187954303,3285.8018667521674,3288.9619881042154,3288.9619881042154
4,2724.449,2711.22135546048,2711.5469500189715,3551.5000099999997,3518.2359768625843,3487.678417353468,3465.536320519093,3434.721440018884,3408.4322749984385,3386.0045739297184,3369.002692938634,3341.9682163456014,3357.994322209683,3331.6835778704726,3322.00505864571,3323.6785959665585,3327.5238111911654,3318.9585324735,3327.2285833893407,3327.2285833893407
5,2540.068,3627.4235184557033,3589.8261150385383,3559.355482145032,3526.0178731424853,3495.3939801486063,3473.202925196618,3442.3192686943344,3415.9698672972745,3393.999788431452,3376.9613201149664,3349.69999,3340.99567962085,3314.7688478069117,3305.137853228405,3297.7483155808122,3290.9995195844485,3282.5177563796738,3284.2413238912222,3284.2413238912222
6,2563.755,3010.499842162549,2979.5884610278526,2957.3277958553695,2939.557264337014,3181.625836602382,3161.4271836428975,3133.316482009117,3109.5424870218008,3094.5011647377014,3122.24216803112,3424.722609691679,3413.676992127882,3386.8777216843223,3377.031163723187,3367.8508802351425,3359.1577464282827,3350.453869140077,3317.736180547991,3317.736180547991
7,2614.027,2680.1995598509407,2775.5052578581453,2787.1316924977787,2885.383261881553,3551.5000099999997,3528.952731346833,3497.5734372284933,3470.7999900000004,3447.7147256070775,3430.3999900000003,3402.693999503766,3391.6530696390196,3365.026881317457,3355.2477457998657,3346.126417915107,3345.7634385037745,3337.1217329588994,3334.0695800262815,3334.0695800262815
8,2674.281,2665.553625279414,3089.8507400989015,3063.697743002265,3035.900581032646,3017.600858546381,3010.7822741695772,3084.451519183065,3061.144031085078,3338.321414884587,3321.5561123712296,3294.7182683201636,3284.0313365159536,3258.2553216885544,3249.2072049238504,3262.0177667436105,3346.8756248248524,3338.231931337706,3338.1679599108547,3338.1679599108547
9,2569.28,2611.0740533883254,3616.1893400326207,3585.473056120842,3551.891845805006,3521.040390580317,3498.686527894618,3467.5762804275564,3441.042330689938,3418.080728730952,3400.9148391236326,3373.4344216013624,3362.4891549668882,3336.092620310076,3326.505878218126,3331.1477115975395,3355.1381760415825,3346.4445717950625,3341.04527627443,3341.04527627443
10,2912.387,2880.000935161292,2862.320608161417,2846.4681571534707,3597.7225783546983,3566.473040965756,3543.8307035766975,3512.3190080230306,3485.432077776116,3462.171152853023,3444.783664463247,3416.9485360406006,3405.866669292571,3379.1299865663805,3369.3137595670983,3360.154805183094,3351.475435460783,3342.7912003640295,3339.0986773875916,3339.0986773875916
11,2977.187,2943.9043999168666,2917.053916409751,2897.93915803512,3132.4947417453504,3105.3030658798903,3085.6500600507334,3058.3983254330724,3403.831716707129,3381.117334807094,3364.138401148388,3336.956936807382,3337.91544886276,3311.7286806000543,3302.102230598246,3293.1266441241696,3284.6135456148127,3276.137143559864,3274.26021390698,3274.26021390698
12,3307.355,3270.363237978385,3236.470099221116,3208.9805463904554,3179.0178195034837,3151.4098788407478,3131.425512053832,3103.9028879335315,3192.206516878329,3170.9304242664543,3155.045963879582,3129.6301701037655,3381.8478706061223,3355.3000958901066,3345.5455117928045,3336.453907817866,3327.8304466860823,3319.241767678891,3328.7059295643903,3328.7059295643903
13,3650.838,3610.004324354884,3572.58634247603,3542.238370805136,3509.06149607675,3478.582070611332,3456.4979265791685,3425.765113727307,3400.181342264082,3377.4915890244083,3360.5311305209625,3333.3803414710883,3404.6343593631645,3377.9068957039235,3368.0867266867654,3358.9305617526884,3350.2457289926083,3341.5648539369954,3383.6296879607057,3383.6296879607057
14,3700.84,3659.4470649603004,3621.51661550861,3590.753030887988,3557.121365128913,3526.2245040795647,3503.8377165041384,3472.681673628355,3446.098200280376,3423.0998134459815,3405.90881274187,3378.388260209024,3367.425740657808,3340.9917539214616,3331.2814081070806,3322.230908061155,3313.6470914842353,3305.0627847718047,3370.667661910971,3370.667661910971
15,3866.355,3823.110822636098,3783.4839749569587,3751.3444957443457,3716.208680662002,3683.929982240354,3660.541950249801,3627.992468732645,3600.219981999698,3576.1929972304465,3558.232875828677,3529.4810190482835,3518.0280119331487,3490.409308792495,3480.261684952981,3470.7999900000004,3461.825444725945,3452.855155366439,3419.137210287919,3419.137210287919
16,4035.731,3990.5923960288196,3949.2295885238227,3915.682153644668,3879.007120405846,3845.314367448631,3820.901760294537,3786.9263525840747,3757.9371940453852,3732.857636336098,3714.110724081631,3684.0993157978355,3672.144569104705,3643.315938958238,3632.723771562878,3622.847576311249,3613.4798394120353,3604.116547705216,3568.9214888289675,3568.9214888289675
17,3879.091,3835.7043737810645,3795.9469929429056,3763.701644401881,3728.450089885137,3696.0650635388424,3672.59999,3639.94327966153,3612.0792857568317,3587.9731482084967,3569.9538653068144,3541.10729853341,3529.616561387389,3501.9068808900797,3491.7258303013245,3482.232962625791,3473.2288158786046,3464.2289442831134,3430.3999900000003,3430.3999900000003
18,3650.964,3610.129060479206,3572.709941176698,3542.3610385001016,3509.182808786221,3478.70250332652,3456.617467734298,3425.881751282821,3399.657491155971,3376.969852503434,3360.0108942949073,3332.861763630749,3322.047390992852,3295.970374922679,3286.388956787808,3277.4610593360767,3268.9999900000003,3304.952232750972,3308.4147409986076,3308.4147409986076
19,3789.016,3746.636839281788,3707.8026505211024,3676.3060598127336,3641.873069174253,3610.2400440695224,3587.3198447032673,3555.4214531762323,3528.204486804944,3504.6581225873397,3487.0572639530355,3458.880540903957,3447.656674788215,3420.5905326879742,3410.646400888556,3401.374451191207,3392.579859253693,3383.862261206493,3350.822891964079,3350.822891964079
