,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.87,0.0,0.0,0.0,3291808.0,128402.0,50848943.1,0.0,50848943.1
1,1.56,0.17,0.08,4581.55,3291808.0,106857.34,46721721.05,0.1056,46726302.599999994
2,1.44,0.23,0.09,6993.39,3291808.0,98549.45,46379536.18,0.062,46386529.57
3,1.32,0.29,0.09,8596.71,3291808.0,90624.95,46235752.18,0.0533,46244348.89
4,1.26,0.33,0.09,9424.92,3291808.0,86107.77,46187849.39,0.032,46197274.31
5,1.22,0.35,0.09,10498.44,3291808.0,83585.78,46166527.74,0.0215,46177026.18
6,1.18,0.37,0.09,11558.32,3291808.0,81012.61,46149787.87,0.0209,46161346.19
7,1.17,0.38,0.09,12328.12,3291808.0,79924.26,46142874.04,0.0111,46155202.16
8,1.15,0.39,0.09,13704.94,3291808.0,78546.29,46132988.59,0.0164,46146693.53
9,1.12,0.4,0.09,15169.54,3291808.0,76947.0,46122097.93,0.019,46137267.47
10,1.12,0.4,0.09,15354.9,3291808.0,76494.45,46120012.86,0.009,46135367.76
11,1.11,0.41,0.09,15649.11,3291808.0,75877.01,46117969.94,0.008,46133619.05
12,1.1,0.41,0.09,15778.54,3291808.0,75490.56,46116226.63,0.0071,46132005.17
13,1.09,0.42,0.09,16401.18,3291808.0,74808.44,46112621.41,0.0066,46129022.589999996
14,1.08,0.42,0.09,16550.23,3291808.0,74318.97,46111343.06,0.0047,46127893.29
15,1.08,0.42,0.09,16618.08,3291808.0,74041.9,46110724.57,0.0043,46127342.65
16,1.08,0.43,0.09,16658.57,3291808.0,73758.39,46110228.22,0.0047,46126886.79
17,1.07,0.43,0.09,16721.51,3291808.0,73575.44,46110040.68,0.0039,46126762.19
18,1.07,0.43,0.09,16749.51,3291808.0,73517.59,46109944.52,0.0017,46126694.03
19,1.07,0.43,0.09,16787.38,3291808.0,73407.68,46109847.1,0.0019,46126634.480000004
20,1.07,0.43,0.09,16831.05,3291808.0,73290.47,46109700.87,0.0027,46126531.919999994
21,1.07,0.43,0.09,16855.93,3291808.0,73243.23,46109651.14,0.0017,46126507.07
22,1.07,0.43,0.09,16883.41,3291808.0,73192.7,46109597.37,0.0021,46126480.779999994
23,1.07,0.43,0.09,16891.86,3291808.0,73148.55,46109566.89,0.0013,46126458.75
24,1.06,0.44,0.09,16770.12,3291808.0,72512.29,46109237.78,0.0037,46126007.9
25,1.06,0.44,0.09,16774.49,3291808.0,72505.06,46109231.81,0.0011,46126006.300000004
26,1.05,0.44,0.09,16679.16,3291808.0,71992.82,46109090.61,0.0055,46125769.769999996
27,1.05,0.44,0.09,16724.83,3291808.0,71921.71,46109023.06,0.0018,46125747.89
28,1.05,0.44,0.09,16705.27,3291808.0,71814.86,46108971.55,0.0071,46125676.82
29,1.05,0.44,0.09,16705.27,3291808.0,71814.86,46108971.55,0.0009,46125676.82
