,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.24,1.08,1660561.0,1446412.64,64471286.0,0.13,0.1,0.004764000000000001,1.655864
