,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,2.45,0.0,0.0,0.0,1567276.0,80135.0,24475157.4,0.0
1,1.92,0.22,0.1,9754.38,1567276.0,62641.74,22068375.05,0.0302
2,1.64,0.33,0.1,12775.53,1567276.0,53444.32,21967388.14,0.0151
3,1.46,0.4,0.1,13616.22,1567276.0,47692.0,21950140.09,0.0099
4,1.39,0.43,0.1,14463.52,1567276.0,45352.63,21945235.85,0.0049
5,1.32,0.46,0.1,14606.87,1567276.0,43262.11,21943270.85,0.0037
6,1.3,0.47,0.1,14623.07,1567276.0,42586.55,21942793.51,0.0016
7,1.3,0.47,0.1,14655.95,1567276.0,42318.02,21942584.04,0.0016
8,1.29,0.47,0.1,14673.01,1567276.0,42155.8,21942445.43,0.0009
9,1.29,0.48,0.1,14706.84,1567276.0,41971.99,21942302.44,0.0017
10,1.28,0.48,0.1,14706.65,1567276.0,41891.53,21942274.3,0.0009
11,1.28,0.48,0.1,14718.66,1567276.0,41770.96,21942214.29,0.0011
12,1.27,0.48,0.1,14732.77,1567276.0,41571.11,21942131.66,0.0015
13,1.27,0.48,0.1,14728.42,1567276.0,41548.46,21942120.22,0.0007
14,1.27,0.48,0.1,14726.18,1567276.0,41527.03,21942095.47,0.0006
15,1.27,0.48,0.1,14726.18,1567276.0,41527.03,21942095.47,0.0004
