,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586
1,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926,4.926
2,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425,7.425
3,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58
4,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08
5,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366
6,0.26,0.6710693950177948,1.118909264103266,1.245266942085542,1.4137016182653281,1.2346145255572418,1.1681473848628454,1.0325523480142533,0.9759107104489709,0.92264819407861,0.8614162388613272,0.8263496142404374,0.8035842336892823,0.7527319269849778,0.7232376436468043,0.7139548916662787,0.6960175783200674,0.6845209755751085,0.6778691962426795,0.6506234235624742,0.6358577110271263,0.6199929058806184,0.609652130808508,0.604867202715383,0.596681862725889,0.5925658666204766,0.5858636558914705,0.5782493575411154,0.5688159830180368,0.5591968829671446,0.5513851156512238,0.5451701705289844,0.5388009656515899,0.5296189352932843,0.5260415109397658,0.5200753979978127,0.5178926258181036,0.5142266191841132,0.5048385970700702,0.4987850702831132,0.49333076342392196,0.49151336513220284,0.4905468583946149,0.4822280751986101,0.4790673992824076,0.47337442092684107,0.47222485037983847,0.4702092125609222,0.46975643805526246,0.46497423041968416,0.46442313073073943,0.4639910439780104,0.4607345184996012,0.4599212696785984,0.4584551918762481,0.45610691770808726,0.4553399400083508,0.4548464642734405,0.4523855154814583,0.4483222921919372,0.44711169724076794,0.44711169724076794
7,6.736,11.149515071174392,10.274930838077504,9.787983838191645,9.138883905744345,9.697257971668174,9.495304948114851,9.083314491111398,9.351120406485576,9.156559979566483,9.487317858321274,9.326897463399499,9.222751958149324,8.99011630494967,9.21433996289223,9.164676867687268,9.305792082570687,9.238033624702346,9.198829494608914,9.429458946091726,9.327645183463149,9.218252866535108,9.14695029877436,9.196065814539432,9.398759095447291,9.366206388337448,9.313199753427638,9.252979573986716,9.178372633153257,9.289186760230002,9.222525300768218,9.169490270976816,9.249147379289484,9.166379389309244,9.213742708549475,9.158178098394881,9.188206198595434,9.23863895358686,9.146222077985318,9.234977760586796,9.177896337848036,9.244554856200766,9.23408230672725,9.143944426470952,9.266146371916665,9.200394605205052,9.187117496158757,9.220823547909198,9.21547142875205,9.158942307125505,9.182002834377762,9.189514876136505,9.325951486361939,9.315458647320197,9.296542765728427,9.266244458204275,9.256348626394745,9.24998161875367,9.218229541286897,9.165804321764245,9.188754662971613,9.188754662971613
8,17.605,12.780415533807814,11.153396519684033,10.370500883120965,9.32690167227155,9.68052690773708,9.8117728726101,9.332971201125572,9.499550763137796,9.656192538164472,9.836271941227123,9.647866984910086,9.72653725634217,9.4345174365783,9.564439660408697,9.605330153211922,9.684343961167926,9.734986459512223,9.685942995372528,9.811068731795729,9.689878126197824,9.770714662121636,9.67977969443553,9.706125996699578,9.632521518125275,9.6566354210355,9.695900875779397,9.740509871134986,9.647568791335932,9.708539491281144,9.627508806331388,9.669686661644604,9.712911404018866,9.610555457023018,9.637018637259327,9.681151596196056,9.697298155255963,9.724416602696333,9.609223503944479,9.658568201325643,9.703028419453478,9.678898075582008,9.686939038945692,9.75614810734436,9.711330377080671,9.630605122387882,9.641242321493552,9.659893408945846,9.664083019213118,9.70833371345449,9.69999,9.704016597097276,9.654543706966136,9.662445717505147,9.6766910037521,9.699508236001408,9.706960648731659,9.699124349044405,9.723195929703449,9.657338963854675,9.66985914184053,9.66985914184053
9,2.8,2.8,4.853763378135199,5.99724833660185,7.521512803718781,6.788600595037507,6.925774794412207,7.9521619597487785,7.57441811992766,7.665599288190436,7.215993961590276,7.599885937449977,7.648126551819223,8.22363433148705,7.898982733052268,7.917038087434529,7.714846377941318,7.743458940210318,7.838358313775874,7.509848898550067,7.7476189793118975,7.792039565462636,7.964617875981601,7.893940986045602,7.773037523701541,7.785592324006571,7.806035714901489,7.82926119733718,8.006242592492768,7.8440768655217035,7.999580777249165,8.016652896849592,7.900140251040055,8.09444621837445,8.02419714325143,8.041594907411248,7.997603020330495,7.923717824532691,8.14071582100013,8.008668967804445,8.026744479274562,7.986033703085022,7.989431795932442,8.018679390986076,7.944455851720255,8.096625851480225,8.100415331967852,8.050073830584031,8.051689113979569,8.068749749000316,8.054584034891494,8.043477482788205,7.959770288172319,7.963174365496053,7.969311038643219,7.9791403880862255,7.982350784865238,7.997047567928477,8.00718901352819,8.129534422189137,8.095274497947086,8.095274497947086
