,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,24.5,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5
1,18.9,17.8,17.8,17.8,17.0,22.1,22.1,20.3,20.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,27.5,27.5,27.5,24.5,31.3,31.3
2,17.0,16.3,22.1,20.3,20.3,22.1,20.3,20.3,20.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
3,15.8,15.4,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,31.3,27.5,27.5,27.5
4,15.1,17.8,17.8,17.8,17.8,17.0,17.0,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
5,14.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
6,15.4,16.3,17.0,17.0,17.0,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,27.5,24.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5
7,15.8,15.8,16.3,16.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,27.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
8,17.8,17.0,17.0,17.0,22.1,20.3,22.1,20.3,20.3,22.1,22.1,22.1,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5
9,17.0,17.0,17.0,17.8,17.8,17.0,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,27.5,27.5,27.5,27.5
10,15.8,15.8,15.8,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5
11,17.8,17.0,17.0,20.3,20.3,20.3,18.9,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5
12,24.5,22.1,22.1,22.1,20.3,20.3,20.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,27.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
13,36.3,36.3,31.3,31.3,31.3,27.5,24.5,27.5,27.5,24.5,24.5,24.5,24.5,27.5,24.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5
14,75.2,61.6,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,24.5,24.5
15,61.6,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
16,61.6,61.6,50.9,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,27.5,27.5,31.3,27.5,27.5,27.5
17,61.6,50.9,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3
18,42.7,36.3,36.3,36.3,31.3,31.3,31.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5
19,31.3,27.5,24.5,24.5,24.5,22.1,22.1,20.3,20.3,24.5,22.1,27.5,27.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
20,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,31.3,31.3,27.5,27.5,27.5,24.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5
21,61.6,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,27.5,31.3,27.5,27.5,27.5,27.5
22,50.9,42.7,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
23,22.1,20.3,20.3,20.3,18.9,17.8,31.3,31.3,27.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,24.5,31.3,31.3,31.3
24,22.1,20.3,20.3,20.3,18.9,18.9,27.5,24.5,24.5,24.5,24.5,22.1,31.3,27.5,27.5,27.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5
25,22.1,22.1,20.3,20.3,20.3,18.9,20.3,18.9,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
26,27.5,27.5,24.5,24.5,24.5,22.1,22.1,20.3,24.5,24.5,27.5,27.5,27.5,27.5,24.5,24.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
27,36.3,31.3,31.3,31.3,27.5,24.5,24.5,22.1,24.5,22.1,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
28,50.9,42.7,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5
29,36.3,36.3,31.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,24.5,24.5,24.5,27.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
30,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
31,42.7,36.3,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,24.5,24.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5
32,36.3,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,24.5,24.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5
33,61.6,50.9,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,27.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5
34,61.6,50.9,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3
35,230.4,230.4,182.1,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
36,182.1,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
37,61.6,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
