,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.23,0.0,0.0,0.0,162575903.0,4172644.0,2809511862.3,0.0,2809511862.3
1,1.21,0.02,0.03,714542.15,162575903.0,4098795.55,2721048764.87,0.016,2721763307.02
2,1.19,0.03,0.05,1251770.7,162575903.0,4041918.48,2665651329.68,0.0163,2666903100.3799996
3,1.17,0.05,0.07,1789790.07,162575903.0,3966939.4,2607474943.25,0.0199,2609264733.32
4,1.15,0.06,0.09,2038218.39,162575903.0,3902856.64,2570492245.53,0.0176,2572530463.92
5,1.14,0.07,0.09,2358517.04,162575903.0,3863426.61,2550289296.29,0.0112,2552647813.33
6,1.13,0.08,0.1,2711511.7,162575903.0,3827467.11,2534955890.71,0.0107,2537667402.41
7,1.12,0.09,0.1,2889757.42,162575903.0,3797199.99,2523250795.38,0.0082,2526140552.8
8,1.11,0.1,0.11,3123656.64,162575903.0,3761261.04,2512338041.36,0.0106,2515461698.0
9,1.1,0.11,0.11,3253407.36,162575903.0,3719208.47,2502843186.03,0.0129,2506096593.3900003
10,1.09,0.11,0.11,3382822.12,162575903.0,3702082.64,2498791594.55,0.0065,2502174416.67
11,1.09,0.12,0.11,3454879.97,162575903.0,3684192.8,2494768122.47,0.005,2498223002.4399996
12,1.09,0.12,0.11,3496621.34,162575903.0,3677101.37,2493095693.36,0.0029,2496592314.7000003
13,1.08,0.13,0.11,3613145.55,162575903.0,3647518.49,2488545852.96,0.009,2492158998.51
14,1.07,0.13,0.11,3665076.01,162575903.0,3636886.57,2487025473.38,0.0043,2490690549.3900003
15,1.07,0.13,0.12,3707770.47,162575903.0,3618773.01,2484661297.24,0.006,2488369067.7099996
16,1.06,0.14,0.12,3757901.97,162575903.0,3603833.88,2482975146.59,0.0066,2486733048.56
17,1.06,0.14,0.12,3789338.37,162575903.0,3586190.31,2481123257.74,0.0066,2484912596.1099997
18,1.06,0.14,0.12,3813483.5,162575903.0,3578229.67,2480250219.08,0.0034,2484063702.58
19,1.05,0.14,0.12,3846208.0,162575903.0,3571361.79,2479669556.64,0.0035,2483515764.64
20,1.05,0.14,0.12,3846208.0,162575903.0,3571361.79,2479669556.64,0.0011,2483515764.64
