,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.22,0.0,0.0,0.0,65617018.0,1664171.0,1134370728.4,0.0
1,1.19,0.02,0.04,540704.47,65617018.0,1632879.97,1093929347.51,0.0145
2,1.18,0.03,0.06,981208.11,65617018.0,1610167.69,1071406168.6,0.0111
3,1.16,0.05,0.07,1436553.48,65617018.0,1583012.78,1050536621.48,0.0131
4,1.15,0.06,0.08,1606754.33,65617018.0,1570393.34,1043769122.25,0.0067
5,1.13,0.07,0.09,2004035.42,65617018.0,1547055.57,1032510939.36,0.0119
6,1.12,0.08,0.09,2133125.95,65617018.0,1536258.67,1027983317.46,0.0059
7,1.11,0.09,0.1,2245484.79,65617018.0,1521041.61,1023378401.88,0.0074
8,1.11,0.09,0.1,2298340.09,65617018.0,1514966.6,1021324426.29,0.0038
9,1.1,0.09,0.1,2385966.69,65617018.0,1507406.95,1019312724.14,0.0046
10,1.1,0.1,0.1,2457839.22,65617018.0,1501386.45,1018002318.68,0.0038
11,1.1,0.1,0.1,2502480.02,65617018.0,1498385.21,1017278814.69,0.0024
12,1.09,0.1,0.1,2547446.0,65617018.0,1493894.6,1016471536.76,0.0032
13,1.09,0.11,0.1,2585765.82,65617018.0,1489417.46,1015746903.76,0.0031
14,1.09,0.11,0.11,2612712.22,65617018.0,1484953.92,1015001364.01,0.0031
15,1.08,0.11,0.11,2653752.56,65617018.0,1482100.83,1014643907.2,0.0023
16,1.08,0.12,0.11,2677209.96,65617018.0,1471757.35,1013620385.62,0.0059
17,1.07,0.12,0.11,2687714.49,65617018.0,1467346.57,1013181873.18,0.0031
18,1.07,0.12,0.11,2702698.94,65617018.0,1465879.24,1013054386.9,0.0017
19,1.07,0.12,0.11,2702698.94,65617018.0,1465879.24,1013054386.9,0.0009
