,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,100,1,3,0,6,0,minizinc_fw,0,5000,0,5000,20,2.28,1.23,30206.0,16365.34,637039.0,0.46,0.07,2112.68,0.004271428571428573,97.44428571428573
1,100,1,3,0,6,0,minizinc_fw,0,,,,14,2.28,1.19,30206.0,15806.52,637039.0,0.48,0.07,698.74,0.004393333333333334,69.20266666666667
