,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.22,0.0,0.0,0.0,161475782.0,4106893.0,2782296679.8,0.0
1,1.21,0.01,0.02,670649.1,161475782.0,4061942.39,2725330788.08,0.0094
2,1.2,0.02,0.04,1217054.53,161475782.0,4021505.27,2679369069.76,0.0085
3,1.18,0.03,0.05,1789640.75,161475782.0,3985459.34,2645498473.04,0.0078
4,1.18,0.04,0.06,2226447.11,161475782.0,3953825.35,2618199198.63,0.0079
5,1.17,0.04,0.07,2494898.03,161475782.0,3926352.61,2598841881.37,0.0064
6,1.16,0.05,0.07,2779001.98,161475782.0,3899165.23,2580623651.46,0.0063
7,1.14,0.06,0.08,3264627.48,161475782.0,3848980.93,2554648300.71,0.0108
8,1.14,0.07,0.09,3488031.02,161475782.0,3818542.42,2540206130.49,0.007
9,1.13,0.07,0.09,3655420.89,161475782.0,3799487.98,2532365692.52,0.0211
10,1.12,0.08,0.09,3907994.83,161475782.0,3765429.27,2521047025.74,0.0077
11,1.11,0.09,0.1,4169396.13,161475782.0,3739150.36,2512739711.63,0.0168
12,1.1,0.09,0.1,4279600.79,161475782.0,3716771.59,2506851627.22,0.0055
13,1.1,0.1,0.1,4364337.0,161475782.0,3705632.53,2504472945.69,0.0032
14,1.1,0.1,0.1,4441493.63,161475782.0,3690832.37,2500863126.07,0.004
15,1.09,0.11,0.1,4585404.71,161475782.0,3672415.55,2496568399.67,0.0048
16,1.09,0.11,0.1,4645691.36,161475782.0,3657748.24,2494179701.82,0.0146
17,1.09,0.11,0.1,4693061.39,161475782.0,3650436.52,2493015065.89,0.0024
18,1.08,0.11,0.1,4744684.19,161475782.0,3639605.43,2491486879.24,0.0142
19,1.08,0.12,0.1,4832016.02,161475782.0,3632329.98,2490560296.89,0.0025
20,1.08,0.12,0.11,4915502.74,161475782.0,3625069.06,2489728083.52,0.0024
21,1.07,0.12,0.11,5041373.25,161475782.0,3606980.2,2488035708.56,0.0152
22,1.07,0.13,0.11,5073354.69,161475782.0,3588981.99,2486670941.13,0.0048
23,1.06,0.13,0.11,5095756.26,161475782.0,3578226.18,2486088172.95,0.0032
24,1.06,0.13,0.11,5115220.7,161475782.0,3571073.55,2485680662.36,0.0025
25,1.06,0.13,0.11,5127548.89,161475782.0,3563935.2,2485348077.26,0.0132
26,1.06,0.13,0.11,5148364.73,161475782.0,3560371.4,2485166329.56,0.0026
27,1.06,0.13,0.11,5148364.73,161475782.0,3560371.4,2485166329.56,0.0009
