,0,1,2,3,4,5,6,7,8,9
0,24.5,22.1,22.1,20.3,36.3,36.3,36.3,36.3,36.3,36.3
1,17.8,17.0,17.0,17.0,22.1,24.5,61.6,61.6,61.6,61.6
2,20.3,18.9,18.9,17.8,17.8,17.8,24.5,22.1,22.1,22.1
3,17.0,17.0,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
4,15.4,15.4,36.3,42.7,36.3,36.3,36.3,31.3,31.3,31.3
5,17.0,17.0,18.9,75.2,61.6,61.6,50.9,92.8,92.8,92.8
6,15.8,16.3,15.8,20.3,20.3,20.3,18.9,22.1,22.1,22.1
7,15.4,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
8,14.8,50.9,115.5,115.5,115.5,115.5,92.8,92.8,92.8,92.8
9,15.1,15.4,18.9,22.1,20.3,24.5,24.5,24.5,24.5,24.5
10,17.8,17.8,17.0,18.9,18.9,61.6,50.9,50.9,50.9,50.9
11,20.3,18.9,17.8,17.8,17.8,24.5,24.5,24.5,24.5,24.5
12,31.3,27.5,24.5,24.5,22.1,22.1,24.5,22.1,24.5,24.5
13,36.3,31.3,27.5,24.5,24.5,24.5,27.5,24.5,27.5,27.5
14,31.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
15,50.9,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
16,92.8,92.8,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
17,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,36.3,36.3
18,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,27.5,27.5
19,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
20,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5
21,50.9,50.9,36.3,36.3,36.3,31.3,31.3,36.3,36.3,36.3
22,36.3,31.3,27.5,27.5,24.5,24.5,22.1,31.3,31.3,31.3
23,36.3,31.3,27.5,24.5,24.5,24.5,22.1,24.5,24.5,24.5
24,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
25,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
26,115.5,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
27,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
28,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
29,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
30,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
31,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
32,92.8,92.8,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7
33,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
34,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
35,230.4,230.4,182.1,144.6,115.5,115.5,115.5,92.8,92.8,92.8
36,230.4,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2
37,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6
38,144.6,144.6,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6
39,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8
40,75.2,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
41,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
42,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
43,31.3,31.3,27.5,24.5,24.5,24.5,24.5,36.3,36.3,36.3
44,27.5,24.5,24.5,22.1,22.1,22.1,20.3,22.1,22.1,22.1
45,31.3,24.5,24.5,24.5,27.5,27.5,24.5,24.5,24.5,24.5
46,20.3,18.9,17.8,17.8,61.6,61.6,61.6,61.6,75.2,75.2
47,17.8,17.8,17.0,17.0,22.1,20.3,20.3,20.3,20.3,20.3
