,0,1,2,3,4,5,6,7,8,9
0,3185.484,3141.7108729924184,3093.936502512101,3080.7373625639507,3401.0398994213974,3379.0432839201667,3432.7069312289896,3408.795617524367,3398.6417073546236,3398.6417073546236
1,2925.544,2884.9630857105108,2842.7300579444045,2831.0992918142133,3166.2231634704162,3218.778877109667,3650.3389227305993,3626.070224570545,3619.433616931091,3619.433616931091
2,3040.13,2998.143363757541,2976.1024613073055,2947.6596341866093,2941.7334870407553,2964.6400937013923,3184.144142444491,3163.2195541717656,3155.5793847746413,3155.5793847746413
3,2858.759,2831.7366267578986,3538.327474865319,3503.117057625039,3461.3101493759577,3433.770872304088,3409.807540095793,3386.091041757895,3375.9554749598433,3375.9554749598433
4,2656.995,2628.6308183279175,3408.560415530527,3479.277341502789,3437.7548819877697,3410.354990473414,3386.5544015567593,3362.9256152425337,3352.8471635708065,3352.8471635708065
5,2865.24,2842.4902909751827,3009.198002189357,3664.0393609180596,3620.3216969669998,3591.5376746608968,3575.9453961739987,3721.262839879316,3713.673220041793,3713.673220041793
6,2725.692,2789.591780538945,2762.6261833325534,3082.331468830664,3045.5514160090775,3021.324932625384,3007.502228527733,3122.742563700214,3115.2828377107408,3115.2828377107408
7,2652.823,3602.140321337213,3544.9364176593376,3509.6461509727123,3467.761263419349,3440.1184284317874,3416.1106358895295,3392.2661370933065,3382.1011454537165,3382.1011454537165
8,2559.711,3522.408947722455,3845.121471587088,3832.715934186239,3793.2147066846032,3790.1466632982474,3763.696032403216,3737.427938791453,3726.2276637207337,3726.2276637207337
9,2577.438,2671.2968793195378,2984.7692220880863,3091.709963828318,3070.061457155566,3251.5117523754107,3228.8208805331337,3206.2849611488564,3196.6762224131753,3196.6762224131753
10,2961.369,2921.188619727487,2881.129520732424,2993.1737317498487,2978.3456581627706,3580.351008066828,3558.422929003678,3534.2421163572535,3524.6137318148576,3524.6137318148576
11,3019.281,2977.3307784698763,2930.225854420892,2946.215968379648,2921.293344333825,3196.6951805708413,3210.5923711186733,3189.179583993283,3197.4836096768336,3197.4836096768336
12,3303.269,3257.3229801231278,3205.5951747426343,3173.9391265049035,3136.3658221323776,3114.51129320014,3187.217132660733,3165.9669539780843,3194.6808161018776,3194.6808161018776
13,3381.975,3334.9343967111267,3281.974189877645,3249.4260134292404,3210.7933455433126,3185.675060712706,3266.4163742206183,3244.8165362303066,3273.9067300246593,3273.9067300246593
14,3346.551,3300.00319153289,3247.5977117356915,3215.2702848734757,3176.9010855121032,3151.5842985618197,3160.4865790036533,3138.9763771288885,3144.2366372288075,3144.2366372288075
15,3497.93,3449.276021877916,3394.4999268102874,3360.7073032762496,3320.600111374406,3294.1281972298502,3271.257179432401,3248.458920515216,3239.095003916003,3239.095003916003
16,3764.196,3711.838431429092,3652.89236524784,3616.527394126021,3573.3670697637904,3544.879995597069,3520.140161140029,3495.569651799781,3485.1020274506373,3485.1020274506373
17,3584.85,3534.9881467042715,3478.8534202599844,3444.221953509829,3403.1207646395374,3375.9983494393905,3352.4522136323244,3329.404236924038,3378.0841638168563,3378.0841638168563
18,3402.329,3355.009013245889,3301.7332181692523,3268.868110245559,3229.87358373457,3204.1372553970546,3181.8043068313873,3161.2898220923885,3290.263411011794,3290.263411011794
19,3375.307,3328.362218312841,3275.508445813376,3242.903293666541,3204.2125027872066,3178.675301108029,3156.502953775959,3135.151265766005,3162.829132640692,3162.829132640692
20,3553.599,3504.1707432771022,3448.522571781117,3414.192295671806,3373.4466589198146,3346.553465086629,3323.1980375819103,3300.7453748989697,3290.8600686739983,3290.8600686739983
21,3561.499,3511.962389339324,3456.1966914529453,3421.7970966531857,3380.9659058566895,3354.031948932938,3330.674005598853,3426.3235619968204,3416.062581135767,3416.062581135767
22,3390.215,3343.0652082115694,3289.9895368330076,3257.256161837163,3218.4431422549314,3192.851031928691,3170.694898773456,3324.266084815465,3314.347887373899,3314.347887373899
23,3378.301,3331.3173833713417,3278.4263524611542,3245.807353672023,3207.1211806195192,3181.607188163494,3159.496326917709,3231.150953109145,3221.5244781456413,3221.5244781456413
24,3474.135,3425.8123429045995,3371.409134125615,3337.8471686532694,3298.0129616950226,3271.7211932915707,3248.888630004264,3231.7442690021644,3222.0733116030865,3222.0733116030865
25,3801.857,3748.975590909111,3689.439765905934,3652.7109510774217,3609.118696796056,3580.346600686987,3555.3592365738978,3530.54272253068,3519.961682460713,3519.961682460713
26,3845.038,3791.5585161187937,3731.3511511393867,3694.2059098150035,3650.12062954985,3621.0229871009124,3595.75587265349,3570.6604182125557,3559.9921123795125,3559.9921123795125
27,3491.14,3442.5821216668896,3387.914743315886,3354.1881340078858,3314.1603544227196,3287.740910412701,3264.7989946007488,3242.0131404869608,3232.358484161482,3232.358484161482
28,3616.108,3565.8142888018174,3509.1930274398487,3474.2599145154995,3432.8027283427177,3405.4393739855577,3381.6827223964983,3358.0871657655134,3348.1126214655387,3348.1126214655387
29,3496.352,3447.727982645819,3392.9901444658854,3359.230081961894,3319.1552463703447,3292.7047122035992,3269.7585615007315,3247.027461765118,3237.408741515759,3237.408741515759
30,3476.657,3428.305258426564,3373.873497745523,3340.2975217997514,3300.445958271815,3274.142861604177,3251.3135947362316,3228.6663388886936,3219.0418887416836,3219.0418887416836
31,3691.183,3639.840995749884,3582.038320796175,3546.378710174496,3504.0554720650493,3476.120969775896,3451.8610209222925,3427.766983366923,3417.493983269012,3417.493983269012
32,3767.468,3715.064919993353,3656.067615372724,3619.6710641209065,3576.4731628398054,3547.9614303620847,3523.2001323382865,3498.6081247067523,3488.12282862241,3488.12282862241
33,3745.566,3693.4675906805255,3634.8133272269083,3598.6283948249993,3555.6816213782636,3527.3356641481146,3502.718335005009,3478.2693467730433,3467.8450240085135,3467.8450240085135
34,3808.606,3755.63073052758,3695.9892499535827,3659.1952640921722,3615.5257916750184,3586.702673651616,3561.670992157277,3536.8105684515212,3526.2107796050736,3526.2107796050736
35,4067.11,4010.539090645007,3946.849491265369,3907.558131785728,3860.924475309358,3830.1449694504695,3803.4142607666104,3776.866315219075,3765.547043095498,3765.547043095498
36,3989.698,3934.20384225364,3871.726489227599,3833.1829882322468,3787.4369410448185,3757.2432819192495,3731.02137061975,3704.978743575478,3693.8749395550108,3693.8749395550108
37,3916.97,3862.487442405977,3801.1489858404902,3763.3080923458538,3718.3959475038782,3688.752687040284,3663.0087530601145,3637.4408421650273,3626.5394313206193,3626.5394313206193
38,3936.706,3881.9489272177884,3820.301411410392,3782.269853224934,3737.131414566411,3707.338793911519,3681.465146841632,3655.7684097647193,3644.8120681848854,3644.8120681848854
39,4037.76,3981.5973304490863,3918.367390017871,3879.3596130885057,3833.0625316608853,3802.50520655153,3775.967424655507,3749.6115404688144,3738.3740438394484,3738.3740438394484
40,3673.214,3622.1221417340935,3564.6016302198937,3529.116808511142,3487.0002699099637,3459.203614051489,3435.0634697947075,3411.0874614130726,3400.867048259004,3400.867048259004
41,3539.967,3490.728355713532,3435.293736238177,3401.095114950902,3360.50580669698,3333.7158338658883,3310.449965743154,3287.3481119137637,3277.4964268341773,3277.4964268341773
42,3637.518,3586.9268231646756,3529.964994746462,3494.826149641995,3453.127961034461,3425.9558624160873,3411.3968845776903,3423.3916411135697,3413.133006667186,3413.133006667186
43,3369.219,3322.3571459350537,3269.6058994686264,3237.0592888650854,3198.4467149176935,3176.173901037584,3184.368419380846,3432.3754985341116,3424.9480144767,3424.9480144767
44,3291.79,3246.003868250825,3194.4586116632554,3162.6648499038693,3124.9350554119815,3100.8417560693565,3089.448371526801,3169.4840659784895,3162.5587906750166,3162.5587906750166
45,3298.751,3253.042371221466,3201.8177192356275,3187.1800623202766,3293.6006952804996,3267.3449706657793,3244.548637102689,3222.4361280358476,3212.898288852663,3212.898288852663
46,3011.734,2972.9298121028064,2930.1866575111862,2960.1160715321885,3646.922610191448,3618.1006973952885,3615.050323841771,3601.9522394929986,3694.1678226835247,3694.1678226835247
47,2958.86,2918.344000707635,2873.0378163132577,2864.9042065298922,3095.0286558982175,3070.4259055063276,3054.7002979243794,3036.3285288892207,3048.546901780006,3048.546901780006
