,0,1,2,3
0,620.6,605.9251048117741,598.1283134070333,598.1283134070333
1,733.789,716.7921110567545,707.5536706579204,707.5536706579204
2,609.96,598.0266693880488,590.3068875079986,590.3068875079986
3,595.308,717.708771216072,708.4343337219486,708.4343337219486
4,443.074,743.0033616733208,733.4479343778753,733.4479343778753
5,443.32,593.5573876348682,595.321739769588,595.321739769588
6,522.097,523.2179355038563,527.5913674918694,527.5913674918694
7,578.783,568.3333756370417,569.7477795189632,569.7477795189632
8,581.635,576.7496240294621,698.8930206789073,698.8930206789073
9,475.672,468.44783225694346,601.3630493959819,601.3630493959819
10,584.375,570.5199097533502,580.5206484145931,580.5206484145931
11,633.562,618.5309061723539,610.5393268060828,610.5393268060828
12,662.766,647.0413473481668,638.680339989132,638.680339989132
13,752.399,734.5475712315371,725.0555379597351,725.0555379597351
14,772.131,753.8114095348049,744.0704434487393,744.0704434487393
15,737.665,720.1631503132137,710.8569966321963,710.8569966321963
16,749.817,732.0268317981777,722.5673722404659,722.5673722404659
17,845.051,825.0013086364835,814.3404063647242,814.3404063647242
18,754.485,736.5867835330797,727.0705053106597,727.0705053106597
19,662.24,646.5280170393312,638.1739015266987,638.1739015266987
20,778.79,760.3125366415325,750.4877808151612,750.4877808151612
21,678.375,662.2810282233276,653.7239551534661,653.7239551534661
22,644.424,629.1597031864849,621.0589977440126,621.0589977440126
23,609.565,595.1096653399293,587.4270092378176,587.4270092378176
24,738.018,720.5077750304775,711.197168010547,711.197168010547
25,744.458,726.7964267908944,717.4057707136668,717.4057707136668
26,635.328,620.2646150680945,612.3410365287322,612.3410365287322
27,619.139,605.5322262097657,600.1420408811473,600.1420408811473
28,554.291,542.0248645978577,537.8853931680953,537.8853931680953
29,575.7,562.1043774360713,555.2511936245769,555.2511936245769
30,692.243,675.9375108137208,667.2681497708361,667.2681497708361
31,571.336,557.9526778041212,550.8377233781406,550.8377233781406
32,618.222,603.5570460113953,595.7631758029645,595.7631758029645
33,640.212,625.0229621010413,616.9476843702446,616.9476843702446
34,785.031,766.4053439617338,756.5016354621266,756.5016354621266
35,816.415,797.0447267566744,786.7450874115954,786.7450874115954
36,809.014,789.819322981969,779.6130523657754,779.6130523657754
37,738.602,721.0779190386423,711.7599573774693,711.7599573774693
38,740.264,722.704401196558,713.3689236082399,713.3689236082399
39,646.611,631.2720611482766,623.1159532430977,623.1159532430977
40,755.306,737.3855997105355,727.8568926250773,727.8568926250773
41,782.602,764.0339744483223,754.1609094620867,754.1609094620867
42,766.649,748.4602822248096,738.7890722798555,738.7890722798555
43,679.98,663.8470463832845,655.268858064597,655.268858064597
44,684.604,668.3611000371133,659.7243989173193,659.7243989173193
45,762.084,744.0051573929409,734.3909104946417,734.3909104946417
46,642.759,719.3931217463644,782.9491835652188,782.9491835652188
47,440.248,452.1061191494212,464.35351070237687,464.35351070237687
