,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,22.1,20.3,20.3,18.9,18.9,18.9,27.5,27.5,24.5,24.5,27.5,27.5,27.5,36.3,36.3
1,24.5,22.1,20.3,20.3,18.9,18.9,20.3,22.1,20.3,20.3,20.3,20.3,20.3,22.1,22.1
2,20.3,18.9,18.9,22.1,22.1,22.1,20.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
3,15.4,15.4,15.4,20.3,20.3,20.3,18.9,22.1,22.1,22.1,20.3,20.3,20.3,22.1,22.1
4,15.8,15.8,15.8,61.6,61.6,61.6,115.5,92.8,92.8,92.8,115.5,115.5,115.5,115.5,115.5
5,15.4,15.4,15.4,17.8,17.8,17.8,20.3,20.3,20.3,20.3,20.3,20.3,22.1,20.3,20.3
6,14.8,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
7,14.4,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
8,14.6,15.8,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
9,14.6,14.6,31.3,61.6,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
10,15.4,15.1,15.4,17.8,24.5,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3
11,17.8,17.0,17.0,17.0,17.8,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
12,22.1,20.3,20.3,18.9,18.9,20.3,22.1,20.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5
13,24.5,22.1,20.3,20.3,18.9,18.9,20.3,18.9,36.3,36.3,36.3,36.3,36.3,31.3,31.3
14,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,22.1,22.1,22.1,22.1,22.1,22.1,22.1
15,75.2,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
16,92.8,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
17,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,24.5,27.5,27.5
18,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
19,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,27.5,27.5,24.5,24.5
20,36.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,36.3,36.3,36.3,36.3
21,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,24.5,24.5,22.1,22.1
22,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
23,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,31.3,31.3,31.3,31.3,31.3,31.3
24,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,24.5,24.5,22.1,24.5,24.5,24.5
25,36.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,24.5,22.1,22.1
26,42.7,36.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,22.1,24.5,24.5,24.5,24.5,24.5
27,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5
28,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,36.3,36.3
29,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,27.5,27.5
30,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
31,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
32,115.5,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
33,230.4,144.6,144.6,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9
34,230.4,230.4,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6
