,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,624.205,612.4786580417699,604.0945856088939,599.05661945263,593.7191025463823,589.0398229526025,609.0374048347671,608.3984085470488,623.6059642131695,616.0132607295862,706.3639993228404,701.446648060597,699.3444147519137,692.3826659371284,688.2387777543429,686.1852273412113,684.8344466147563,684.1676301681415,682.8288766194354,679.6372829812245,678.348423167545,677.006173781633,673.6362998903151,672.9666915904247,672.3050268988343,672.3050268988343
1,550.821,540.4861171454301,535.5542448580215,749.4990262781181,742.7805258556564,736.1234966421483,729.5248955892042,724.4343812353696,717.9409657771207,707.9553928266331,699.5975081262825,694.7260683841173,692.6439736624441,685.7486199326383,681.6463578391863,679.6146867918408,678.289368408944,677.637354040535,676.7198243268081,673.349103708432,672.0815116141188,670.7400196724021,668.3407576631595,667.6780319054964,667.0169378735909,667.0169378735909
2,566.759,556.1105982259222,554.2749017229238,688.8107715490344,682.6376482728872,676.5238773011284,670.5428623585173,666.2093571802214,660.2833505186691,652.0522992656175,646.9574341764595,658.6309349176742,656.7587984980559,650.2673157668033,652.3510644199323,650.8520722187018,652.4409612323367,654.4904422711044,669.6903176470043,666.3528646191123,667.2874153807387,665.9553329243926,672.4602853685029,671.8659710831345,671.2015041120513,671.2015041120513
3,532.594,523.6888010783157,548.0703732466479,569.7650435930523,566.5657706316889,600.844949339288,595.7041462965262,596.0608577106499,602.589410235753,622.15139356061,649.4313916001568,665.7232969427554,663.8321674428106,657.2542606437698,659.3152904909482,657.9380927358217,659.7587517654426,661.9703070136773,682.8052037399568,679.4074050149629,678.100507980338,676.7467042048853,675.1849746724636,675.0407866977912,674.3739029110934,674.3739029110934
4,450.095,473.4179831166067,750.547325040294,737.1516967739406,730.5438071361049,723.9952228878844,717.5134531940281,712.5164121429714,706.1297227902695,696.3108012976892,688.0030593129186,691.8369289456913,689.7678026652422,682.9023359073445,679.0102514606031,676.9888934125154,675.7350748485838,675.1258207737353,675.4513522850085,672.0937154519381,670.7521531377496,669.4132286286273,666.0770587338251,668.7653666750913,668.1033663084162,668.1033663084162
5,470.118,499.8784021274797,616.1344798919635,605.1403077896995,602.1474753116763,602.3630214117799,644.902036424088,640.4084309688852,634.6687779855442,625.8426643281551,618.3871227244787,704.0081351729417,701.8982280818223,694.9107670509419,690.7517241923862,688.6815585662358,687.3049401026619,686.6176611625593,685.2451604338953,681.8252717280691,680.4628347438846,679.1036969832315,675.7156132870821,675.680402673795,675.0108952711212,675.0108952711212
6,445.519,596.9422359340997,588.9922945010967,578.4969720795663,582.1206404873757,586.3164086645359,730.1546326904895,725.0589207903853,718.5594587029886,708.5647543540874,700.1086944495344,695.2226323287609,693.139085368461,686.2388226525519,682.1322740715079,680.0881687180654,678.728876366798,678.0502444904312,676.6950039606947,673.9351467652707,672.588390186887,671.2443997379033,667.8953871280877,667.3138327409596,666.6530679082186,666.6530679082186
7,382.221,752.407550955473,741.9421524794446,728.7002862014767,722.1682901781253,715.6950536889216,709.2796197324476,704.3300140197706,698.0163675912846,688.3074601912707,680.0932030187282,675.369427827709,673.5503338515379,666.8577025954153,671.1256700068554,669.1146893188471,667.7777187598987,667.1102310411387,665.7994223112875,690.824059777123,689.4431404626285,688.0649776078438,684.6309353186574,683.9463433833388,683.2624160399555,683.2624160399555
8,542.312,534.0548343284574,529.5355315908254,682.554995764387,676.455913811155,670.4178600755736,664.4900650533342,667.5428131366193,661.5591274721896,652.3576926118077,644.5727900806671,640.1149399408293,639.2173593003336,633.3854474479305,657.877816369166,655.9453986267238,654.7123326708689,654.106116338198,653.9513875086379,680.0914153920867,678.7330880647179,677.3774120656765,673.9996511940244,673.3258685428303,672.6580986742875,672.6580986742875
9,623.801,612.2136231844704,604.0590696353166,600.902557737837,596.6763636831006,591.4990103561714,587.6257551185021,723.9666624745664,717.4770094104928,707.497416879183,699.0541067485617,694.1755721290663,692.0962241475859,685.206701624368,681.1063362933246,679.0669839969892,677.7129134029791,677.0373434895762,675.9890192269405,675.5452587167725,674.2773084915978,673.2290462679231,672.1328811520428,671.4613172708908,670.7955849536198,670.7955849536198
10,629.179,617.3409963485154,608.7986584777827,598.6658364888624,605.9300715677492,600.7776589407044,597.0573968726328,647.6715819813309,641.866749790453,632.9443280958208,625.396013882377,623.8725742010471,675.67137113171,668.9451011546878,664.9420259173237,663.2626203652874,661.9986614201772,661.4211607587571,661.4289325494002,661.9381603390456,662.6298200155279,665.5602344353167,672.2557540001844,671.5838482461843,670.9180183979381,670.9180183979381
11,578.51,567.6835985654953,559.90680974852,550.6014989071078,727.9606986334007,721.4351978737835,714.9681922502965,709.9784112167388,703.6141141538574,693.8289591510251,685.6542221587905,680.8815517152271,694.2151595587201,687.3148861491181,683.2020469320416,681.4852507325483,680.125180606334,679.4490334257276,678.2103210249096,674.8373320103326,673.5114466206439,672.2006174698492,669.747309853221,669.0812535433679,668.4150622898245,668.4150622898245
12,615.057,603.4851202457771,595.155955549066,584.7250697818324,650.9772863855535,645.1646670555344,640.1038172072613,635.8649410791686,632.5990479653957,626.4232623070582,661.6412483461933,657.0492230609018,655.7144840210301,651.9848931243228,648.1103653912625,687.1079646843924,685.7344618499884,685.0487483881385,683.6793519321106,680.2674828187611,678.9080339176064,677.5513685218051,674.1708628136319,673.5911979508182,672.9211687528674,672.9211687528674
13,656.651,644.2864163734984,635.3249140064504,623.9858965622136,618.5997201246638,613.1339352398287,608.6920798712893,604.8287158653828,622.2595498232207,628.0211897927078,664.5497449464929,659.9443653015223,658.4661204364722,669.3415998074933,665.38729351354,687.1353870334988,685.7619633148188,685.0764463515039,683.7071744372473,680.3019442490834,679.0383364805296,677.7974285719049,676.1370880989027,676.4023880108039,675.729206622793,675.729206622793
14,711.308,697.914095159326,688.2065546662413,675.9235906564056,669.8676833625332,663.9304776362966,659.025201161629,654.7522856003808,649.82045026662,656.748822898763,652.4005802011736,647.8704147657846,646.2349171100202,661.4685707571961,657.5639223479249,659.8305154759352,658.5712483934988,658.1291811451051,658.736363039996,659.1684376948846,659.4888765199325,660.1333383747692,663.7651577211941,671.1519565634728,670.4842136069094,670.4842136069094
15,659.79,647.3676272104974,638.3652005648923,626.973580501455,621.3560438923089,615.9072789004703,611.4813675565398,607.5524125722668,603.035855213956,723.8547819338692,715.2161878128317,710.224669030537,708.0961249872279,701.0471323872428,696.8513871995939,694.7629888293274,693.3741796036576,692.6808524240539,691.2961933950583,687.8462636536017,686.471292955558,685.0990708239399,681.6798214142532,684.125586592839,683.4414900062461,683.4414900062461
16,728.899,715.1738572426256,705.2262444534133,692.6394983560008,686.430619798205,680.2774429689849,674.1898758547519,669.4928396299724,663.501964532787,654.2957053898272,646.4895359270316,642.0370055855842,640.1154004556682,633.8641984582327,649.2088907590139,650.5431709166143,649.3026411499519,667.288936508802,665.955143865721,665.2277138597417,665.1393766227361,665.5710359318673,671.3978118273812,671.8412820155539,671.1704267335384,671.1704267335384
