,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,3155.132,3117.84602489473,3076.0067467044323,3028.825993263917,3001.0914811712396,2978.9301803400544,2953.137119600428,3099.689257268306,3094.961419125014,3091.883739925941,3237.8256789872516,3225.8090217302806,3232.883620977702,3241.869319218907,3331.5113616376484,3326.0810546569023,3298.3019268741014,3346.7786192960066,3338.66511031473,3332.7693500745886,3331.5721863724943,3323.054851702075,3318.8300107488003,3317.3887903503933,3316.59361409518,3316.244029252477,3315.336787094856,3314.4268729405353,3313.66491420336,3312.974378226707,3312.276725931981,3311.146595538666,3310.338967586173,3312.0888760634334,3311.648286762482,3311.323314354562,3312.0367006205943,3311.5587937511364,3311.8414496588844,3311.619267313918,3311.619267313918
1,2844.497,2810.9311531421617,2773.3770087664784,3650.6069007599867,3617.0803017139483,3590.34124494028,3558.751841155102,3530.6155397546245,3494.7169447915285,3479.3870129967822,3451.97081576185,3439.0843206578397,3429.048354926827,3421.183467031567,3404.489782705659,3398.9249878873475,3363.211141976023,3406.7337657172925,3398.3734861263724,3390.8373269912063,3389.616786303283,3378.703120984978,3377.438635001806,3377.0244030376894,3376.795888328464,3376.6912613824074,3376.419733659546,3376.142831236654,3375.923875712922,3375.881869264129,3375.673001849147,3375.6044083642723,3376.8867552389634,3382.352958785842,3382.8060013909258,3382.8259787917277,3390.0804556539892,3389.4125196213336,3388.747116789215,3388.408307077536,3388.408307077536
2,2869.971,2836.0739476265394,2798.0143312211494,3340.1485658110896,3309.463881180495,3315.158927820781,3285.993817722365,3260.032872556383,3256.1254889968277,3404.408702629876,3377.5828302826635,3364.973248219479,3355.1501733075097,3347.452016837709,3331.1070226928578,3327.928738692877,3364.3884109316587,3371.823803613356,3371.808301063432,3370.0381339513992,3368.830845323773,3374.743194918445,3373.6210136091954,3373.5730657097183,3373.400346046978,3373.305983896112,3373.061095357217,3372.811359422175,3372.7857903540553,3373.0005114270684,3372.820294257326,3376.4576831146132,3379.352169576366,3385.1309574028405,3385.8129326135518,3385.8346723399877,3396.6654118414667,3396.067748650542,3395.3911155341593,3395.051627122606,3395.051627122606
3,3027.636,2991.849031271215,2951.677400853795,3005.395457383749,2977.8023700999997,3220.9774895954915,3192.680113111551,3167.473239915849,3167.814628818854,3410.1953977423905,3383.3238644072703,3370.6926212465246,3360.8541898044896,3353.141575496645,3336.7681081134547,3333.5767080224,3385.193005132648,3383.5031926122906,3386.7949613078204,3379.2841768444746,3378.072795436624,3383.0841428530607,3382.3935867273935,3382.884406814467,3382.8501484341728,3382.7818162212675,3382.604480545636,3382.423634635207,3383.166883350454,3383.7960402157196,3383.8225738192605,3391.20357082469,3389.213957520482,3387.9468398272975,3386.9306036057465,3386.2604683934615,3385.8324779003774,3386.8036052634716,3386.126526598045,3385.7894590453857,3385.7894590453857
4,2928.965,2894.345595725571,2861.390589230481,2851.087538798319,2870.5590237249567,3590.0,3558.4119721422385,3530.2782629829776,3494.4000268886793,3487.2552545297376,3459.7984193080447,3446.877559435163,3436.8095852234155,3428.9150645109485,3412.158840860453,3406.5794566790833,3370.780252030572,3368.2061262860643,3368.498594323844,3374.9512639083273,3373.741129736506,3375.0443172942773,3374.917884336957,3375.771361455514,3375.9371572610416,3375.847767299311,3375.6157825795985,3375.386422084631,3378.1035668370937,3378.862570350344,3381.013804610173,3388.6060026033642,3386.6178980774116,3384.9408139399216,3384.662708508137,3385.831243336772,3385.730183941327,3386.493457300539,3385.8163286672034,3386.0542553343366,3386.0542553343366
5,2746.999,2714.5831762337334,2764.6524498013805,3455.5697617089045,3427.944757072844,3402.625405432283,3372.6860041795817,3346.0252602017754,3312.018905591908,3296.0089633245652,3486.6356130272707,3473.6142754067696,3463.468040979082,3455.5123067223503,3438.626156484208,3433.0033931608,3396.91351945952,3394.20962673134,3385.9736932026585,3391.3032194659168,3390.082490556717,3379.1669876535216,3382.8207552469476,3383.4513050172054,3383.494126372247,3383.3695583756835,3383.046279662857,3382.9094651721657,3386.7168000222314,3385.363491115476,3390.0309243456995,3387.8139311480777,3385.8263552944763,3386.625015076956,3385.609152865427,3388.3975998055357,3387.7269732185805,3387.1080323689207,3386.4307798267673,3386.0931045487846,3386.0931045487846
6,2661.369,2630.910551185693,2919.972433177455,2885.1828843009594,3247.480146888424,3223.4750024198356,3195.1146041050674,3169.862755811893,3137.656268080547,3122.559228413536,3494.7169060281835,3481.6654100145115,3471.4956761412163,3463.521400720193,3446.5959796820616,3440.9601415764055,3404.7869036393204,3402.074862644301,3393.789249586636,3386.262713880592,3385.043814838819,3384.1016633504414,3389.75459682963,3386.962846233075,3385.4228198607,3385.2867782991457,3385.1027325288114,3387.727155727076,3386.2495855170805,3384.895300442564,3389.9866229603645,3387.7705961855168,3385.782997646548,3386.663749448209,3385.64787411768,3388.7741708202057,3388.0964666729433,3387.4288973259313,3386.751681408955,3386.4130310408136,3386.4130310408136
7,2607.201,2652.2443472879654,2863.45504437477,2888.6516921187767,3660.097411736041,3633.0401215732577,3601.056288252746,3572.5851659765385,3536.278232418494,3518.8668395928366,3491.138950701181,3478.1007984251946,3467.9414561617505,3459.9753496504422,3443.080099977248,3441.713982150076,3405.535111002755,3402.8224453434605,3394.5326843393614,3387.0205587393475,3385.8013833028162,3386.811737119832,3378.6556138270757,3378.606294152321,3378.5001633180536,3378.3915103183117,3380.9085987565472,3386.5622948142836,3385.084298576914,3387.245040319211,3385.8965285966988,3401.3797994250453,3399.3842765908603,3397.797504615978,3396.801868634829,3396.199965157781,3395.5254378927993,3394.8970314405997,3394.218364369362,3393.878962132925,3393.878962132925
8,2594.061,3017.301861749546,2977.8098128,2958.173511261737,2993.0499434412186,2970.9372892712445,3014.705110263931,3192.0012565616407,3159.744769270408,3164.7950205663446,3326.5994500116544,3314.179048065428,3304.5,3296.98119737251,3302.0926544393633,3330.0810585614495,3334.677285385632,3332.1280814299957,3331.315487273723,3336.378852748788,3335.18102221664,3338.0424073848385,3336.7435624624163,3337.5714771926596,3337.8852325374405,3337.942648220005,3343.1558471548756,3350.0456254060964,3350.3854090570894,3355.0971460740147,3355.050187859905,3382.159484483185,3382.089596440203,3381.4854532982235,3382.6892441751206,3383.096225176218,3383.0043533250046,3389.4827996817885,3388.8053245973,3388.46646656484,3388.46646656484
9,2514.174,3712.4,3662.551731651664,3606.4354496372594,3573.3044794847356,3546.8983724510763,3515.9945053998963,3488.1967083454765,3453.2924946192616,3463.5720116100415,3436.286744997626,3423.4540253835385,3413.458124281705,3405.629314801406,3388.995978336959,3400.9577783701566,3365.206340718795,3362.664870471316,3361.903783014103,3377.0010783542407,3375.787808262686,3390.3566767150537,3382.1922547994286,3383.114252009664,3383.4799065106763,3383.631613543643,3389.0895172761316,3387.301272579769,3385.8231013391583,3391.5679051062443,3390.211988548635,3388.1106718073484,3386.122850272222,3384.44283409412,3387.1358145278946,3386.458463034257,3385.7884778425846,3395.494364512524,3394.815776570715,3394.477029993058,3394.477029993058
