,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.2,0.0,0.0,0.0,162843884.0,4079544.0,2887607541.4,0.0,2887607541.4
1,1.19,0.01,0.02,144826.82,162843884.0,4031428.85,2816611134.34,0.0327,2816755961.1600003
2,1.17,0.03,0.05,290561.0,162843884.0,3977416.62,2745896395.23,0.0372,2746186956.23
3,1.15,0.04,0.07,509488.48,162843884.0,3916533.0,2683921488.36,0.0506,2684430976.84
4,1.14,0.05,0.08,605262.46,162843884.0,3880954.77,2655757654.15,0.0229,2656362916.61
5,1.14,0.06,0.09,695802.18,162843884.0,3852328.17,2635639778.24,0.0192,2636335580.4199996
6,1.13,0.06,0.09,777847.46,162843884.0,3819171.66,2614626748.48,0.0255,2615404595.94
7,1.12,0.07,0.1,853943.54,162843884.0,3788976.02,2597408484.27,0.0185,2598262427.81
8,1.11,0.08,0.11,920171.03,162843884.0,3750988.37,2581784213.51,0.0227,2582704384.5400004
9,1.1,0.09,0.11,973923.79,162843884.0,3732519.81,2574137524.9,0.0137,2575111448.69
10,1.09,0.09,0.11,1055470.57,162843884.0,3703108.33,2563711943.8,0.0157,2564767414.3700004
11,1.09,0.1,0.11,1084095.96,162843884.0,3689278.52,2559868351.0,0.0179,2560952446.96
12,1.08,0.1,0.11,1100924.92,162843884.0,3678502.31,2557496297.41,0.0073,2558597222.33
13,1.08,0.1,0.11,1116663.9,162843884.0,3670052.53,2556242447.78,0.0089,2557359111.6800003
14,1.08,0.1,0.12,1148883.59,162843884.0,3652117.71,2553602751.5,0.0081,2554751635.09
15,1.07,0.11,0.12,1158382.01,162843884.0,3646196.85,2552823403.65,0.0049,2553981785.6600003
16,1.06,0.12,0.12,1157562.69,162843884.0,3607864.94,2549585089.61,0.0168,2550742652.3
17,1.06,0.12,0.12,1165954.83,162843884.0,3605022.27,2549187752.48,0.0026,2550353707.31
18,1.06,0.12,0.12,1182255.98,162843884.0,3596424.02,2548362157.47,0.0066,2549544413.45
19,1.06,0.12,0.12,1186056.02,162843884.0,3588447.98,2547793936.52,0.0096,2548979992.54
20,1.06,0.12,0.12,1188393.2,162843884.0,3587156.28,2547627148.79,0.0034,2548815541.99
21,1.05,0.12,0.12,1189472.42,162843884.0,3575606.16,2547167035.54,0.0111,2548356507.96
22,1.05,0.13,0.12,1189641.08,162843884.0,3567016.94,2546761217.93,0.011,2547950859.0099998
23,1.05,0.13,0.12,1192051.0,162843884.0,3564079.18,2546611227.97,0.0064,2547803278.97
24,1.05,0.13,0.12,1192130.98,162843884.0,3562458.6,2546511730.65,0.0033,2547703861.63
25,1.05,0.13,0.12,1192323.27,162843884.0,3561746.15,2546475837.07,0.0026,2547668160.34
26,1.05,0.13,0.12,1194116.09,162843884.0,3559897.18,2546348903.66,0.0169,2547543019.75
27,1.05,0.13,0.12,1194856.13,162843884.0,3558011.62,2546247972.66,0.0049,2547442828.79
28,1.05,0.13,0.12,1195289.19,162843884.0,3556458.76,2546175234.01,0.0041,2547370523.2000003
29,1.05,0.13,0.12,1196483.09,162843884.0,3555036.39,2546132991.15,0.0045,2547329474.2400002
30,1.05,0.13,0.12,1197324.46,162843884.0,3553614.59,2546049143.26,0.0043,2547246467.7200003
31,1.05,0.13,0.12,1200156.9,162843884.0,3551286.73,2545882891.14,0.0058,2547083048.04
32,1.05,0.13,0.12,1200857.13,162843884.0,3549215.3,2545770472.64,0.0169,2546971329.77
33,1.05,0.13,0.12,1201373.8,162843884.0,3547452.37,2545691568.65,0.0042,2546892942.4500003
34,1.05,0.13,0.12,1201616.73,162843884.0,3546388.24,2545631258.65,0.0157,2546832875.38
35,1.05,0.13,0.12,1202548.55,162843884.0,3545679.75,2545606189.49,0.0026,2546808738.04
36,1.04,0.13,0.12,1203971.76,162843884.0,3544970.65,2545573116.9,0.0137,2546777088.6600003
37,1.04,0.13,0.12,1204988.14,162843884.0,3544272.15,2545542417.58,0.0019,2546747405.72
38,1.04,0.13,0.12,1206089.95,162843884.0,3543563.44,2545531827.79,0.0027,2546737917.74
39,1.04,0.13,0.12,1206510.78,162843884.0,3543209.08,2545521882.61,0.0019,2546728393.3900003
40,1.04,0.13,0.12,1206510.78,162843884.0,3543209.08,2545521882.61,0.0011,2546728393.3900003
