,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1222.031,1202.3173764987605,1178.8564334344187,1165.8339248591974,1157.356000304232,1185.859331830727,1170.149569177313,1159.6833722156234,1238.7240575523374,1234.8099773149631,1227.099348825671,1326.1204706571223,1324.6603874690347,1323.9146860527817,1323.9146860527817
1,1162.932,1144.2222518332471,1298.9155552195891,1284.518432033496,1274.9128049529893,1264.5081177907261,1243.9593353181963,1230.8352312585146,1231.529971524422,1227.583909263683,1219.6709291120847,1244.5052306645978,1243.134152053533,1242.4338092121216,1242.4338092121216
2,1061.754,1045.2309940417385,1510.2630349269325,1505.6521978462629,1494.390183894338,1482.1913577141536,1458.1039198635,1442.718492428715,1434.7593007867272,1430.1311666690456,1420.7701221994048,1403.6745143461383,1402.1286006816927,1401.338891616183,1401.338891616183
3,1047.076,1030.3892619633696,1218.6802190501967,1317.3010424420431,1307.4477723040616,1296.7747066612483,1275.69999,1262.2462190202493,1255.2827640401472,1251.2333809707504,1243.042962203644,1228.0850441367638,1226.7318210347012,1226.0405453341666,1226.0405453341666
4,1076.796,1059.4228610112687,1065.74581388321,1443.50001,1432.7159882868802,1421.044394552149,1398.0067738643743,1402.441542833058,1451.3624305408664,1447.000638825457,1449.4724371232032,1441.6633886240973,1442.0871116722158,1442.3037226583824,1442.3037226583824
5,1061.82,1044.684368704772,1035.0997202584701,1216.6194782880489,1207.5255388410535,1197.7948864703485,1178.4216494719326,1175.1432555281126,1217.716884932733,1213.8780930208488,1209.6689630236365,1199.501197643573,1198.808974355504,1198.4555277182903,1198.4555277182903
6,1121.068,1104.0367279009367,1262.059342332248,1248.2882004647245,1238.9590113907245,1230.537913813934,1250.4094018549542,1424.2191645169996,1416.3621081568929,1411.7933454761992,1402.5530159081325,1385.6771444210428,1384.1501301025933,1383.3700811479587,1383.3700811479587
7,1043.979,1047.2041614714485,1194.6781232150547,1181.508821822685,1172.6738279723963,1163.921380957773,1161.0264734826922,1368.8723204974237,1361.33077802606,1357.1308193742975,1353.8930493648352,1362.9577950000514,1362.4054699238882,1364.0798303206989,1364.0798303206989
8,1075.055,1286.1636963970873,1260.8928075551685,1246.9173273257286,1237.5905308847564,1227.4926986403018,1207.546247327278,1210.6543938203577,1203.9899287622216,1200.291985936209,1195.701613538376,1201.8783161323809,1201.103426251462,1202.5667444064547,1202.5667444064547
9,989.783,1510.70001,1481.0211046909435,1464.6113903262224,1504.6218673414967,1492.3390917125091,1468.0858897874448,1452.5944240202357,1444.5802874631515,1439.9201323758816,1430.4943605931462,1413.2803263775781,1411.7228557935578,1410.9272441593216,1410.9272441593216
10,990.232,1222.71853871524,1198.7870753927486,1185.9631292369058,1426.80001,1415.1709717033132,1406.0716522965108,1391.2351404648741,1383.5602991361422,1379.0974929376687,1370.0707410216855,1353.5854260873916,1352.0940845959472,1351.332393318815,1351.332393318815
11,1146.723,1128.1890427654498,1106.1822156192457,1094.4341456913346,1210.4193463337033,1200.572424744428,1282.1179717336174,1268.589164541136,1261.5906097560726,1257.5211261437591,1249.2897699246196,1234.2572092238493,1232.8971047823002,1232.2026649560646,1232.2026649560646
12,1301.974,1280.9296674301884,1255.7637009078887,1241.8498266316442,1232.5978333714997,1222.6116734740158,1410.2084912729238,1395.3356817121032,1387.6586084688056,1383.1942592571186,1388.5186604879495,1371.8943574616544,1393.20001,1395.9126208997684,1395.9126208997684
13,1267.323,1246.839549615526,1222.343493101385,1208.7989837396156,1199.7602649352227,1190.030235216157,1248.0053231230586,1234.8462809922946,1228.0592696305152,1224.1085706842314,1226.3516824817002,1211.7049829409602,1238.1205687239894,1242.0731506879295,1242.0731506879295
14,1440.13,1416.850754465102,1389.0120912980603,1373.616306489429,1363.3417340349513,1352.212279526641,1330.2363910418885,1316.19972509728,1308.9388102062908,1304.717134197379,1296.1956233843357,1280.6116088006834,1285.3731619727535,1285.9526500488362,1285.9526500488362
15,1485.283,1461.2738705145996,1432.5623700634362,1416.6838747554302,1406.0871593207796,1394.6087910101085,1371.9439477517199,1357.4673036465106,1349.978290049122,1345.623473341557,1336.8154126516938,1320.7301013564825,1319.8272468675254,1319.2940542449267,1319.2940542449267
16,1460.675,1437.0637480323203,1408.82805244266,1393.2128717279734,1382.7918826301745,1371.5037474440005,1349.2147278534699,1334.9786541986232,1327.6137855666927,1323.3313000375347,1314.6695255025911,1298.8509394761784,1297.4320523492136,1296.7073717124688,1296.7073717124688
17,1437.859,1414.6164644611508,1386.8217012226235,1371.4502168257952,1361.1918615596483,1350.0799572423978,1328.1387878479816,1314.1242139379924,1306.874120997442,1302.6585797874486,1294.1315542668215,1278.5589364145508,1277.1503633129882,1276.4308387394942,1276.4308387394942
18,1473.644,1449.824239780875,1421.339983940547,1405.5880276491132,1395.0757596336912,1383.6908161207155,1361.2097315983126,1346.855125497429,1339.4935424864134,1352.9266877847772,1344.306059305993,1414.0850052949354,1412.5266468179668,1411.7305861243187,1411.7305861243187
19,1345.935,1324.1788071016995,1298.1615569810094,1283.7734228846732,1274.1713189260195,1263.7706521063426,1243.2345861124934,1230.1200607671235,1223.3891269285352,1241.9012816695788,1234.0963812376472,1348.051474167731,1346.567542761575,1345.8101119282826,1345.8101119282826
20,1390.115,1367.6447968703164,1340.7745959937988,1325.9138848149119,1315.996826897237,1305.25423343959,1284.05367050144,1270.5044164026951,1263.499669986262,1261.282091730422,1253.0852138858704,1255.3052216117935,1253.922941843925,1253.2168939507599,1253.2168939507599
21,1324.512,1303.1833629781825,1277.8346538983028,1263.9456082624545,1254.694484309153,1246.1764837438893,1442.6682905654056,1427.4450459088673,1419.5696291293873,1414.9901416322668,1405.7275305771848,1388.8114724226973,1387.2809510414088,1386.4991049153555,1386.4991049153555
22,1233.459,1213.6355374749153,1190.1553555934192,1177.312829578257,1168.765918216475,1160.6435188803907,1377.7218911326233,1382.9456227177634,1379.5256099898754,1377.640013630441,1371.9609183705268,1368.8738459517099,1367.365452083587,1366.5949094980524,1366.5949094980524
23,1279.865,1259.1796850489643,1234.4484361072907,1220.7790109018,1211.6627772390561,1201.852285224619,1205.5430977058866,1241.3061059818724,1242.3076997634428,1253.846020652741,1250.8317190544487,1296.949448147919,1295.5201770096282,1294.7900531993935,1294.7900531993935
24,1310.092,1288.9225527805113,1263.6023692563047,1249.6019216738534,1240.2635119147756,1230.151695983054,1215.2474318085247,1248.2410750857318,1251.7596533578578,1275.70001,1298.7763524461739,1388.5570241709138,1387.1157059639293,1392.1300998893537,1392.1300998893537
25,1297.503,1276.5352880296034,1251.4563314920324,1237.5878169641148,1228.3381575186759,1218.3194966239187,1198.8008773255929,1196.90213361011,1194.9261657563382,1201.0285037209962,1210.8539678119944,1234.7122648476338,1233.454593053352,1240.3847159118793,1240.3847159118793
26,1440.221,1416.9402834789112,1389.0998612218236,1373.7031146569325,1363.4279078421478,1352.2977661924292,1330.3205208987758,1316.282787815797,1309.0765420138182,1304.8891041264258,1296.4258797151856,1281.0075779223096,1279.6209986913652,1280.7655664145725,1280.7655664145725
27,1488.501,1464.4398525633515,1435.666146048798,1419.7532485441056,1409.1335743667307,1397.6303044084111,1374.9162911002782,1360.4079552373269,1352.9023810791705,1348.5389216950434,1339.713255688699,1323.595214659278,1322.1374085745003,1321.4647229552681,1321.4647229552681
28,1652.301,1625.5966681891039,1593.6655475939751,1576.0098668364449,1564.2253738223958,1551.4604821217001,1526.2627515261881,1510.1669122883977,1501.8522373492235,1497.017260469842,1487.2385957750314,1499.8006967242482,1498.175980159898,1497.3472285346422,1497.3472285346422
29,1356.091,1334.1773145911297,1307.9748106295967,1293.4874388323262,1283.8174467865758,1273.343014768163,1252.6670798580346,1239.4597641649943,1232.6524801299781,1228.6939607449594,1220.68819626388,1230.5424942679888,1229.2109346344985,1228.5308505394387,1228.5308505394387
30,1496.438,1472.2485534710397,1443.3214195092705,1427.323682176472,1416.6473815827542,1405.0827900096122,1382.2476603686473,1367.6620049372066,1360.1164256533546,1355.7287358387698,1346.8540606249173,1330.6465635289496,1329.1802514905164,1328.431205837937,1328.431205837937
31,1620.931,1594.729179702608,1563.3956511246374,1546.0671018598798,1534.5027193871983,1521.9761379438667,1497.2414918355894,1481.4425614470836,1473.2693371240948,1468.5166835395835,1458.9037952914703,1441.3481917313934,1439.7598299236597,1438.948437926023,1438.948437926023
32,1490.806,1466.70760913275,1437.889384426174,1421.9518778396055,1411.3158777182741,1399.7949234376742,1377.0459424395083,1362.5153768558296,1354.9983191832962,1350.6272563793973,1341.78617218795,1325.640310283758,1324.1795021280027,1323.4332725680522,1323.4332725680522
33,1567.079,1541.7476640695058,1511.454992965409,1494.7020643410833,1483.5218146508942,1471.4113272442582,1447.4984667638005,1432.2244221526455,1424.3227361482946,1419.7279507397839,1410.4344762154772,1393.4622093727821,1391.9265924337676,1391.1421427474536,1391.1421427474536
34,1537.091,1512.2445884074482,1482.5318177681331,1466.0997058563414,1455.1336993912275,1443.255281030555,1419.8004458839368,1404.8190972904977,1397.0686988366758,1392.5620955330774,1383.4469350006366,1366.8023158107555,1365.2963888994852,1364.5271031439495,1364.5271031439495
35,1490.801,1466.7028192736343,1437.8848655139043,1421.947553106641,1411.3117050131657,1399.790915409696,1377.0422108226614,1362.511885106627,1354.994863250045,1350.6239148260458,1341.783114351429,1325.6390220949108,1324.1783575223642,1323.4321951105178,1323.4321951105178
36,1626.059,1599.7742872060264,1568.3415131147483,1550.9580553336082,1539.3569840857463,1526.7906612267857,1501.9775754097145,1486.1285741429772,1477.9295405242794,1473.1618338914375,1463.5185250730333,1445.9073893086581,1444.3139678029925,1443.49999,1443.49999
37,1544.837,1519.8652151228366,1490.0025158857404,1473.4873661279923,1462.4657862233285,1450.527170509425,1426.9535364741598,1411.8962113771313,1404.1066570834155,1399.577091435419,1390.4154734728636,1373.6842173052557,1372.1704031795753,1371.3970917288514,1371.3970917288514
38,1547.209,1522.198856329078,1492.2902854361623,1475.7497669982588,1464.7112420229305,1452.7542713464295,1429.1443941502016,1414.0638347000029,1406.262233029821,1401.7256683874011,1392.5498809531623,1375.7924827183642,1374.2763077237166,1373.5017902550449,1373.5017902550449
39,1678.478,1651.3459345011045,1618.8999061653922,1600.9560822413039,1588.9811108531185,1576.0097779929324,1550.396825257057,1534.0369702131022,1525.5742753486754,1520.653277764381,1510.69999,1492.5241800084675,1490.880182666258,1490.040368881908,1490.040368881908
40,1457.454,1433.8957843586254,1405.7229821606934,1390.1431268751646,1379.7455854919601,1368.482930589738,1346.2512118824939,1332.056888014835,1324.7405965948237,1326.1156948915734,1321.4023564788906,1305.5020998667326,1304.063563133289,1303.3287061192166,1303.3287061192166
41,1392.198,1369.6994601802803,1342.79999,1327.9282126400697,1318.0031636905528,1307.2523143227756,1286.0636788940194,1272.7645108844538,1266.952753748591,1286.0535208111273,1414.083735745886,1397.0697329606933,1395.532635400685,1394.7474299227672,1394.7474299227672
42,1319.566,1298.236587073378,1272.7303141303016,1258.6251678663164,1249.2119568300682,1239.015532164301,1218.893352803747,1206.1309554794072,1199.8385694063122,1211.4174702362996,1345.6103453905077,1329.4250951512252,1327.9683780168025,1327.2242337910322,1327.2242337910322
