,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.35,1.72,0.0,1258.32,22510.0,11563.9,322844.0,0.49,0.09,0.006442857142857144,26.765714285714285
