,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,3444.936,3310.5721785861724,3333.0393868183755,3311.018058769998,3292.41170103698,3284.7072589161307,3282.2482218892706,3294.387916944518,3289.382071008533,3292.7139658530086,3307.2852428074425,3319.0986698292736,3329.2226786709384,3329.2226786709384
1,3035.776,2918.737172452765,2871.558971201394,3025.6567960078137,3103.3415188724566,3173.475946642492,3249.049209064954,3342.6526394080147,3341.793341397601,3334.47784980351,3337.617403025994,3340.2583282520914,3342.663662917712,3342.663662917712
2,2805.33,2699.9692161051,2966.983255814951,3026.478126514,3108.9226454345676,3263.2047109398836,3298.1731349836505,3321.222849371251,3319.164123125943,3310.673970868519,3309.383152671491,3308.4545137118034,3307.6492076008813,3307.6492076008813
3,2789.837,2705.85225637589,3202.44633119712,3185.441038459184,3211.9250498963356,3249.0415321242913,3301.246717818532,3292.153005205813,3289.7080486172404,3288.469906184396,3286.7931101230574,3285.567091372016,3284.4911450142445,3284.4911450142445
4,2589.684,2876.8057341398885,2827.820246973732,3046.7205161159873,3258.3608925987055,3277.8825818127343,3282.473038090296,3267.4160053666146,3264.0772976297308,3330.397275289074,3327.8763367504653,3326.033108471357,3324.415502907198,3324.415502907198
5,2428.626,3501.5189534639403,3376.866292565222,3306.220151631279,3296.366149745073,3301.543763224462,3287.8581818620064,3273.5086950075624,3269.3651854357227,3286.938523386822,3284.0296270870554,3281.8994994469613,3280.0329608984484,3280.0329608984484
6,2721.558,2755.9754724860168,3249.515581802632,3206.5601731298866,3226.792717555856,3344.0020486442045,3328.195625928561,3316.851539626859,3313.981970029443,3311.8806997086076,3310.1714012163357,3308.709011786867,3307.6128594760985,3307.6128594760985
7,2867.531,2797.933351228228,3125.1775380219674,3257.113165193295,3376.2056403404617,3341.86712622211,3327.7175828254276,3318.3908105836213,3317.1088611567966,3311.6247724672817,3311.336983396685,3310.5491035144905,3313.067323950377,3313.067323950377
8,2731.989,2880.9860825136548,3002.867295189626,3412.8514270376263,3368.3910947752242,3326.806039614268,3314.1724392741226,3305.5942111764634,3307.4931267960837,3303.4147613414257,3305.3094951523904,3308.2549145528865,3328.5527726114674,3328.5527726114674
9,2707.239,3381.4953607404696,3297.3080917649913,3291.3719408396473,3305.2117341427597,3284.9767879601554,3275.530528977011,3278.6314150148764,3282.5409258891973,3279.813599614968,3283.0855591447507,3308.47766724751,3341.8717889176505,3341.8717889176505
10,2931.65,3108.7556738924827,3360.1468416316748,3303.5409131995816,3341.011516971284,3324.5496209113307,3326.4479909125307,3382.984721185654,3366.4090917640915,3356.3616118077953,3344.9999900000003,3384.40001,3377.590628311409,3377.590628311409
11,3151.584,3205.0483261088743,3332.379305819912,3370.8966554171607,3331.748391245639,3313.9408111857692,3320.9132923753386,3406.647444571166,3389.94235128105,3379.8141696307666,3368.42446887175,3363.477689326483,3356.3323888672494,3356.3323888672494
12,3163.345,3218.791043862199,3329.83669816467,3461.315726302364,3410.2320082272713,3368.1061097828247,3345.0596488894057,3321.4530657552828,3331.0335757477624,3332.118310948934,3344.7529078557886,3392.4601391208353,3385.086495072931,3385.086495072931
13,3578.026,3451.2721018966035,3358.0851723413916,3322.0284540795583,3316.0370413383557,3314.135638371523,3307.321040996226,3305.032572407498,3315.607075987314,3315.9982714066837,3364.0157009707973,3365.794975793699,3358.6028279518755,3358.6028279518755
14,3698.363,3550.827919245549,3426.2802864511495,3360.285129793988,3344.9999900000003,3383.828278479949,3360.8850682482025,3334.7065250069,3345.0000099999997,3335.5916793989336,3455.474302386751,3447.154106661142,3439.700759885569,3439.700759885569
15,3654.524,3508.884493074492,3385.80861489725,3316.148976009929,3327.245135002668,3384.40001,3361.0566601979453,3335.7924134888754,3343.6662627962805,3350.069385706786,3348.252192545936,3342.42503771009,3406.6053964846983,3406.6053964846983
16,3809.271,3654.6362581021513,3524.0402057037427,3449.382341978987,3400.321292699176,3359.113357485495,3337.1963495042282,3355.065241668955,3338.8873770871705,3370.8921938201347,3364.0403082895905,3359.064588019046,3374.3204122503716,3374.3204122503716
17,3750.978,3598.244618325256,3469.2786217879147,3396.1920047864583,3347.296479648085,3309.510354536408,3348.996233322909,3326.969132385224,3341.5290432625898,3388.29928281687,3377.0231186157507,3373.3972500487694,3371.7600843452024,3371.7600843452024
18,3689.196,3540.353194164541,3417.7711467277377,3351.4535746266934,3321.5456790323547,3322.026230952672,3369.7736041726284,3342.376755768787,3403.5552313190547,3393.7417405106203,3382.3136185419366,3379.6792997674693,3375.0165079237913,3375.0165079237913
19,3576.955,3436.2283862150475,3390.9594210041514,3325.554286343208,3358.684433411024,3325.351412076095,3365.504975941425,3337.7759327310387,3419.6539168080203,3409.4833599472104,3397.9924358610015,3389.597444102165,3382.2251971427095,3382.2251971427095
20,3391.548,3268.7058673483198,3694.9765347989596,3616.4265641540906,3562.9778499291724,3519.1625497765153,3495.140634881565,3465.5494470482668,3449.2372535483664,3439.041898238537,3427.5956980736973,3419.134077822906,3411.7080793798145,3411.7080793798145
21,3487.978,3399.81882122854,3439.376440388783,3367.83858111495,3318.4955734675345,3336.4707832170006,3326.8393370736953,3330.6937353071144,3382.2431278511685,3372.4836165278602,3366.5114524839664,3361.345993419451,3355.986367994583,3355.986367994583
22,3277.532,3844.063712581913,3707.3156084787697,3628.2385436702134,3574.4895169553315,3530.3153077759334,3505.982436781276,3476.1678007873975,3460.279759136466,3450.0408107700728,3438.4714105916105,3429.9524740821953,3422.469094452026,3422.469094452026
23,3363.648,3560.906217791675,3434.669786586353,3364.527029246389,3368.503739233297,3331.358134751723,3330.3051351608706,3348.5072962566155,3338.7287063230797,3360.6075979610796,3363.2030979465467,3364.916065177937,3363.139078210313,3363.139078210313
24,3580.462,3455.4577118953002,3365.8327785554006,3335.2854748281966,3416.9981517246856,3376.71661981936,3355.0021613247854,3366.87934023739,3362.6794744136787,3362.2270977560506,3367.5126816305233,3373.6150090574743,3372.87798380552,3372.87798380552
