,0,1
0,14.0,14.0
1,14.0,14.0
2,14.0,14.0
3,14.8,14.0
4,14.0,14.3
5,14.0,14.3
6,14.0,14.4
7,14.0,14.3
8,15.4,14.1
9,14.0,14.3
10,17.0,14.5
11,14.0,15.8
12,14.0,15.4
13,15.8,15.4
14,27.5,14.8
15,14.8,14.6
16,17.8,14.8
17,14.0,18.9
18,14.0,17.8
19,22.1,14.6
20,20.3,16.3
21,15.8,14.6
22,14.8,14.6
23,15.4,17.8
24,17.0,17.0
25,14.6,22.1
26,14.0,14.5
27,15.8,14.3
28,15.4,16.3
29,16.3,14.6
30,15.8,15.1
31,20.3,20.3
32,61.6,27.5
33,36.3,24.5
34,20.3,17.0
35,31.3,24.5
36,36.3,24.5
37,15.8,31.3
38,17.0,15.8
39,14.0,16.3
40,36.3,17.8
41,17.8,14.6
42,17.0,17.0
43,14.3,17.8
44,14.3,17.8
45,15.8,14.8
46,27.5,15.1
47,230.4,20.3
