,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.27,0.0,0.0,0.0,65053096.0,1722655.0,1059719213.7,0.0
1,1.25,0.02,0.02,401750.63,65053096.0,1690475.12,1033974880.32,0.0136
2,1.23,0.04,0.04,792055.32,65053096.0,1661965.8,1015946275.39,0.0122
3,1.2,0.06,0.06,1402657.82,65053096.0,1624156.51,997277728.21,0.0155
4,1.18,0.07,0.07,1653806.23,65053096.0,1601565.98,989539842.43,0.0096
5,1.17,0.08,0.07,1753861.18,65053096.0,1590388.66,986594688.74,0.0056
6,1.16,0.09,0.07,1944983.13,65053096.0,1571408.72,981839485.12,0.0091
7,1.15,0.1,0.08,2065450.8,65053096.0,1555765.24,978735723.23,0.0076
8,1.13,0.11,0.08,2156927.11,65053096.0,1535832.06,975319180.93,0.0096
9,1.12,0.12,0.08,2203442.38,65053096.0,1522064.89,973436885.62,0.007
10,1.12,0.12,0.08,2265167.53,65053096.0,1516126.67,972652365.8,0.0036
11,1.12,0.12,0.08,2293855.25,65053096.0,1511582.9,972177309.24,0.0029
12,1.1,0.13,0.08,2380132.7,65053096.0,1496534.18,970914634.08,0.0069
13,1.1,0.13,0.08,2415842.05,65053096.0,1490557.28,970424407.64,0.0036
14,1.09,0.14,0.08,2463224.24,65053096.0,1483581.36,969887584.0,0.0042
15,1.08,0.15,0.09,2479966.63,65053096.0,1470278.46,969383814.4,0.0055
16,1.08,0.15,0.09,2494468.25,65053096.0,1462942.4,969016221.9,0.0042
17,1.08,0.15,0.09,2504442.47,65053096.0,1460018.39,968907837.11,0.0022
18,1.07,0.15,0.09,2533731.97,65053096.0,1455740.91,968824061.87,0.0029
19,1.07,0.16,0.09,2545516.65,65053096.0,1454285.43,968792924.24,0.0016
20,1.07,0.16,0.09,2552880.03,65053096.0,1452831.4,968770607.32,0.0016
21,1.07,0.16,0.09,2552880.03,65053096.0,1452831.4,968770607.32,0.0009
