,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.28,0.0,0.0,0.0,64262463.0,1716306.0,1049472024.4,0.0
1,1.26,0.02,0.03,659294.3,64262463.0,1683988.04,1021370988.51,0.0134
2,1.24,0.03,0.04,1022906.58,64262463.0,1660564.88,1006828211.28,0.0102
3,1.23,0.04,0.04,1190222.01,64262463.0,1645679.52,1002485124.85,0.0067
4,1.21,0.05,0.05,1364703.55,64262463.0,1626039.72,994782704.23,0.0086
5,1.2,0.07,0.06,1594103.15,64262463.0,1601817.71,987065438.08,0.0103
6,1.18,0.08,0.07,1754073.05,64262463.0,1573229.0,981007133.16,0.0124
7,1.16,0.09,0.07,1854167.96,64262463.0,1559126.6,977444894.29,0.0068
8,1.16,0.1,0.07,2021607.4,64262463.0,1551330.76,972189974.72,0.0135
9,1.17,0.09,0.07,2048676.43,64262463.0,1561168.28,971903641.44,0.0022
10,1.17,0.09,0.07,2059856.29,64262463.0,1566479.25,971860101.36,0.0015
11,1.17,0.09,0.07,2059856.29,64262463.0,1566479.25,971860101.36,0.0008
