,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,step_size,objective
0,2.16,0.0,0.0,0,667180,29979,10785508.1,,,10785510.26
1,2.15,0.0,0.08,0,667180,29927,9916936.6,,,9916938.75
2,2.06,0.04,0.1,0,667180,28650,9656098.7,,,9656100.76
3,1.72,0.2,0.12,0,667180,23949,9461673.8,,,9461675.520000001
4,1.86,0.14,0.12,0,667180,25830,9439813.8,,,9439815.66
5,1.76,0.18,0.13,0,667180,24507,9398096.8,,,9398098.56
