,0,1,2,3,4,5,6,7
0,31.3,24.5,24.5,24.5,24.5,22.1,22.1,22.1
1,20.3,18.9,17.8,18.9,22.1,22.1,22.1,22.1
2,17.8,17.8,17.0,17.0,20.3,20.3,22.1,22.1
3,15.4,18.9,17.8,17.8,17.8,17.8,17.8,17.8
4,14.8,61.6,61.6,61.6,50.9,50.9,50.9,50.9
5,14.6,18.9,17.8,17.8,17.0,17.8,17.8,17.8
6,15.4,31.3,31.3,27.5,50.9,50.9,61.6,61.6
7,14.5,15.8,17.0,16.3,20.3,18.9,27.5,27.5
8,16.3,15.8,20.3,20.3,18.9,17.8,20.3,20.3
9,15.8,15.4,50.9,61.6,50.9,50.9,50.9,50.9
10,15.4,14.8,17.8,42.7,36.3,50.9,50.9,50.9
11,17.0,16.3,16.3,20.3,18.9,27.5,27.5,27.5
12,20.3,20.3,18.9,17.8,17.8,20.3,20.3,20.3
13,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
14,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
15,75.2,61.6,50.9,50.9,42.7,42.7,36.3,36.3
16,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3
17,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3
18,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
19,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
20,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3
21,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
22,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
23,50.9,36.3,36.3,31.3,31.3,27.5,27.5,27.5
24,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3
25,36.3,31.3,31.3,31.3,24.5,24.5,24.5,24.5
26,36.3,31.3,31.3,31.3,27.5,42.7,42.7,42.7
27,18.9,17.8,17.0,17.0,17.0,18.9,20.3,20.3
28,27.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3
29,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3
30,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
31,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
32,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
33,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
34,36.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1
35,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3
36,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
37,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5
38,144.6,115.5,115.5,92.8,92.8,75.2,75.2,75.2
39,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6
40,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
41,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5
42,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5
43,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
44,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3
45,24.5,22.1,22.1,24.5,50.9,50.9,50.9,50.9
46,17.8,17.0,17.0,17.0,31.3,36.3,50.9,50.9
47,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0
