,PAR,algorithm,cost_reduction,demand_reduction,id,init_PAR,init_max_demand,max_demand,no_dependent_tasks,no_fixed_tasks_min,no_fully_flexible_tasks_min,no_households,no_semi_flexible_tasks_min,penalty_weight,pricing_time,rescheduling_time,total_demand
0,1.31,minizinc_fw,0.07,0.27,0,1.79,117551.0,85891.13,1,0,10,100,0,1,0.02051,156.971,3145001.0
