,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,3342.398,3304.7608519163546,3271.8616413983514,3231.436418169005,3208.9338918757667,3186.5403119913512,3162.5424689656293,3149.9127434730567,3159.4516125872515,3129.9999989999997,3128.6600266383452,3189.884297983645,3173.7952505239496,3168.121876863944,3162.8954389558144,3166.520105634235,3167.348773916469,3176.33224438641,3451.216871848195,3437.4327058486256,3430.561281867634,3420.2798922693173,3406.6193565879707,3386.230821282983,3382.8446034617,3376.10250698938,3369.3709994129076,3355.9155354389577,3342.8384333049544,3336.1569608457776,3332.833874884932,3327.544511140037,3324.220017628897,3320.901646611268,3314.267356122692,3307.646187650803,3304.3392484631518,3301.7217382146887,3298.4289884764744,3295.3793280925097,3294.3303077644173,3295.30520402567,3295.30520402567
1,3202.358,3166.299096754317,3134.779514075054,3096.049585034336,3090.589107225344,3069.0303510214776,3046.137719803223,3034.3039224197287,3465.9068735634614,3433.5777689520232,3419.865715105623,3395.067311677592,3377.852024186193,3352.38000260589,3328.9976741490514,3321.9012930476115,3315.0848463073703,3308.538037656602,3346.304368289054,3332.9516006666377,3326.291569146905,3316.323473184148,3303.9713189706454,3284.20448382676,3284.2137623429335,3284.19969785401,3284.167748441,3281.980105647348,3292.625731472335,3291.513696305122,3293.1870856088167,3310.3965623946847,3307.09034383229,3304.0236234884574,3297.424897255104,3300.5360810904913,3297.236574009401,3317.8781014353913,3314.571684333956,3307.955220851972,3304.6600396311205,3301.299785676293,3301.299785676293
2,3049.974,3015.6326908924925,2985.619879364606,2948.994376687877,3175.645736912101,3153.484657680007,3129.7428330845414,3117.273089961861,3392.905758387773,3361.2571360296038,3347.8366390150177,3323.5384507117506,3306.6844365698903,3281.719032783311,3258.8604039206025,3251.9239677435016,3245.268648917752,3241.464392699566,3249.4580259664303,3262.980577124187,3259.2053945055163,3268.533618875703,3342.2441024905997,3322.2453730580132,3318.960451684955,3312.362199558037,3305.7676500831203,3292.5666175411434,3311.2335033969193,3304.615806893629,3301.3676050867352,3301.939509781167,3298.640869271386,3339.8999124021143,3333.2274364842224,3326.5709035426903,3323.255952639148,3328.0098806865085,3324.6926428058223,3318.0485172448534,3314.7329227276086,3311.279057074022,3311.279057074022
3,2803.163,2771.611131696523,2744.2033117963733,2783.267183731108,3495.219266964479,3470.8260443850936,3444.671537938492,3430.913585920804,3404.0712696797564,3372.3186068210675,3358.854533342509,3334.476980547492,3317.5685403088273,3292.518461028039,3269.580589213603,3262.622562056297,3255.9450440637374,3252.0658185586544,3260.22753538634,3269.837394437887,3266.034809892406,3273.5194997805515,3377.297033693774,3357.1001885413943,3353.744632352853,3347.0428736437793,3340.3541319403653,3327.018395694978,3315.1285956818997,3308.5291798491317,3305.2218666692825,3299.5819123238102,3296.284577411486,3358.355176834075,3351.6448093425834,3344.9461587247074,3342.029049565983,3339.830775516417,3336.4988777409003,3329.830643770297,3326.5020981265266,3323.0174935157006,3323.0174935157006
4,2485.884,3702.206883,3665.35096999144,3620.062553796495,3594.7980106579867,3569.712455640774,3542.812678092682,3528.6626940526958,3501.034715523313,3468.377013201856,3454.5244972472838,3429.4451444170722,3412.0508590282366,3386.2831871097246,3362.6504775068215,3355.4626676824732,3348.568141025953,3341.8858215750424,3317.6544508680463,3304.4156957539644,3297.812051836152,3303.903812856418,3298.0482842210163,3311.7571383761638,3308.469231237788,3301.8879970385433,3295.3110871444633,3311.9602402443875,3298.73390332997,3318.478980046213,3315.161237066167,3308.5806045542718,3305.2740229497176,3308.4807699267676,3301.9241683276846,3295.3250092211974,3338.8950552119763,3335.624861156764,3332.2969662956075,3325.6370879679826,3322.3128638800144,3318.8310662443128,3318.8310662443128
5,2505.654,2943.524341405854,2914.223523524548,2923.321836189371,2912.67367244122,3574.152561828779,3547.2192878660317,3533.0516838389685,3505.3893021170975,3472.7102610756647,3458.8403782016967,3433.729779613498,3416.313762215755,3390.513918867502,3366.8519061688526,3359.655742679089,3352.752741111253,3346.0515998757714,3321.5454921726127,3308.2811912439824,3337.0503131046853,3327.0497603884573,3313.7648892679767,3293.9353217163884,3293.792745394672,3293.4631567806277,3293.107486391223,3309.3190588124276,3296.1037540616953,3326.5223896273264,3323.1969812376988,3316.556361246205,3313.241112884959,3310.389628772074,3305.0840776171585,3298.479143581002,3357.8507444374213,3354.4941196929835,3351.1441595732904,3344.459965023304,3341.1500410582803,3337.6491664928026,3337.6491664928026
6,2607.443,2654.618205118502,2826.7084166631685,2939.7581703768888,2929.045622698879,3187.3006128336297,3163.5170038331994,3150.885071514156,3126.2404816856583,3364.4966574227274,3351.0607015302185,3326.73647876116,3309.864544821343,3284.870192824588,3261.954244030778,3255.005201038929,3248.3279242214735,3241.862342780955,3218.2188870746736,3213.117545917975,3380.4086054526847,3370.2780659329173,3356.818599701279,3336.729152344964,3333.412504192619,3326.776908641738,3320.1478410163627,3306.8888946538123,3293.6822575474075,3321.9095203405705,3318.5882978202294,3311.9573643498866,3308.646113985537,3305.344455871552,3308.941339618265,3302.328355085368,3305.320152730282,3302.016510577552,3298.7188090669747,3305.2065339636497,3302.6598754296856,3299.199999,3299.199999
7,2712.069,2686.843522362845,2827.214230317616,2939.9727473045996,2929.2708037333377,2949.1185803466024,3122.620109275525,3110.1570669884463,3085.853213657405,3584.0092764532374,3569.6947410526413,3543.779125492865,3525.804812442997,3499.177411622127,3474.7566278240947,3467.3279925538177,3460.2027315394994,3453.2859202121517,3427.9911058821817,3414.299727648784,3407.474590469214,3397.26258651317,3383.694025977103,3363.4455840136166,3360.0824554296028,3353.366284284199,3346.6635387649153,3333.2978099186407,3321.2639445269074,3315.536909587798,3312.2220806782107,3305.603213605935,3302.2998373923288,3298.9983335549364,3340.2784644971607,3333.7025691606304,3330.8210135914696,3327.4924885778782,3324.1694820893003,3317.5282414066037,3319.9738931651973,3316.4968995461154,3316.4968995461154
8,2687.29,2658.262656812733,3602.7666661589287,3558.2516291928146,3533.4185783228945,3508.7618252102484,3482.321443446511,3468.4130975856424,3441.258156978261,3409.1693122827464,3395.5533639845094,3370.90317402407,3353.810910510995,3328.50519569407,3305.2817505996763,3298.217268840179,3291.452145394362,3287.1351027047185,3291.10254679066,3301.4407204138843,3294.8415462107764,3299.3165945389583,3286.1486285779324,3327.116649205125,3323.8724755559206,3317.376566184284,3310.761430274482,3297.5397096697066,3339.402552212493,3332.7406077466203,3329.5196901388736,3322.9326299362856,3319.6400313063496,3316.3214872750436,3317.049809956981,3312.363578624877,3309.058104046252,3305.7519959422057,3302.4501409462637,3295.8491048335122,3325.1450017286784,3321.6632049969085,3321.6632049969085
9,2708.974,2678.827470796729,2899.5312374249193,3069.38183384221,3047.9769463301673,3026.71726383455,3003.9225881647426,2991.9637630058282,3272.611568293958,3242.085783630407,3229.13854155115,3205.704050088227,3189.4653319018107,3213.452605568118,3235.4117789284924,3228.519632684405,3221.895233848076,3217.693481307613,3221.6087466747063,3235.474663471749,3229.009384401469,3231.2017733969456,3231.3998609243336,3254.7449469199387,3254.389747973019,3253.6017866548204,3252.1224191352976,3249.099176104246,3298.298930238183,3295.9191888436367,3300.507862654793,3294.892508011346,3303.0807235033344,3299.779311779831,3294.144501970583,3337.522952891144,3334.1862829382526,3330.8553656553145,3327.5273292896595,3320.8768475354095,3324.4250936878743,3320.9435883317874,3320.9435883317874
10,2847.675,2815.9076385605103,2788.0114851233984,3722.2,3696.222636053199,3670.426569037682,3642.7678078928525,3628.2185787006997,3599.811070211365,3566.2318559428013,3551.9883156428086,3526.2012324930856,3508.3160606918204,3481.820797972423,3457.521076797577,3450.129278606267,3443.0393278074516,3436.1567141801647,3410.9869610138726,3397.364795454378,3390.573529195265,3380.4120638507225,3367.245761514931,3347.0935123754552,3344.14019086308,3338.1917122085447,3331.53949255784,3318.596633063514,3312.644725835706,3306.025001901761,3307.0451968998586,3307.942919420256,3304.643231500836,3301.340729269335,3294.798274674526,3364.2832202724517,3360.919628052179,3357.562717424127,3354.207676706703,3347.504546594966,3345.1688030483715,3341.6651712805688,3341.6651712805688
11,3207.994,3171.8706864111077,3140.294761838847,3101.637259552642,3080.0028355885865,3058.5893080190694,3037.1396561392207,3082.004627947693,3057.9450303271788,3115.8790148527537,3135.891986307437,3114.451757913173,3153.6792904086346,3145.539051818407,3284.912808412402,3277.9150694191017,3271.183582373839,3264.6866532986737,3241.042711868125,3236.386706851095,3236.8094099800996,3240.1894084971827,3236.8541379402022,3251.9006389524716,3251.995560313519,3251.3734963804527,3249.060960234188,3287.5347336169125,3288.752210943847,3287.43592699317,3295.192060066177,3354.3110476651045,3350.95760761744,3347.6087750098222,3340.9199375515777,3338.044997865412,3334.7075638675465,3331.3782413036793,3328.0490820623754,3321.554678724333,3318.3298020456086,3314.854024736574,3314.854024736574
12,3168.449,3132.772775268936,3101.5876778599322,3063.3603321228793,3042.217029321878,3021.3149659567353,3000.858293957029,3430.8157149342082,3403.955272153738,3372.209334795344,3358.8911713573484,3334.5258831663714,3317.679302499122,3292.6330312981313,3352.2733374801123,3345.107650874617,3338.234697482773,3331.5975203365047,3307.346791871995,3294.141884579833,3296.198719878558,3300.8363100354927,3288.648553672209,3309.4977744575967,3307.128732683139,3301.5904957215057,3295.0052529985583,3354.8823374760655,3341.511465156588,3334.83312106874,3331.969265947672,3342.381020934042,3339.039539913108,3335.702089373195,3329.0383307405386,3322.685897884388,3319.3667009865035,3316.0547202855173,3312.7402545652317,3308.9893144643556,3305.6828571498913,3302.2201792521496,3302.2201792521496
13,3224.362,3188.061907044318,3156.337439933238,3117.3742092185944,3095.669506723724,3074.0893988637863,3053.2353804623344,3175.669894050432,3150.8286573203104,3121.4538971119896,3144.9151443115184,3123.350429214476,3211.200040249875,3248.572792875249,3238.717049996422,3231.811622579867,3229.1754128555917,3227.9084458302937,3258.4218921868683,3256.3998042788567,3256.926625128103,3264.9899315680523,3263.9720279701924,3290.2615213529084,3290.7169068315557,3290.7725711717994,3289.720488334027,3345.802968522253,3332.4441475864437,3325.7855882364183,3322.466803648182,3318.581219804689,3315.263638584885,3311.9494069463,3305.3325622098146,3298.7288246059575,3305.7083437813517,3302.4093684375703,3299.1107450691325,3348.634379374739,3345.2882189953643,3341.78326992471,3341.78326992471
14,3565.703,3525.551236083715,3490.4539611569517,3447.326602670881,3423.2679317477073,3399.378067425628,3373.7685333224567,3362.1736260509556,3335.85822607056,3304.7458315780686,3291.563106825531,3267.8783551445845,3284.6011809435654,3260.738355291307,3239.113387251466,3232.2031274751207,3259.12394147163,3257.858932409629,3305.430539910045,3292.230749943343,3289.609815566206,3304.6175623625427,3291.4463853508146,3317.3635305462726,3314.2463230157264,3307.8615503530177,3301.255953702862,3289.5874272706506,3289.0566264266668,3337.82269194344,3334.4857502514965,3328.0638173237444,3324.736628506421,3321.413077877914,3314.9160138792363,3308.291729650492,3304.9967359208413,3301.6975481849204,3298.4365576367354,3361.05754636402,3357.699461817656,3354.180845806059,3354.180845806059
15,3583.828,3543.472397616448,3508.1968049759234,3464.8506762737074,3440.6695437103253,3416.6572209698415,3390.9112315843663,3377.3956728989538,3350.9552338031995,3319.6997376379527,3306.4414227409275,3282.43869227767,3265.8504640029482,3241.445406915542,3218.8884442281155,3212.0172436398852,3426.1,3419.251330048,3394.205709075494,3380.64938967217,3373.8944360592154,3363.787315612935,3350.4108757392046,3330.3607183869995,3327.068887668612,3320.4660969401625,3313.8346701183796,3300.601501740205,3288.414775064284,3366.8447449119303,3363.4796691670185,3356.7616745063538,3353.4090468318473,3350.0680107850153,3344.6932514874557,3338.0111477077326,3334.6742685600243,3331.3445252914644,3336.900080766173,3333.386216415721,3330.0568771993053,3326.569774338059,3326.569774338059
16,3609.67,3569.023289890461,3533.4935739794764,3489.8347346873597,3465.4795096891044,3441.2942606576926,3415.362406106816,3401.721746531103,3375.0882836736037,3343.6090910986622,3330.2557534407733,3306.0806850007166,3289.312742853947,3264.5142166225833,3241.744017828896,3234.8214659560717,3289.9415283118824,3283.413123090787,3259.789629607482,3307.041657951964,3300.431627304718,3290.541348298627,3294.1440902867707,3291.7616627660714,3292.7249181033058,3294.553625456017,3296.3085363107302,3297.5484886862087,3311.7169563105867,3305.1210959779214,3301.818045881944,3295.222269328226,3298.7146920588975,3307.0194113668385,3309.626234480516,3303.0144035807893,3299.7123081772083,3296.4163388690317,3354.523911530163,3348.092029257014,3344.748471227757,3343.06946982394,3343.06946982394
17,3705.162,3663.4398511093113,3626.9698685471353,3582.155768817211,3557.1558552258684,3532.3304169056023,3505.7123645183538,3491.710699069288,3464.3723218300984,3432.0566267717554,3418.3490467777024,3393.5326436423807,3376.320691895321,3350.823274942592,3327.438501922868,3320.325095007679,3313.5156664474025,3306.8954888591743,3282.6886080505155,3413.511140210136,3406.687671370856,3396.47803480314,3382.9126716738047,3362.66861885048,3359.326799231629,3352.6268832669653,3345.930003615315,3332.5684067065645,3319.2792953664443,3312.6449256200062,3309.3341296943863,3302.7251016021273,3299.423856500525,3296.1474106440246,3373.5786528341473,3366.8408980911317,3363.475534193041,3360.115344658848,3365.933160314189,3359.2081341887215,3355.8540510545326,3366.726505480762,3366.726505480762
18,3677.898,3636.4828587312086,3600.281256167582,3555.796866700423,3530.980877913418,3506.3380807798494,3479.915918101673,3466.0171919006625,3438.8797966935626,3406.8018971603483,3393.195268531441,3368.561305147048,3351.476441132409,3326.166674355514,3302.9539806134057,3295.907989001,3289.1376855136386,3282.6055918232964,3259.0212689844425,3426.066978432781,3419.218370492894,3408.971119467358,3395.355878877934,3375.034839502421,3371.660833662919,3364.9223749104262,3358.1969485559803,3344.7867288624534,3331.430584866526,3324.772454427378,3321.4489939729506,3314.8183649579987,3311.5041135930405,3308.1946264794474,3324.1974398171146,3317.560051291921,3314.244920240629,3310.9332803203883,3307.6425500400683,3301.033255240538,3297.7361509852976,3362.363928998508,3362.363928998508
19,3537.57,3497.7358849249013,3462.9168093165044,3420.1301150150484,3396.2621077514514,3372.5606761450917,3347.1488256325874,3333.7813902008547,3307.6815096996834,3276.8292811778097,3263.7475310386712,3255.529179119044,3239.0250130150966,3214.599999,3346.3388312915818,3340.1890918881422,3333.3257795785717,3326.667726711194,3302.3260129612845,3291.015868271225,3289.035375276551,3303.49384503716,3290.3547347545364,3315.3854784439677,3312.0915319655237,3305.4811817301243,3298.8758976608456,3380.1833671807626,3366.68688731088,3359.9578917171457,3356.5986108254288,3349.8996067813887,3346.550127174607,3343.2047660474327,3340.2337467681036,3333.564931350314,3330.2334324189637,3326.905825986545,3323.5810161605586,3316.9405640152536,3313.626425451238,3322.0842868750105,3322.0842868750105
