,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.27,0.0,0.0,0.0,160142363.0,4229710.0,2593072408.1,0.0,2593072408.1
1,1.25,0.01,0.01,145468.41,160142363.0,4182081.14,2555031792.59,0.0085,2555177261.0
2,1.24,0.02,0.03,251190.87,160142363.0,4140448.02,2523441683.76,0.008,2523692874.63
3,1.23,0.03,0.04,346144.5,160142363.0,4089289.39,2496285863.0,0.0093,2496632007.5
4,1.22,0.04,0.04,430102.08,160142363.0,4060750.1,2480917964.13,0.0058,2481348066.21
5,1.21,0.05,0.05,495721.74,160142363.0,4032409.98,2468650281.08,0.0058,2469146002.8199997
6,1.2,0.05,0.05,553194.2,160142363.0,4002023.47,2456566076.52,0.0058,2457119270.72
7,1.19,0.06,0.06,586991.17,160142363.0,3986039.37,2450240190.57,0.0037,2450827181.7400002
8,1.19,0.06,0.06,654438.95,160142363.0,3954830.27,2439316501.42,0.006,2439970940.37
9,1.17,0.07,0.06,709964.51,160142363.0,3917939.42,2429561928.75,0.0073,2430271893.26
10,1.17,0.08,0.06,728462.68,160142363.0,3902291.15,2425520761.86,0.0037,2426249224.54
11,1.16,0.08,0.07,784370.1,160142363.0,3873960.9,2419553048.19,0.0051,2420337418.29
12,1.16,0.09,0.07,806469.39,160142363.0,3854311.86,2415236191.87,0.0045,2416042661.2599998
13,1.15,0.1,0.07,828462.83,160142363.0,3825203.52,2410160201.79,0.0059,2410988664.62
14,1.14,0.1,0.07,843427.66,160142363.0,3798507.29,2406488181.95,0.0058,2407331609.6099997
15,1.14,0.1,0.07,853025.17,160142363.0,3790386.49,2405244700.94,0.0024,2406097726.11
16,1.13,0.11,0.07,867219.3,160142363.0,3782597.3,2404352392.74,0.0023,2405219612.04
17,1.13,0.11,0.07,876854.03,160142363.0,3775035.89,2403263443.89,0.0023,2404140297.92
18,1.12,0.11,0.07,924445.06,160142363.0,3747383.76,2400000443.15,0.0052,2400924888.21
19,1.12,0.12,0.07,934844.12,160142363.0,3732416.7,2398674543.83,0.0037,2399609387.95
20,1.12,0.12,0.08,950331.18,160142363.0,3724955.6,2397893564.59,0.0023,2398843895.77
21,1.11,0.12,0.08,955318.01,160142363.0,3713791.9,2396871123.23,0.003,2397826441.2400002
22,1.11,0.13,0.08,963817.23,160142363.0,3698959.0,2395882631.66,0.0038,2396846448.89
23,1.1,0.13,0.08,969289.94,160142363.0,3676820.66,2394271458.98,0.0052,2395240748.92
24,1.1,0.13,0.08,972870.0,160142363.0,3673143.84,2394015280.24,0.0016,2394988150.24
25,1.1,0.13,0.08,977332.11,160142363.0,3665801.22,2393644125.89,0.0023,2394621458.0
26,1.1,0.14,0.08,983836.55,160142363.0,3658473.29,2393155016.45,0.0023,2394138853.0
27,1.09,0.14,0.08,995010.55,160142363.0,3643861.33,2392539640.89,0.0037,2393534651.44
28,1.09,0.14,0.08,998549.57,160142363.0,3629307.73,2391728504.38,0.0037,2392727053.9500003
29,1.09,0.14,0.08,1006286.05,160142363.0,3622052.75,2391384666.61,0.0024,2392390952.6600003
30,1.08,0.14,0.08,1010835.56,160142363.0,3618430.7,2391189761.29,0.0016,2392200596.85
31,1.08,0.15,0.08,1013817.51,160142363.0,3611197.45,2390969461.16,0.0023,2391983278.67
32,1.08,0.15,0.08,1017652.78,160142363.0,3607586.26,2390809521.96,0.0016,2391827174.7400002
33,1.08,0.15,0.08,1023435.29,160142363.0,3603978.67,2390693887.28,0.0016,2391717322.57
34,1.08,0.15,0.08,1027800.36,160142363.0,3596774.32,2390500535.03,0.0024,2391528335.3900003
35,1.08,0.15,0.08,1033009.89,160142363.0,3589584.37,2390325972.46,0.0023,2391358982.35
36,1.07,0.15,0.08,1037889.8,160142363.0,3585994.79,2390216988.28,0.0017,2391254878.0800004
37,1.07,0.15,0.08,1041732.89,160142363.0,3582408.79,2390126194.41,0.0016,2391167927.2999997
38,1.07,0.15,0.08,1045941.92,160142363.0,3578826.39,2390047031.51,0.0016,2391092973.4300003
39,1.07,0.16,0.08,1049928.15,160142363.0,3571672.32,2389892709.09,0.0023,2390942637.2400002
40,1.07,0.16,0.08,1051917.79,160142363.0,3568100.65,2389802431.99,0.0016,2390854349.7799997
41,1.07,0.16,0.08,1055127.91,160142363.0,3564359.63,2389708368.74,0.0016,2390763496.6499996
42,1.07,0.16,0.08,1055127.91,160142363.0,3564359.63,2389708368.74,0.0009,2390763496.6499996
