,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,1.265,1.0303304545454544,0.9256460872727271,0.7897646701187877,0.7325700678835436,0.5878656569535966,0.5427364043973089,0.47605028728496696,0.4448188065847425,0.4043962011526072,0.3808956612935805,0.3563239915651897,0.3354323579542602,0.31164723308821696,0.29627795811038216,0.27938560962911,0.26335959730566316,0.2559596321670711,0.24357949049020663,0.2312622142080909,0.2255467012113511,0.2178549815541671,0.2095084673473379,0.20424929213507462,0.20130438267599904,0.19514908562364824,0.19145017659843042,0.1865403247347676,0.18498717492856223,0.18004770173606274,0.17402199348423084,0.17252396846517332,0.1685793532163066,0.16524827809233156,0.16356660513240132,0.15997924983557216,0.15920164169468815,0.15894554941362365,0.15588473447034115,0.15319921512876727,0.15169067839256217,0.1502778757184624,0.14939628684982414,0.14890832741103288,0.14632929912387474,0.14494822947610156,0.14400260597319847,0.1433190694895737,0.1430302265012077,0.14259956160555395,0.14231503566449205,0.14203221687907655,0.14193850958817553,0.1418449897118563,0.14179832329357303,0.14179832329357303
1,9.49,7.667274074675324,6.929061370909089,5.814677565058609,5.395703558875858,4.207694344213254,3.9447048707502677,3.495996005855038,3.2924947206765123,3.01689014031208,2.8646996832991554,2.6998965454560624,2.565141797592343,2.411142908202129,2.3183270821625515,2.2102864318223006,2.099265556739976,2.0483751718814007,1.9687941369798658,1.8895781061502193,1.8529025713059453,1.7787256699596448,1.7422375625566087,1.7056973045202743,1.6871282987267984,1.6443436648358989,1.6210984125889778,1.5902562989354112,1.5804894220122394,1.548618480200898,1.5115486974382966,1.5018486094885564,1.4778124208808303,1.463685286370162,1.4533279322291075,1.4387229125579737,1.4328390471310875,1.4309668730645346,1.406758132492064,1.3957736123822824,1.386291252428597,1.3765142482690935,1.3699267487846745,1.3667370678200483,1.3499185406950118,1.339121767407171,1.3329722355724665,1.3223776687188964,1.320152040801821,1.3155458322090405,1.3133642953110243,1.3115042415737903,1.310733062455722,1.30996342569589,1.3096617336520802,1.3096617336520802
2,7.387,6.404543598484848,5.832393753131313,4.948269578849487,4.613998172364199,3.646295824546099,3.460797280275532,3.149835789218181,3.0113736418038775,2.8050515421540747,2.702932818601159,2.589930773979237,2.500933287833663,2.3969076123381305,2.3306375800241947,2.259707689968829,2.1838943233224932,2.1489482727342875,2.095547109067081,2.042505318396301,2.018180840637691,1.9602462356865322,1.9361981557219459,1.911297710400006,1.8996514936477773,1.8713365144514609,1.8567865267687644,1.8367213192920284,1.8307685370227942,1.8101080333595563,1.786713966006901,1.780413737954357,1.764639870652018,1.7543601258492438,1.7481145755606915,1.73807595658961,1.7341438546343442,1.73288288239041,1.7157821733702971,1.7075857429461048,1.7018030044398653,1.6943888643748168,1.6899810552432326,1.6879338855204795,1.677153911145822,1.6705020328558093,1.6668342759775807,1.6577336405583392,1.6561058768102273,1.6526340836933715,1.6511300172864491,1.6500153692173627,1.6494911678440074,1.6489680148733987,1.6488080682404114,1.6488080682404114
3,2.229,1.9875990984848484,1.877941592242424,1.6668126711126,1.6413772296361395,1.4686760777027654,1.497357113179666,1.5533923320195995,1.5868077980955797,1.5652080194417741,1.5952889036149929,1.6204259856818812,1.648958882600096,1.6787415482226866,1.6635766814609476,1.6906484068848948,1.7078105728668613,1.7157682072987033,1.7341930336700366,1.7526125062572113,1.7614477766084435,1.74807929743501,1.754638270815239,1.7610263301990081,1.7669273157122063,1.7752885888361531,1.782778499401223,1.7919685763202318,1.795270215681518,1.8040414946920502,1.8165515265847878,1.819177259881264,1.826856327960653,1.8266369796397801,1.830632784860255,1.8331073696101867,1.834030390698674,1.8343683723104824,1.8327783597742064,1.83376502087632,1.837691871143895,1.8393711344112458,1.8406376089590786,1.841731155252883,1.8475509119310705,1.849788189619856,1.8521949957631105,1.8474800602668713,1.847711568000508,1.8470119486629397,1.8473393650662002,1.8480452109104348,1.8481241998536935,1.8482030308190653,1.8483434741701323,1.8483434741701323
4,5.51,4.672241527056276,4.32805787490909,3.8089658175232657,3.6442644148947196,3.1668057111734944,3.0877097093060697,2.966419641323169,2.908492295572488,2.8059792757491344,2.7656123020187513,2.7352444051562497,2.706505161849848,2.6775514958267133,2.6128012206111753,2.5948230847465035,2.562028946611653,2.5478413059320575,2.5313917537086223,2.5167538158659277,2.5094198330317754,2.4762909525293653,2.473248241407204,2.465580542143742,2.4639913139344327,2.4572640418281573,2.454146872537285,2.4534879124263544,2.45145490640717,2.4443396019891948,2.444350218263835,2.4426271930850763,2.439575864571071,2.4344390502414917,2.4343336057675256,2.429128665890239,2.4289264314233656,2.428797828872275,2.419647202421033,2.416933116562781,2.4185018741202855,2.413506531252621,2.4131175762930965,2.413237052880895,2.4123927369992533,2.4092974038322503,2.408052951572136,2.4013387046945702,2.401504560561641,2.3997530542910224,2.4000215240605143,2.4000487769507832,2.3999029254286275,2.399757365609516,2.399891314149602,2.399891314149602
5,5.422,4.707384669913419,4.348692988051948,3.8898740495034563,3.732379525525316,3.4137223186125416,3.3008653691023744,3.130082172744889,3.049480213703341,2.9149853927004648,2.880683477891304,2.8451852001635034,2.797448788494617,2.742157274862221,2.6650327339239066,2.656483150940965,2.6586470156186253,2.6462079894265322,2.632186869240689,2.6527370969819937,2.6323378163409665,2.601096155775695,2.593751024377145,2.5813763615992307,2.5763028670438435,2.558739143904841,2.545388872027608,2.535699621890723,2.535153889826517,2.5177963317966685,2.5356597583502163,2.532672081347046,2.5160986063888227,2.508361721378388,2.5031095613685648,2.492765628537533,2.4900346076617494,2.4890731914533246,2.478956204741049,2.4805886096261998,2.4749618481735793,2.468548728898305,2.4665619386032898,2.4655450133328936,2.453785343920985,2.4485862675099526,2.4470655562771912,2.441973799600422,2.4428207020409145,2.4457730907567226,2.448016600480581,2.4467627400551866,2.4470193018766637,2.4468597950189417,2.4470533395423173,2.4470533395423173
6,2.737,2.5829955588023084,2.450582863014911,2.230366459768023,2.212035899071257,2.1127248826164617,2.1152725143107673,2.0719898456249237,2.085868918945675,1.997611388574376,2.0297326673095677,2.0755100823687194,2.085507680123416,2.110015759296692,2.0939398749378895,2.1422608421097733,2.1973500861172854,2.201626124823252,2.2265003803272463,2.286574086648366,2.2853126524413514,2.272955596738465,2.2837840093785156,2.283672136982846,2.2841152718767166,2.2919773042574074,2.291808720447129,2.3004548705408485,2.3031772992495902,2.3037547998553185,2.3434973674843946,2.3433437759076745,2.341225929142244,2.3368913320546345,2.334602461388581,2.3321487415569484,2.331729123324932,2.3320589290538547,2.3406201653982923,2.348595544318578,2.348987602563956,2.348086339428922,2.3477327935192633,2.3485908305546235,2.3469625003776104,2.346213640742249,2.3457260094180743,2.3433706217819474,2.3450738355970433,2.3487019461108463,2.351532216035913,2.3511219542248787,2.3515812420624607,2.3521868145329234,2.3525462195367846,2.3525462195367846
7,8.22,6.920613273088022,6.4528750016815755,5.690993603416021,5.44828372789171,4.636344291970364,4.507246699920686,4.246437850605937,4.113050429942488,3.96983666932069,3.893424999879335,3.903557861350474,3.841526632457625,3.784463461723441,3.708944465817014,3.683516592809597,3.6435987942984323,3.6075470707968087,3.5936727745719503,3.5749834968460847,3.557978140138039,3.5232092633017404,3.5426362617860643,3.527208966623803,3.518650880656329,3.5070646529226073,3.494467884830764,3.487311427281178,3.4805705326205727,3.46755354824804,3.4554428300659077,3.451855469505334,3.4397947861066824,3.443069016564302,3.4361571801713153,3.428862533061915,3.426456998682488,3.426062109360197,3.411222219023956,3.407448943615209,3.403946220405281,3.4006635742417965,3.3980923250426645,3.397696313307301,3.3894399173607566,3.383898010323993,3.3813859874496264,3.3774595621412606,3.378460566989525,3.376471072245471,3.3771366321756346,3.3744942971145155,3.3742298085202864,3.3739967841379457,3.3737001410769634,3.3737001410769634
8,0.679,0.9429357016594517,1.1287137643482446,1.3866801314800232,1.5252633715622974,1.6745495543832447,1.800304964309724,2.038128294252638,2.1052788072101594,2.2176115568686745,2.2924018959736725,2.46081090348434,2.5344230502684013,2.630229787742379,2.6516080183418436,2.705173391537725,2.7724737776361144,2.783242773114932,2.8249213744782447,2.897414804443673,2.9186734542450994,2.912488106257437,2.9675323436432945,2.990970628715601,3.0060669921573626,3.0377409251946763,3.0498409052668616,3.079092537960749,3.082977582600409,3.105714320369095,3.1352252105079326,3.1420749473563223,3.1579019527301275,3.173502862036726,3.1800094221436104,3.1866933761423883,3.189202766884091,3.190567593390092,3.1921329255347017,3.199684878883983,3.2078496681103137,3.214286093802038,3.2190596798943374,3.2222919149064855,3.23456053008318,3.238703737931483,3.2437535157563833,3.239586211718389,3.2417494280977626,3.239693527795257,3.241373438706408,3.2418406542346756,3.2418614634023966,3.241913166186482,3.242159071678517,3.242159071678517
9,4.35,4.009466701659451,3.9517318433785467,3.8522584760579615,3.833339996278362,3.5727204415631393,3.5687747537263297,3.6010123205440054,3.5608362336053747,3.5217783621048406,3.5209066342487123,3.6180602553716223,3.625183086039333,3.697979432589958,3.720735177901043,3.7179645359618947,3.7600297889239527,3.751172206414042,3.7475319509721468,3.7977839254911783,3.8172888304973798,3.77719705999698,3.81095345522918,3.812814449255116,3.8305490377840687,3.836260550347388,3.8575271269079705,3.8948814653659265,3.901433836334937,3.896770123005367,3.9208779560940035,3.928250909823877,3.920326719033915,3.9095233362588164,3.9209017945947604,3.933545691705718,3.939118524990331,3.941189214937434,3.929774215741278,3.944335560080488,3.9428843839766623,3.9558695731146494,3.9647133839775073,3.9701133177862147,3.962244884845462,3.976259873356941,3.9837283703230435,3.973687945593843,3.977340841280254,3.97776038254482,3.9775664739197936,3.979250965003015,3.979831031471277,3.980469322316665,3.9810153034331073,3.9810153034331073
