,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,2.03,1.14,27035.0,15192.76,640655.0,0.44,0.08,5004.64,0.006163636363636364,100.00590909090907
