,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,5,0,0,10,0,minizinc_fw,0,16,1.19,1.02,4057291.0,3466988.98,163225373.0,0.15,0.13,0.010358823529411766,13953.69109411765
1,5000,5,0,0,10,0,ogsa_fw,0,16,1.19,1.02,4057291.0,3466988.98,163225373.0,0.15,0.13,0.010505882352941179,9.157829411764707
2,5000,5,2,0,10,0,minizinc_fw,0,11,1.19,1.03,4057291.0,3499675.27,163225373.0,0.14,0.13,0.01483333333333333,8462.800775000002
3,5000,5,2,0,10,0,ogsa_fw,0,18,1.19,1.02,4057291.0,3467728.92,163225373.0,0.15,0.13,0.010757894736842109,9.559868421052629
4,5000,5,4,0,10,0,minizinc_fw,0,20,1.19,1.01,4057291.0,3443557.55,163225373.0,0.15,0.13,0.009604761904761904,10363.202304761906
5,5000,5,4,0,10,0,ogsa_fw,0,19,1.19,1.01,4057291.0,3446805.13,163225373.0,0.15,0.13,0.010455000000000002,9.556205000000002
6,5000,5,6,0,10,0,minizinc_fw,0,21,1.19,1.01,4057291.0,3449516.23,163225373.0,0.15,0.13,0.009677272727272725,10171.89400909091
7,5000,5,6,0,10,0,ogsa_fw,0,21,1.19,1.01,4057291.0,3444589.17,163225373.0,0.15,0.13,0.009918181818181819,9.86583181818182
8,5000,5,8,0,10,0,minizinc_fw,0,18,1.19,1.02,4057291.0,3474186.48,163225373.0,0.14,0.13,0.011199999999999996,7400.914157894737
9,5000,5,8,0,10,0,ogsa_fw,0,25,1.19,1.01,4057291.0,3443070.56,163225373.0,0.15,0.13,0.009084615384615384,10.04136923076923
10,5000,5,0,0,10,0,minizinc_fw,1,16,1.17,1.01,3935280.0,3414304.28,161549767.0,0.13,0.12,0.010088235294117646,9810.1858
11,5000,5,0,0,10,0,ogsa_fw,1,16,1.17,1.01,3935280.0,3414304.28,161549767.0,0.13,0.12,0.010029411764705882,9.042394117647058
12,5000,5,2,0,10,0,minizinc_fw,1,18,1.17,1.01,3935280.0,3405141.73,161549767.0,0.13,0.12,0.009963157894736846,10081.523610526317
13,5000,5,2,0,10,0,ogsa_fw,1,17,1.17,1.02,3935280.0,3429090.59,161549767.0,0.13,0.12,0.00983888888888889,9.737961111111112
14,5000,5,4,0,10,0,minizinc_fw,1,17,1.17,1.01,3935280.0,3406254.0,161549767.0,0.13,0.12,0.011083333333333334,7695.408277777777
15,5000,5,4,0,10,0,ogsa_fw,1,13,1.17,1.02,3935280.0,3439700.76,161549767.0,0.13,0.12,0.013085714285714286,9.861814285714285
16,5000,5,6,0,10,0,minizinc_fw,1,18,1.17,1.02,3935280.0,3425235.0,161549767.0,0.13,0.12,0.010368421052631579,6766.231521052632
17,5000,5,6,0,10,0,ogsa_fw,1,28,1.17,1.0,3935280.0,3381081.78,161549767.0,0.14,0.12,0.007655172413793106,9.919182758620687
18,5000,5,8,0,10,0,minizinc_fw,1,23,1.17,1.02,3935280.0,3426617.26,161549767.0,0.13,0.12,0.00935,9317.061608333332
19,5000,5,8,0,10,0,ogsa_fw,1,26,1.17,1.01,3935280.0,3382666.3,161549767.0,0.14,0.12,0.008318518518518518,10.509740740740742
20,5000,5,0,0,10,0,minizinc_fw,2,21,1.22,1.01,4111286.0,3416782.05,161634455.0,0.17,0.12,0.009272727272727273,14000.008995454544
21,5000,5,0,0,10,0,ogsa_fw,2,21,1.22,1.01,4111286.0,3416782.05,161634455.0,0.17,0.12,0.00907272727272727,9.105145454545452
22,5000,5,2,0,10,0,minizinc_fw,2,19,1.22,1.02,4111286.0,3433214.39,161634455.0,0.16,0.12,0.010199999999999997,10863.801910000002
23,5000,5,2,0,10,0,ogsa_fw,2,16,1.22,1.02,4111286.0,3419232.26,161634455.0,0.17,0.12,0.01175294117647059,9.400364705882353
24,5000,5,4,0,10,0,minizinc_fw,2,17,1.22,1.02,4111286.0,3429336.57,161634455.0,0.17,0.12,0.011416666666666667,10988.907133333334
25,5000,5,4,0,10,0,ogsa_fw,2,18,1.22,1.01,4111286.0,3414457.93,161634455.0,0.17,0.12,0.010347368421052631,9.59988947368421
26,5000,5,6,0,10,0,minizinc_fw,2,19,1.22,1.01,4111286.0,3414874.87,161634455.0,0.17,0.12,0.010695,8892.559925
27,5000,5,6,0,10,0,ogsa_fw,2,19,1.22,1.02,4111286.0,3419931.79,161634455.0,0.17,0.12,0.010600000000000002,9.665650000000003
28,5000,5,8,0,10,0,minizinc_fw,2,17,1.22,1.02,4111286.0,3424754.18,161634455.0,0.17,0.12,0.011127777777777778,8026.7138444444445
29,5000,5,8,0,10,0,ogsa_fw,2,19,1.22,1.01,4111286.0,3414319.97,161634455.0,0.17,0.12,0.011939999999999997,9.77124
30,5000,5,0,0,10,0,minizinc_fw,3,17,1.21,1.02,4092728.0,3456928.18,162852832.0,0.16,0.12,0.009911111111111112,13853.838244444443
31,5000,5,0,0,10,0,ogsa_fw,3,17,1.21,1.02,4092728.0,3456928.18,162852832.0,0.16,0.12,0.00992777777777778,9.249077777777778
32,5000,5,2,0,10,0,minizinc_fw,3,15,1.21,1.03,4092728.0,3487616.12,162852832.0,0.15,0.12,0.011193749999999997,9754.499287499999
33,5000,5,2,0,10,0,ogsa_fw,3,16,1.21,1.02,4092728.0,3454288.17,162852832.0,0.16,0.12,0.010664705882352942,9.258052941176473
34,5000,5,4,0,10,0,minizinc_fw,3,18,1.21,1.02,4092728.0,3454142.87,162852832.0,0.16,0.12,0.009847368421052632,8560.080973684211
35,5000,5,4,0,10,0,ogsa_fw,3,16,1.21,1.02,4092728.0,3473437.71,162852832.0,0.15,0.12,0.011011764705882353,9.556152941176473
36,5000,5,6,0,10,0,minizinc_fw,3,15,1.21,1.02,4092728.0,3461166.12,162852832.0,0.15,0.12,0.01173125,8227.05305625
37,5000,5,6,0,10,0,ogsa_fw,3,18,1.21,1.02,4092728.0,3446238.55,162852832.0,0.16,0.12,0.01016842105263158,9.7455
38,5000,5,8,0,10,0,minizinc_fw,3,15,1.21,1.02,4092728.0,3453537.62,162852832.0,0.16,0.12,0.01119375,9674.749931249999
39,5000,5,8,0,10,0,ogsa_fw,3,18,1.21,1.01,4092728.0,3425630.82,162852832.0,0.16,0.12,0.010142105263157897,9.730657894736844
40,5000,5,0,0,10,0,minizinc_fw,4,22,1.21,1.03,4090139.0,3471541.22,162521891.0,0.15,0.12,0.008134782608695653,10969.650782608698
41,5000,5,0,0,10,0,ogsa_fw,4,22,1.21,1.03,4090139.0,3471541.22,162521891.0,0.15,0.12,0.007869565217391305,9.165930434782608
42,5000,5,2,0,10,0,minizinc_fw,4,18,1.21,1.02,4090139.0,3444177.45,162521891.0,0.16,0.12,0.010578947368421054,11681.66464736842
43,5000,5,2,0,10,0,ogsa_fw,4,16,1.21,1.02,4090139.0,3450325.4,162521891.0,0.16,0.12,0.011299999999999998,10.141647058823526
44,5000,5,4,0,10,0,minizinc_fw,4,18,1.21,1.01,4090139.0,3433142.17,162521891.0,0.16,0.12,0.010489473684210526,10229.034126315786
45,5000,5,4,0,10,0,ogsa_fw,4,15,1.21,1.01,4090139.0,3436591.79,162521891.0,0.16,0.12,0.012424999999999997,9.588793749999999
46,5000,5,6,0,10,0,minizinc_fw,4,16,1.21,1.01,4090139.0,3416600.44,162521891.0,0.16,0.12,0.011717647058823529,9245.298152941177
47,5000,5,6,0,10,0,ogsa_fw,4,14,1.21,1.01,4090139.0,3432750.46,162521891.0,0.16,0.12,0.01392,9.42114
48,5000,5,8,0,10,0,minizinc_fw,4,17,1.21,1.01,4090139.0,3428052.11,162521891.0,0.16,0.12,0.01158888888888889,7095.191616666668
49,5000,5,8,0,10,0,ogsa_fw,4,19,1.21,1.02,4090139.0,3454718.34,162521891.0,0.16,0.12,0.010490000000000006,9.964855000000002
