,0,1,2,3,4,5,6
0,31.3,27.5,27.5,24.5,36.3,36.3,36.3
1,22.1,20.3,20.3,20.3,61.6,61.6,61.6
2,16.3,15.8,18.9,17.8,22.1,22.1,22.1
3,17.0,15.8,75.2,61.6,61.6,61.6,61.6
4,15.4,15.4,20.3,20.3,18.9,18.9,18.9
5,15.4,22.1,22.1,20.3,20.3,20.3,20.3
6,15.1,115.5,115.5,92.8,92.8,92.8,92.8
7,15.1,20.3,20.3,18.9,18.9,17.8,17.8
8,15.4,20.3,20.3,20.3,20.3,20.3,20.3
9,15.1,17.8,17.8,61.6,61.6,61.6,61.6
10,17.0,16.3,16.3,36.3,36.3,61.6,61.6
11,20.3,17.8,17.8,17.8,17.8,24.5,24.5
12,24.5,22.1,22.1,22.1,20.3,22.1,22.1
13,36.3,31.3,31.3,27.5,24.5,24.5,24.5
14,61.6,50.9,50.9,42.7,36.3,36.3,36.3
15,92.8,61.6,61.6,50.9,50.9,50.9,50.9
16,36.3,31.3,31.3,27.5,24.5,24.5,24.5
17,92.8,61.6,61.6,50.9,50.9,50.9,50.9
18,61.6,50.9,42.7,36.3,36.3,36.3,36.3
19,36.3,31.3,31.3,31.3,27.5,24.5,24.5
20,31.3,27.5,24.5,24.5,22.1,22.1,22.1
21,61.6,50.9,42.7,36.3,36.3,36.3,36.3
22,50.9,36.3,36.3,36.3,31.3,31.3,31.3
23,50.9,42.7,36.3,36.3,31.3,31.3,31.3
24,50.9,50.9,42.7,36.3,36.3,36.3,36.3
25,115.5,92.8,92.8,92.8,75.2,61.6,61.6
26,61.6,50.9,42.7,36.3,36.3,36.3,36.3
27,36.3,31.3,27.5,27.5,24.5,24.5,24.5
28,50.9,36.3,36.3,31.3,31.3,31.3,31.3
29,115.5,92.8,92.8,75.2,61.6,61.6,61.6
30,115.5,92.8,92.8,75.2,61.6,61.6,61.6
31,92.8,61.6,61.6,50.9,50.9,50.9,50.9
32,115.5,92.8,75.2,75.2,61.6,61.6,61.6
33,115.5,92.8,75.2,61.6,61.6,61.6,61.6
34,144.6,115.5,92.8,92.8,75.2,75.2,75.2
35,115.5,92.8,92.8,75.2,61.6,61.6,61.6
36,182.1,144.6,115.5,115.5,92.8,92.8,92.8
37,230.4,144.6,144.6,115.5,115.5,115.5,115.5
38,230.4,182.1,144.6,144.6,115.5,115.5,115.5
39,144.6,115.5,115.5,92.8,92.8,75.2,75.2
40,75.2,61.6,61.6,50.9,50.9,42.7,42.7
41,144.6,115.5,92.8,92.8,75.2,75.2,75.2
42,61.6,50.9,50.9,42.7,36.3,36.3,36.3
43,31.3,31.3,27.5,24.5,24.5,24.5,24.5
44,22.1,20.3,20.3,18.9,18.9,18.9,18.9
45,24.5,22.1,22.1,20.3,22.1,22.1,22.1
46,31.3,24.5,24.5,24.5,61.6,92.8,92.8
47,18.9,17.8,17.0,17.0,17.8,17.8,17.8
