,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.2,1.04,4035731.0,3475858.28,160853482.0,0.14,0.11,0.007207692307692308,9.606688461538463
