,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,1,0,10,0,0,minizinc_fw,0,1.27,1.08,4229710.0,3601334.82,160142363.0,0.15,0.08,0.004329032258064516,1169.8041935483873
1,5000,1,0,10,0,0,ogsa_fw,0,1.27,1.07,4229710.0,3564359.63,160142363.0,0.16,0.08,0.003593023255813953,5.956304651162791
2,5000,1,1,10,0,0,minizinc_fw,0,1.27,1.08,4229710.0,3605016.26,160142363.0,0.15,0.08,0.004779310344827586,1264.5375862068968
3,5000,1,1,10,0,0,ogsa_fw,0,1.27,1.08,4229710.0,3613283.07,160142363.0,0.15,0.08,0.004048571428571429,5.93834
