,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968
1,10.973,11.528792005359538,11.443755828539528,11.394326466542879,11.374524122615362,11.432479923059518,11.420992924983029,11.413825038183301,11.408535137725101,11.40592192689875,11.40289147341046,11.401601798990228,11.399458789995277,11.397752954835296,11.39732820188046,11.39732820188046
2,10.172,12.178409139347929,11.871428541027695,11.692988544219787,11.621502082641456,11.824371522244853,11.783062234188732,11.757285238441712,11.738261815580412,11.728864244686928,11.717966194974121,11.713328296389198,11.705621654907253,11.699487168287623,11.697959681119336,11.697959681119336
3,19.449,14.956579536679312,15.643919867567378,16.043453281472804,16.20351397724358,15.745328071903517,15.83791987010593,15.895697152184235,15.938336786358024,15.959400765639876,15.983827960280395,15.994223476399554,16.011497359017557,16.02524736958149,16.028671122211907,16.028671122211907
4,7.42,7.996634205560519,7.908409172109759,7.857126209038234,7.836581277213437,7.894100420174247,7.882247909669891,7.874851943115172,7.86939371979779,7.866697357479004,7.86357047597665,7.862239764548721,7.860028565725977,7.858268451463074,7.857830183011611,7.857830183011611
5,6.679,8.032585113052706,7.8254865907556415,7.705105498726299,7.656878540286162,7.796720062617863,7.7687770610524165,7.751340628075578,7.7384725405386705,7.732115705295438,7.724743895358371,7.721606663672295,7.7163936303539336,7.712244055832518,7.711210811776685,7.711210811776685
6,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612
7,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361,10.361
8,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685,5.685
9,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545,3.545
