,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
10,9.781,11.172401561144772,11.878540494605653,12.282423398186722,12.192678938002079,12.049711737162722,12.359237125786837,12.259173975065938,12.154550695630574,12.423661357085491,12.340257190185682,12.272750393657471,12.162437065238105,12.384742305176756,12.284522322384866,12.192418949883818,12.328347546409626,12.28405449955388,12.230077697075364,12.346119101562648,12.295127497495153,12.253082529374712,12.31965152099427,12.278768760742274,12.243768056065285,12.357398699440587,12.314311098449927,12.268274271143907,12.358723908649145,12.322436986135648,12.27486249854812,12.270352696473745,12.228835024186171,12.155793806857693,12.149189740304577,12.100442807473689,12.21056164317159,12.19480221525116,12.16257420499802,12.130659175282187,12.105928772835583,12.134075490486218,12.119313347182747,12.143970462576464,12.137606746647888,12.132674033376269,12.126834779512295,12.13334045272407,12.13334045272407
11,5.231,8.271470078057096,9.677677991170654,10.481972030310253,10.508845174157766,10.551655372644978,11.033587931552118,10.808385515157243,10.826227407528807,11.240001816482726,11.239717713110075,11.239487761666597,10.973483475906832,11.310038535301576,11.076051809277319,11.08175227809315,11.286036480770816,11.285079511461703,11.283913320670083,11.455320324646271,11.331588028009334,11.32990584584667,11.42809411354342,11.424920085393264,11.422202724304254,11.587668847581005,11.48136014194713,11.476810449401993,11.608216031044568,11.602905916627957,11.595944015344994,11.619245801462984,11.61277059930501,11.601378904587866,11.65015639686466,11.641528461198925,11.793726817584323,11.79007667240462,11.78261213010836,11.775220079301345,11.769492107465163,11.807807763542026,11.804189129588977,11.837683935958248,11.836050075405181,11.822224765682623,11.820756742713245,11.829587022760727,11.829587022760727
12,20.077,16.675796183868332,15.086515213931584,14.177510792382078,14.389168872612158,14.72635027860945,14.134541604034709,14.365172489061113,14.606313801889105,14.087998564145623,14.277015470901356,14.430004540141484,14.680005048351166,14.248383287871839,14.472731091196543,14.678909427330513,14.413629394591444,14.512103566260866,14.632107072245597,14.40509100607942,14.517842003703144,14.610810487188438,14.48029868745307,14.57042866239082,14.647591080385494,14.424439292500914,14.518972518431003,14.61997628045915,14.442017611213783,14.52134192078034,14.625341188821322,14.498835537241353,14.591868719907295,14.755540152804487,14.486888453626857,14.601955581665834,14.391931663237385,14.428808037593946,14.504220176718688,14.578899955029422,14.636768018718906,14.582864585244327,14.61733233379265,14.570085274946397,14.584915947402166,14.596411660861207,14.610020071798251,14.597546112435644,14.597546112435644
13,19.508,16.29145750216841,15.272188512510148,14.749765496150728,14.705214232174885,14.634241946070798,14.57446090621654,14.765934941320292,14.712827580738894,14.65620751305675,14.61996931295675,14.590638346751694,14.80833693020224,14.524541303326066,14.716358344448672,14.671903426783913,14.64409196415369,14.624337700676127,14.60026457738638,14.577834979377924,14.675840963804076,14.656310595458871,14.642727972969338,14.62445417237619,14.6088095364968,14.58662033138517,14.66892531140665,14.647828290156824,14.629459843052263,14.613672920996612,14.592975251551028,14.649253239142805,14.630219303916599,14.596733279222251,14.714764804950633,14.68992469949437,14.66740919321079,14.65988864905747,14.644509145733732,14.629278999605054,14.617477423782114,14.612070018997207,14.605143577451495,14.600448355822344,14.597506283073999,14.607784645198757,14.605053857832877,14.603813526069484,14.603813526069484
14,10.66,12.639741110147346,13.78919431350723,13.98236002087031,13.863162524425611,13.67327523357004,13.513330270182419,13.402590565899152,13.286804175581166,13.445325261035231,13.357418525532108,13.286267378920968,13.169998792538713,13.3056702129046,13.20383639368096,13.110249886041705,13.051701185546285,13.010114503420537,12.959435756163682,12.9122169588825,12.867445487892528,12.83052931110415,12.804855525325475,12.770314504830191,12.740743114587813,12.698801221623174,12.664704381892722,12.737309256406494,12.703833209596963,12.675061929221162,12.63734093150892,12.683401158817832,12.64965467269833,12.590285149049366,12.832288663637398,12.787574168099548,12.747044166847251,12.733506489296808,12.705821955752679,12.678406279023344,12.657162347092237,12.647428516551468,12.63496027884071,12.626508444086808,12.621212440049725,12.617107343327389,12.61224780648064,12.610040590356197,12.610040590356197
15,12.676,14.91770251517769,14.050190906454462,14.469102163012352,14.404770396630013,14.302286827774497,14.55567602038735,14.482724505162745,14.676642910591557,14.300658039112639,14.249382740487654,14.37669681837984,14.301404555099678,14.487013701680269,14.41730643393053,14.588697511632281,14.542993620619026,14.510530505786495,14.47097000449925,14.565534063202978,14.527972309144777,14.49700088196954,14.551162897582797,14.520965040751587,14.58479378098879,14.546317899995831,14.622072143693396,14.477671421940663,14.551773947720093,14.525368457331705,14.490749162343057,14.543251174632674,14.512108973506736,14.64829141759952,14.456694875797053,14.420040965839814,14.508736358138973,14.496848256178513,14.472537102638773,14.448462045520676,14.497167354424663,14.488291293627622,14.476921788530005,14.496603525666734,14.491700458176304,14.501296049474345,14.496763802717984,14.501941098314743,14.501941098314743
16,17.082,14.599808326105931,14.861080810548767,14.499142712605877,14.5918088055029,14.7394303064507,14.52406148299138,14.623336830787062,14.456941900993904,14.580304753580776,14.659259935373319,14.554349776977883,14.666252441823955,14.51136734129079,14.610312909102126,14.465792181672365,14.528306445569132,14.57270983623369,14.626821106905195,14.545814404431258,14.59623084382861,14.637801561713893,14.591010946466811,14.63112614440704,14.575787876075308,14.626306020247638,14.560341585464158,14.6061666533075,14.54292831449522,14.578671125119344,14.625532247049657,14.580378037208238,14.622100337541857,14.504531252122757,14.56647506135269,14.618254749074373,14.543269626439685,14.5597371807592,14.593413308606793,14.626762392603238,14.585243366119924,14.597412134478247,14.612999327608765,14.596176631430716,14.60287120252956,14.594664261153131,14.600840365756884,14.59640971529555,14.59640971529555
17,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977,8.977
18,10.376,10.822622723330422,10.775611757271504,10.748723386481679,10.735351056494585,10.714048297716811,10.696104658848647,10.683681177546452,10.67069152704599,10.656842695500762,10.647979111453061,10.640804983504063,10.629081690839309,10.619243312448104,10.609880695978983,10.601276338562254,10.595893362339982,10.592069876606708,10.587410465054447,10.583069161817004,10.57895286612238,10.634090977365181,10.631038186310768,10.626931019596542,10.672459535144347,10.666483749856773,10.720159586437982,10.713905314921051,10.764862787607129,10.75938872042913,10.817730196312246,10.812672299805252,10.863762784390376,10.849208377256158,10.921950676464409,10.910712801178637,10.967201122800345,10.963366278145369,11.002254464119549,10.993862145379236,11.024196940229984,11.038096144648623,11.033942449534507,11.046105023655603,11.053726214026945,11.052307636618893,11.059318921477907,11.058546359441152,11.058546359441152
19,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.885245914200548,14.107212578910346,14.311202619948709,14.295450978868736,14.34685918365369,14.461261222448957,14.518568902495547,14.620615581681806,14.545884765579,14.577893650446622,14.620957792126973,14.55833523300357,14.661009100314399,14.585600591134595,14.634055977916708,14.561827196738871,14.63348215771917,14.549590950323813,14.608014524544158,14.593737829018542,14.673058005022348,14.564404290089351,14.669127607702334,14.583076935372311,14.600388988672293,14.589061677406761,14.65690916528931,14.609494536897676,14.587769464561053,14.619540182155207,14.600421361498134,14.598136477866358,14.608714933395287,14.597648820691695,14.60336328244421,14.60336328244421
20,7.617,8.390000867302652,8.308635733739138,8.262098168910596,8.23895375162524,8.20208359220217,8.171027294161117,8.149525114984243,8.1270430275796,8.10307389605901,8.087733077514914,8.075316317603185,8.055026003375723,8.407304071593092,8.607829152457604,9.012851210552515,8.979497357572715,9.079260530342047,9.254745784879503,9.295040576221055,9.522095932932375,9.550440632052872,9.611552517410459,9.63740684360887,9.65814006916717,9.810505294807472,9.83402746265594,9.922763727056822,10.040311075464263,10.190608080665397,10.142431365540562,10.182215850971403,10.317888591482589,10.344717275255455,10.279162572149637,10.494015525583047,10.62208747402688,10.648649252763766,10.75103365068383,10.884585698534334,10.888084392958076,10.889200088800393,10.928270520295763,10.955183113396453,10.9750092230015,10.987865283718023,10.988185927812538,10.991158071404675,10.991158071404675
21,15.65,13.846331309627146,14.036183287942011,14.144770939208609,14.198774579541103,14.284804951528267,14.357269646957391,14.43072780978356,14.482202910542533,14.537082755012515,14.591143573438398,14.77733853123205,14.815972493706047,14.712334628451385,14.748426067767141,14.781594535639467,14.816682071906053,14.770314047202556,14.78928392377765,14.80695868499281,14.754141416115779,14.829327830099063,14.797635796092015,14.811362375383256,14.774069268029491,14.791725552818889,14.86628557744889,14.707888081726994,14.819760910876717,14.782178372662488,14.798423579395209,14.808174294739494,14.763840999016244,14.790283194482402,14.810944602632011,14.756171589471954,14.887498091880747,14.86974122451228,14.833428453103064,14.797468331162976,14.8443316810628,14.801956983096,14.785319790971315,14.814697162955303,14.807520866827488,14.801958297481518,14.78047531123322,14.78145839796395,14.78145839796395
22,11.987,11.987,11.987,12.0273717412722,12.04744972407991,12.079434907283567,12.552249390592294,12.902894256773486,13.193526684554113,13.44698936174076,13.66602075749939,14.08861407483131,14.287764007819503,14.264409716115727,14.884980237860157,14.557627858763373,14.553550707507977,14.754093272122194,14.694422638895636,14.688109730510721,14.634414789859758,14.590140793989566,14.785271459633796,14.778857646448028,14.739735936496588,14.684248569892315,14.63913987993009,14.645461399732417,14.602620027902821,14.565799637263314,14.794574676004597,14.76242740089087,14.756165985294741,14.745150401035275,14.678864304488071,14.623454838680715,14.573230729215805,14.68034781235259,14.67643116324004,14.640390600106057,14.612463393437551,14.628910312502354,14.61233614869598,14.601101032962283,14.600524437454483,14.59505395889599,14.60496604110401,14.602006162322233,14.602006162322233
23,5.539,7.428557675628704,7.861217848306935,8.350912411746254,8.551398224918017,9.013056536682116,10.527216588179366,11.823950812488059,12.75760155458752,13.75300723151122,14.626795753623126,14.387082456662439,15.25267361164995,14.808974822327292,14.386732311716596,14.752871414982474,14.762097954285952,14.6434585492246,14.5463227220073,14.919908432366395,14.733426811187382,14.619800330844733,14.54077746962525,14.737219164393382,14.692403196548561,14.600619473629786,14.489210784480202,14.928075034619836,14.776769149669011,14.729782980942568,14.714979900906936,14.609913149581097,14.575374253745997,15.117360671334076,14.860729689151151,14.668850751711664,14.649232233644286,14.60570610146621,14.62484280213118,14.61163170744468,14.541401578224662,14.676882358178197,14.619555370834574,14.600380851728682,14.604255197063926,14.585280327928551,14.653945069366605,14.64363969027296,14.64363969027296
24,5.872,8.740692107545396,9.501850803992355,12.046626267687765,13.116681847783452,15.319293376546383,15.157542726584811,15.045552834780839,14.759587717668905,14.699078392611453,14.84971500341859,14.628731858670225,14.40043601630011,15.18847926190894,14.852975475724891,14.522569742064213,15.374412579357866,15.209185495910475,15.007834939097654,14.820231029387516,14.642350535075563,14.95055846207834,14.84317407250011,14.69870116798689,14.922531621759745,14.74009851606226,15.046680589990297,14.923567088231412,14.834103028347823,14.707942450383504,14.785891620592599,14.967790645727732,14.81609014311891,14.549206457946438,15.362063130803424,15.166719209611259,14.98965606095413,14.930514098493644,14.809568859733021,14.68979817396263,14.826437172153662,14.782794764139812,14.844835215217328,14.806436002167057,14.782374671904881,14.815633918849018,14.799385944383694,14.811678548313758,14.811678548313758
25,17.476,14.607307892454605,14.86189648957502,14.603793455201577,15.140956654006686,15.071896635569699,15.459599203256857,15.013912843999575,15.172740230511838,15.511252613694808,15.147192295620178,15.298303898444567,15.452266443477225,15.161631676574604,15.381581974229478,15.462313549515782,15.283428149980685,15.297209317037739,15.441233254812106,15.28793506643227,15.536183368927746,15.409750771914288,15.392791862403222,15.389300619252312,15.369496336977775,15.502664755300215,15.376789079366496,15.438561550274505,15.414992224345873,15.394735361627893,15.458031022093186,15.372360314299593,15.482496474902502,15.258509304614709,15.371883848503783,15.45842157990358,15.430181648534424,15.420749053589693,15.401459408805165,15.382357094338012,15.418075532016108,15.381804118124437,15.388041258470894,15.416234402021924,15.412355706646682,15.39679035594112,15.405181001366971,15.396781551234058,15.396781551234058
26,17.986,15.37755151777983,15.944206774347139,16.094375738812317,16.201707310344826,16.586103906697364,16.081837401398715,15.872421251983502,16.32894774384126,15.894581586222362,15.730195253950235,15.797610983646745,15.748398386820943,15.598250279697483,15.701703770537215,15.708483939469993,15.5884717278216,15.593645122287969,15.59994957210746,15.60582360321733,15.611393186276882,15.615985568620319,15.644018934717852,15.64791582792893,15.651252051011666,15.655983905357889,15.65983068641298,15.663940768920373,15.701360986095255,15.733522118088757,15.736376431274538,15.738089650184946,15.740556513735562,15.744896417848498,15.680995673133356,15.685215492171388,15.729045127058736,15.743684935741818,15.773623326064394,15.803270971366853,15.82940194759092,15.829677796898759,15.830031137213046,15.830270655741447,15.836076250598861,15.836180748110628,15.83630445031381,15.836360636223311,15.836360636223311
27,10.97,14.525803989592198,18.903958603652566,17.696240748899065,17.17507762414892,16.344839936241247,15.963998684791889,16.44548410249508,15.885021158057082,16.07699201115549,15.859002705439302,16.157358492354028,15.848018209269135,15.658388573151154,16.101479080538134,15.868547034746795,15.909203239094419,15.823320823556887,15.899802738511456,16.020346943213756,15.896097267470171,15.994329379158161,16.062646047119784,15.961308491505097,15.92499703439039,15.87349552447786,15.972108457381493,15.913917848988463,15.834246117480603,15.799556635174461,15.85516191744598,15.854186796957556,15.812755282056797,15.990514159523176,15.826598058388871,15.726629607673242,15.727455807803734,15.712164096649541,15.779694065062849,15.926973095782747,15.919005876750774,15.9065824544447,15.890669070515889,15.90555885355872,15.934817880818537,15.947031747354629,15.939143113707528,15.933524988401494,15.933524988401494
28,13.495,20.748324804856548,18.587538238845667,17.363430827406845,17.00937761189878,16.516491400901174,16.547198697623173,16.242449482001305,16.17711942801943,15.994681817627223,16.404980588798217,16.106651620035766,15.991030094054949,16.49655056887971,16.05769638598221,16.051710864819206,15.933270300238458,16.186468328438938,16.128428499754737,16.07435117832878,16.070785884121268,16.027709773028707,15.99775198908189,16.207061289697513,16.169057749194273,16.11515631219724,16.071336910433985,15.98090397343608,16.288929546101173,16.249599071410938,16.153107436607748,16.12267159040326,16.078847021821936,16.001747327602477,15.883824415578495,16.25456733008254,16.201997944243484,16.184438917040794,16.148530728521475,16.11297126038695,16.060156601120482,16.04765446292316,16.03164025040075,16.02078470841533,16.013982517429174,16.008709928562837,15.996509088106386,16.01154439431805,16.01154439431805
29,18.033,15.453238438855285,15.432372101264791,17.099430833571546,17.041437567541553,16.836417267982647,16.63453148307391,16.690747539414897,16.536325151491127,16.37168872519987,16.155855117052113,16.292415235961013,16.491219800467697,16.314022109719843,16.187733122241255,16.204114274802947,16.157014515723226,16.144425417343474,16.262783090414295,16.270385475980813,16.376988056893644,16.361201288801052,16.3502221967767,16.279086700408968,16.267230666656932,16.375389392005683,16.359628905047906,16.2991754374471,16.285216933483465,16.343605763347075,16.281632803303303,16.285656025921273,16.374839561480222,16.346735907672297,16.267097531815256,16.249928427640107,16.352475215827436,16.346511010955673,16.33431421950299,16.322235876515244,16.287616333466726,16.283451078408994,16.285643992020546,16.30852798104754,16.30617009657664,16.30434242731027,16.29621961835038,16.29524366014762,16.29524366014762
30,23.937,19.827727389419106,17.910677798301716,17.020906300401748,17.57937660065827,17.224141376154837,17.540650533251164,17.04179154244753,17.235791553486088,16.996177248940963,16.767072740638127,16.895529227882015,16.660513100412047,16.671261340355187,16.542923135191916,16.469126195545275,16.422958056292718,16.390165189581978,16.401957339755125,16.363660534842047,16.32734863388523,16.317475948623095,16.3106098744916,16.282047440191434,16.42574791865996,16.387676105524438,16.376794221282267,16.321553283169045,16.292795028201844,16.467973564599227,16.40936323359417,16.38792431106163,16.357054410992983,16.338552539526432,16.266416806336583,16.304920981802006,16.271242325292278,16.33783148493672,16.32980945101256,16.32186532262673,16.2904493106987,16.328692067903898,16.317451793136247,16.309832356682712,16.30828966182031,16.307093871262207,16.299719068518296,16.301796302813877,16.301796302813877
31,18.984,15.806107545533544,19.42994574075146,18.23171611069312,17.716957978115456,17.664615177172593,17.678914151638747,17.646122454065214,17.601281883780686,17.384295804654844,17.761436492938532,17.580026938734726,17.376554299417627,17.341856858827413,17.366573427141528,17.20534067548438,17.223946733519007,17.150222926338348,17.1358562462249,17.15327283543269,17.169786731663834,17.09978579898754,17.051102833789358,16.98560570324625,16.929532049970412,16.850001289172393,16.785346419949935,16.722626511919017,16.80096803278006,16.7472361250388,16.721716995324652,16.68292697802362,16.76466756218115,16.874157174590902,16.900829813127828,16.820205597693974,16.74712639791337,16.72271676031884,16.67747212602092,16.775385537128678,16.735480817691162,16.718902577111326,16.695471468636164,16.679588241068085,16.680273397394995,16.67756011271138,16.669257985787972,16.665091424134292,16.665091424134292
32,20.436,17.017961942758184,16.967231213332372,18.052609919960762,17.526410720353145,18.831165396173226,17.958254303322935,18.46192951250983,17.825455559508526,17.830650521677864,17.70457666892214,17.43107957837562,17.298483152179607,17.65758532919841,17.341130379499237,17.550641871892175,17.356742572358886,17.387680138268188,17.584957925977157,17.41761948595848,17.25895411233218,17.355566440234927,17.335226802252187,17.288537292765586,17.369075270507828,17.309952773266144,17.340491522689007,17.44399367066853,17.256929689566242,17.338282341745604,17.371934758423674,17.436789405083395,17.243310283591434,17.556402801005383,17.36124672689587,17.39777833461421,17.341356856382895,17.352997865510705,17.42887477452244,17.273520831678944,17.24365563554486,17.271886539536954,17.254095455630683,17.24203542720029,17.26087087371166,17.26479578580843,17.27912580180096,17.281225188291607,17.281225188291607
33,14.605,18.39236069384197,17.114060019554305,18.710825634615432,18.24241711781146,17.878583718642677,18.455905028202967,17.7883261095852,17.99167592418911,18.47164426959954,17.928275415975403,17.840615731683506,17.697370428399275,17.242837490108702,17.83798765438793,17.402657775366045,17.33580776626628,17.587396761445547,17.33762962999405,17.653197805491494,17.42164509114164,17.230719022603875,17.36170952156281,17.40749822552451,17.24771743266485,17.30732788050715,17.564838006022182,17.348405387122202,17.466957646425882,17.305606321106183,17.53210119685299,17.39610608228237,17.44295309489394,17.091211071695984,17.031460440594316,17.30468362466539,17.359934260853255,17.43806495815268,17.280742731880196,17.396314787712594,17.425876486011816,17.368507230478848,17.386302117600927,17.41762245643432,17.385944537021736,17.41110213044665,17.381911492706816,17.395504825853767,17.395504825853767
34,17.876,19.314296947094466,18.060107244911794,17.41072057044206,19.258522111554658,18.195460835080294,17.942297356966208,17.893151488256045,18.092962372137297,17.481238917006603,17.556819184798247,17.406973398961497,17.51628071281195,17.654662376051537,17.21284010219801,17.660316857983393,17.71326058809585,17.41527946366015,17.49422060911035,17.33572733816937,17.652601541712126,17.523385853237972,17.322926199604805,17.420405653922455,17.342713071665678,17.585270083544078,17.376065491816416,17.50872421837555,17.38652785782151,17.4370572791651,17.121426333123054,17.261743580759425,17.463786356270546,17.39552084866958,17.512812462680287,17.256812509876404,17.48768139873411,17.37798324607941,17.55419727744412,17.342756611889744,17.469407725743373,17.392920718248977,17.4680971986846,17.435820823354874,17.41761594939255,17.382364050607453,17.415496566709216,17.39645779088057,17.39645779088057
35,7.406,22.131666522115513,20.23314888431074,19.165306309796247,18.945761772923664,18.19053351623705,18.79901551171292,18.31027194480978,17.805587791593744,17.847902062114116,17.83395533630942,17.67890959240693,17.932456017694285,18.09858712986581,17.646606195443987,17.59728594345655,17.70502162805748,17.523334992788342,17.624313730651366,17.504834951638074,17.391548697084474,17.98714636313362,17.847794811230163,17.732782458167183,17.651833628964336,17.511825278787043,17.416401258045152,17.399856908035613,17.810890959630914,17.789706432668908,17.59252047501364,17.57778956580464,17.46318117478541,17.321231124792163,17.656122737185125,17.535703526144488,17.405598594143598,17.339762904024244,17.496860452188738,17.406527444218465,17.336003709523993,17.40311633591296,17.36110162305292,17.442176241224708,17.411916094153472,17.39065831655678,17.454013422494544,17.442483523683187,17.442483523683187
36,28.459,23.570714293148544,21.103373142625056,19.715098425382457,19.030052640194477,18.978415601868182,18.112285481411405,18.14514705246075,18.557356334607306,18.07809138820064,17.900749090932692,18.768786350625398,18.30793032612352,17.738463135127386,18.2800485906721,18.047500277546096,17.913963110242236,18.327709041918403,18.011387519270155,17.887102046813045,18.077380319001666,17.920708371280227,18.016970953320108,17.927464696910743,18.154213124253314,18.029335159295098,17.93617707053342,18.185556323536133,18.03284066884896,17.94733849967936,18.18435876072483,18.113077194299148,18.018777931533343,17.85287910902989,18.1714609053273,18.04358330780526,17.927672815573008,18.0099306427247,17.82499919641611,18.043218040258292,17.97918102489397,18.036593864602043,18.00160253506301,17.96183487902379,17.99306720527394,18.01947414789131,17.984685859147604,17.998958939460067,17.998958939460067
37,23.595,19.560622584562207,17.995464149677506,19.849706995425194,19.186165790533302,18.842858582586672,18.176816941509262,18.81789895234748,18.20899457253318,18.278828405377215,18.159408240172855,17.970429089828347,18.693141026265806,18.141197962329194,17.86613547423729,18.470545435217435,18.136599894149164,18.012422406400237,17.947353582188242,18.28305167688733,18.138173629975242,17.940114518727594,18.17969644381721,18.063993197520173,17.964936892885902,18.29410475322508,18.309171293561345,18.014517784875174,17.825656581497938,18.087059411914634,17.954299444107924,18.165449045622275,18.04585958204301,18.080148908807114,17.796918698409907,17.908033066547674,18.220202578798993,18.173336075299844,18.0147418315767,17.92067158649171,18.093013062957237,18.03551154835088,18.042785660359254,17.992511057781467,18.061999742671514,18.047207506558802,18.01802653924831,18.010086288339405,18.010086288339405
38,28.298,23.437026990459906,20.975442159076156,19.59086354092633,19.092424316361964,18.351739956407616,18.582439892411095,18.311368991032264,18.12082406969311,17.912976405699006,18.796202541464044,18.45070475513655,17.88612440572858,18.69905932916757,18.198638861421987,17.827041254628572,18.373542622205026,18.153141442916137,18.057069108206292,17.803276247396756,18.107317684474413,18.073714894611236,17.99711785622181,18.29505836632313,18.323125163261025,18.068638367389763,17.995543965467633,18.16822821562249,18.09619004001915,18.004714254862733,18.04764346963842,17.973793799752173,18.282742356338282,18.041500843875493,17.99479306299148,18.25627649261548,18.017043017419162,17.9890274092087,18.194761136482917,18.08759803874459,17.982456500611395,18.028833645694874,18.05812590729408,18.039466765604256,18.012693400718142,18.01747687263514,18.01271077300302,18.018007972413454,18.018007972413454
39,16.982,16.384384440589795,20.622167994147034,19.260754288519244,18.71976843827854,18.480404714458643,18.215088871370714,18.306950315237994,17.66840680731699,18.70762035395349,18.27127449208102,18.08163943227402,17.77175545453892,17.741054249040786,18.27380257141766,18.09751447794209,18.01351128894946,17.851255821555966,18.298301334928496,18.10083107201221,18.030880775866063,17.914671287291945,17.94622139150894,18.04342232190226,17.91224269342932,17.893491633192518,18.239485517522027,18.109415458255672,17.957491713536317,18.042299424959293,17.867079086529664,17.937096118163446,17.921166929947887,18.26613189385459,18.151155774897635,18.005643928500692,17.828029767845777,17.949029331750538,17.93611798755596,18.11898389574893,18.07017916734975,18.036119967354043,17.99249292864548,18.05706841487238,18.038283857605325,18.018699824069348,18.001475859065675,17.99636612865284,17.99636612865284
