,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,4.846,4.3677349618321175,4.58018428228059,4.610290182881857,4.623643712994239,4.64187324190592,4.655765468699167,4.669180601679408,4.677467868035185,4.683035338797587,4.693867274900573,4.6998053163894555,4.707147205074178,4.71400169405193,4.717645833490618,4.721354454800922,4.725018923151047,4.72934563156932,4.734167605800914,4.7362449504399935,4.739824716677994,4.741728000013281,4.743976379806337,4.747157797464241,4.749543346626213,4.7509872469708005,4.752523949144602,4.755084853580885,4.757712022624764,4.759422333176042,4.7625873049019924,4.763972109532317,4.765074760485895,4.7670891766735615,4.769341743544689,4.769945545442632,4.771053359497075,4.772398675404751,4.773559969955337,4.774888742719414,4.7756586683525715,4.77619715968372,4.777041020294663,4.777503469063712,4.777967406851983,4.778539819418556,4.7787475069612695,4.778850715661642,4.779010618348397,4.779097261546163,4.779097261546163
1,11.986,11.771393893129796,11.798560592388716,11.819789706388146,11.829205920731146,11.8420604356167,11.85185651081823,11.861316164297026,11.867159913153456,11.87108580373115,11.878723921235435,11.8829111190001,11.888088236732711,11.892921665562621,11.895491323006134,11.898106449709031,11.900690442042707,11.903741411600812,11.907141616830366,11.908606452137677,11.91113071695089,11.912472813287192,11.91405825368218,11.916301623811975,11.917983788905838,11.919001952269396,11.920085554652292,11.92189137115782,11.923743914015345,11.92494993598919,11.927181709303834,11.928158201445804,11.928935733501898,11.93035619494089,11.931944587845386,11.932370357514072,11.933151530320142,11.934100177070409,11.934919061538535,11.935856042925058,11.936398954404567,11.936778670461166,11.937373717038467,11.937699811838522,11.938026956617422,11.938430592163538,11.938577042607886,11.938649820011058,11.938762575062333,11.938823671335353,11.938823671335353
2,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795,14.795
3,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447,8.447
4,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353,4.353
5,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778
6,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93
7,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538,10.538
8,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852,6.852
9,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83,6.83
10,7.202,7.202,7.5058127813429,7.471403388719402,7.592106829729723,7.7568847460648875,7.8824575019675365,7.834472376376108,7.917313808635749,7.972967534752498,7.921722859911346,7.987307403698004,8.068397173922996,8.025627347919974,8.069147010617577,8.04409196199547,8.0898930749719,8.1439713319378,8.105034414695796,8.132841325705707,8.102481042838953,8.12936121073506,8.109364853061422,8.155909915903385,8.132887371462845,8.154879138296831,8.178284351839574,8.15153770491963,8.193451619058663,8.220737952141935,8.183496514101824,8.207046289026316,8.225797801845085,8.260054654245021,8.229851714248623,8.240659496443342,8.225530315718338,8.250238382020866,8.233699093802214,8.258797937302104,8.273340862545288,8.26513931512395,8.252286809582435,8.261338179050842,8.270418692640765,8.261429232475702,8.265556405663494,8.267607372107426,8.270784963179134,8.269402610563683,8.269402610563683
11,15.301,16.036792366412126,16.247462178867302,16.41208775307581,16.48510774312948,16.58479074894229,16.66075644892792,16.734113296783274,16.966904005605258,16.991154918104495,17.038336905373264,17.06420195805324,17.297061691641087,17.317002166615445,17.327603375767012,17.338392169894117,17.34905251812243,17.361639396767355,17.37566705904884,17.38171028691355,17.392124227225448,17.397661091292136,17.404201879546637,17.41345697929168,17.420396808580023,17.424597276153925,17.429067714627042,17.436517672018347,17.444160400563526,17.449135885221366,17.45834314191121,17.462371693443643,17.465579428377147,17.471439590339397,17.47799255927225,17.47974908651658,17.482971841487895,17.486885515910114,17.490263851625432,17.494129400192904,17.496369199960608,17.497935731462455,17.50039061634869,17.50173593153354,17.503085578441816,17.504750790610924,17.505354976898392,17.505655222549613,17.506120397347313,17.50637245209893,17.50637245209893
12,9.535,11.243571190839491,11.98935926275397,12.68540557165559,13.34538321661705,14.246349587204936,15.001008348280187,15.13739134359174,15.362248238163636,15.691698789862004,15.774338542343393,15.78060947715118,16.290562390887487,16.124914551859217,16.2853163189247,16.30408805661049,16.293237195477044,16.495006457712236,16.347851579293817,16.45163575473441,16.304321346431937,16.297700943433828,16.311442794756324,16.29970412333734,16.315036941782264,16.309348008442754,16.400335285085696,16.414983157217847,16.40111311529532,16.508315312127415,16.52391338750358,16.51413633875918,16.58700570613167,16.779871185693068,16.641570812338365,16.63600547838416,16.640360651729036,16.62769920487762,16.632547850479156,16.729811117691558,16.721205652446944,16.71518693033254,16.657398286701753,16.692790637723665,16.6876580024262,16.68132528925174,16.69749961285244,16.705537316493384,16.703702434880487,16.70400159215263,16.70400159215263
13,12.442,19.16591590839615,17.80838977547231,19.646984799169314,19.012195362930058,18.145614594896,17.7166103605312,18.628094829986942,18.15068747659092,17.86299537693284,18.71239033480598,18.311516664297308,17.815870099513088,18.251573321413783,17.98075580780618,18.34658545948871,18.055399441733897,17.71159049759044,18.08073402026772,17.901689544041282,18.154147195447372,17.98004859802811,18.253073721517353,17.94713355666744,18.2535232083376,18.106650377424113,17.950337790213297,18.298043258720213,18.013233820861842,17.827820328796076,18.29626118471651,18.13266226849652,18.002396599950977,17.82415778462399,18.04732377929635,17.97166705298302,18.15622393390292,17.981850541028855,18.18160458971142,18.00295031107963,17.899433357458697,17.98932745235789,18.081842153796156,18.017195995211786,17.95234168519709,18.050696121045075,18.021114129582102,18.006413590236022,17.983637838485613,18.00001,18.00001
14,35.101,24.339730061069975,21.319485419752,19.391996575875535,19.13757077917443,18.380325115779314,18.55187434083239,18.717532136446764,18.304314181612796,18.191885459680112,18.37195490160635,18.041316759002147,18.476205558171692,18.003524104454737,18.177381489292507,18.256076789372297,18.18683962294984,18.49133591557177,18.094913961732207,18.210195223960355,18.134878606339367,18.166537852366094,18.225500080369763,18.153014850111806,18.219337266076348,18.244510785124156,18.38128300721978,18.285935887704664,18.21701855123656,18.381369841412727,18.254139892304494,18.21507342868243,18.329144569272554,18.268702440763533,18.20111465173884,18.1829977044402,18.222588299896472,18.180915055439257,18.22383303063358,18.379330323752978,18.287534958402127,18.26926506847418,18.24063463454766,18.29737105329507,18.28114005486137,18.26111403476473,18.287097647049567,18.300009999999997,18.280009425484437,18.283399380714517,18.283399380714517
15,5.976,17.478274167937567,21.430084214703818,19.15878787753752,18.219332915596155,19.511118374126664,18.358567344459953,17.245597799720887,18.535907449467214,18.00867079103527,17.315231964738885,18.29340336237461,17.805395918949667,18.43581869840874,18.02557668066695,17.57918190540343,18.131791666792644,17.611225409823554,18.147131692916542,17.876465375483264,17.899281368380137,18.302195894859587,17.963097564760055,18.318987791616212,17.939031959292016,18.274900401253596,18.03716566061144,17.914945917407607,18.24613524814025,18.05880584227014,17.89493039650929,18.201750248453802,18.0051451990457,17.919785852069538,17.93851796241489,18.083741545135876,17.930685109034936,18.261784346817873,18.01429130258543,17.74944867026092,17.94029234553691,17.99874677457341,18.00572530520727,17.908957505950106,17.98662559015775,18.050481061243154,18.005918930253618,17.98377412770451,18.025190260028477,18.00520847763228,18.00520847763228
16,29.357,20.358259358779694,18.130139541726106,20.443655972691673,19.5436385635311,18.511742885272948,18.47398882477589,18.437531333140477,17.89945563574961,18.862677152375742,18.802478597841983,18.340126113695764,18.32088554208607,17.759905633584555,18.284367370452447,18.419376816709057,18.082393116289264,18.39978024254671,17.926786455776245,18.27656742433168,18.39660826371383,18.191543439874266,18.294299273039787,18.408513812244045,18.3976165601717,18.22635714347275,18.302868863524356,18.2933933123124,18.399260315313963,18.390692869256412,18.374838599682086,18.185281413661905,18.3031942821825,18.29457670662396,18.39912324448705,18.30899889192567,18.303871653529274,18.100191717571953,18.17682328667263,18.264506417397886,18.30448525574546,18.217615668584536,18.26282183973979,18.294301669069977,18.319109701528344,18.22351119388663,18.238084037453387,18.245325898113972,18.254164512956944,18.26024709940747,18.26024709940747
17,23.417,17.47241083969536,18.32619933628175,17.6116286189392,19.92335140650044,19.102996494473523,18.26004442896191,18.694226263217303,18.61561712352899,18.460397978348844,18.191641376658243,18.239469549981294,18.298605062117556,18.10698904798917,18.187327091732023,18.222856839431895,18.11096802775453,18.12191280643449,18.175445967335794,18.22822930510377,18.103922404907557,18.127460450924342,18.15526633040164,18.03869541779422,18.19263532160586,18.210963353101867,18.23046935706328,18.125994141168235,18.16330025309103,18.187586865708276,18.232529839482996,18.16918500471115,18.239728184302397,18.14457164745752,18.038165402422127,18.049025849625913,18.06895184868433,18.09314973947848,18.114037680039186,18.046222647743143,18.061064132217105,18.07144436945877,18.02726505463007,18.036584815704504,18.045934585083224,18.057470453948106,18.046262651710087,18.04069302202544,18.032063916653673,18.03385517502931,18.03385517502931
18,25.689,17.862008702291003,19.625007853080728,18.25050129923305,18.54727489568152,17.640679698222932,18.875797445170072,18.848520908529267,18.550459473162526,18.383253805594073,18.057942513545626,18.230895460894676,18.605441046088472,18.056676272120814,18.2673854301349,18.481823018716415,18.158643783018377,18.24913821264653,18.259053035154437,18.397068147918596,18.041291040311606,18.178382805557565,18.340331554363676,18.00195287545291,18.18747918259253,18.299772613002276,18.30283310885858,18.170951557903095,18.180142182946792,18.18612536207327,18.46040378702405,18.278258242540936,18.37787632876731,18.10682703841168,18.180537044512285,18.182966665620057,18.292300027739802,18.295830854471266,18.412481568129934,18.21211134758079,18.29306404691282,18.34968292664109,18.290921150680504,18.292249495740624,18.293582117882785,18.355805677722397,18.322350383815863,18.30572503710709,18.29425496289291,18.303819230257083,18.303819230257083
19,13.58,20.554698473281615,18.178034572430786,18.064998631997998,17.67494684001002,19.11826931086694,18.237731289997395,17.740027728258667,18.44492921182465,18.039756417808068,17.583802086043722,18.09887581957057,17.87193813327445,18.509146536871093,18.168769978113897,17.966838852864846,18.343534413173288,17.908523681642563,18.192560037810505,17.969420513928437,18.25678601654442,18.129928536429812,17.98006971635847,18.254479245637665,18.083737218417905,17.98039226293839,18.090366678555284,17.9010477190837,17.984240614977637,18.115887746622178,17.862336346847673,18.076793395847726,17.984084004307864,18.30260391815055,17.95655536832279,18.010300509546,17.910809915016344,18.0341140502273,17.925968641983733,18.161751078388054,18.086159261773666,18.033289820622898,17.950439018151258,17.99623902973343,18.015093881066267,17.95758477476596,17.997060742467422,18.01667801594093,18.000397824811646,17.99157641068592,17.99157641068592
