,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.68,1.77,0.0,3424.54,25561.0,16907.91,457800.0,0.34,0.07,0.0100887323943662,49.575633802816895
