,0,1
0,0.0,-9.0
1,0.0,-4.405307692307693
2,0.0,-3.6344042832167838
3,0.0,-0.7013516516378359
4,0.0,-2.595230439516624
5,0.0,-4.138927409213593
6,0.0,-0.04674559103177569
7,0.0,2.3512544089682246
8,0.0,2.220254408968225
9,0.0,0.8912544089682245
10,0.0,-6.485062642852503
11,0.0,-2.516673753963614
12,0.0,-4.621873753963615
13,0.0,-4.366250044339906
14,0.0,0.9466667643416092
15,0.0,-6.214508560333716
16,0.0,2.249140790315636
17,0.0,-4.638086482411636
18,0.0,-3.9917531490783036
19,0.0,-2.8717632500884047
20,0.0,-3.2618029326280884
21,0.0,0.4397446864195309
22,0.0,7.6351825310310595
23,0.0,8.910468245316773
24,0.0,5.554634911983441
25,0.0,3.216163483412017
26,0.0,8.955166505390032
27,0.0,-4.581431720567015
28,0.0,3.86638256514727
29,0.0,-12.798630772005774
30,0.0,-8.292733199643493
31,0.0,6.158159517443338
32,0.0,-0.9890547682709462
33,0.0,7.848451674306085
34,0.0,0.2482677425515662
35,0.0,-0.8327591736694692
36,0.0,-11.97961511772541
37,0.0,6.33065948544919
38,0.0,-5.9131180037282975
39,0.0,2.467330455655456
40,0.0,4.983179503274503
41,0.0,-0.8996260522810503
42,0.0,2.64570087079587
43,0.0,7.189545408610994
44,0.0,9.686896062205772
45,0.0,7.521039888379593
46,0.0,7.4611661255411255
47,0.0,-6.0609295360336544e-15
