,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.26,1.17,0.0,472.07,15554.0,8073.81,330162.0,0.48,0.09,0.009645833333333333,73.14791666666666
