,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,20,1,1,0,10,0,minizinc_fw,2,2.07,2.01,25950.0,25194.04,600929.0,0.03,0.07,0.006766666666666667,122.53333333333335
1,20,1,1,0,10,0,ogsa_fw,2,2.07,1.15,25950.0,14451.39,600929.0,0.44,0.15,0.005588461538461537,0.02068461538461538
