,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,3226.991,3179.9000511097697,3150.813660430593,3113.944146412995,3122.9190858118395,3149.182232790398,3176.7307457213474,3194.3972398462156,3206.0151223144726,3207.872084063622,3511.8044834823677,3497.9522492237775,3491.0335897855794,3477.6121803257774,3471.110030666306,3467.8284656356395,3467.8284656356395
1,2998.104,2955.895482903233,3136.0448835555385,3098.6710506272425,3085.4717172202454,3071.2566680212003,3057.6622477339974,3042.2138102711165,3035.974593818771,3031.27282878797,3185.0879220103784,3172.4589935091435,3166.163840673119,3153.913979422286,3147.8761179044213,3144.903837786517,3144.903837786517
2,2830.702,2804.387349007678,3634.7338551464577,3591.9129702877103,3578.5130526219295,3557.098788456094,3535.8147359660907,3486.719848618782,3458.923658498107,3441.671558926208,3410.8275665944147,3397.216314229159,3390.429562674015,3376.914058582284,3370.164876744178,3366.803591867434,3366.803591867434
3,2727.896,2708.275544618039,3159.8865730485472,3133.980741112488,3581.7358723362745,3560.344352325396,3539.047662083435,3490.0531874552908,3462.2302882460267,3444.9537245026836,3414.0730048350165,3400.437303420947,3393.6401850734087,3380.0868912239785,3373.330147503422,3369.957350355918,3369.957350355918
4,2759.931,2866.375371451589,2840.460782204316,2815.710048943892,3296.6906500396735,3291.400540849606,3350.975067442161,3626.8755437905215,3597.963427710866,3580.026465388814,3547.9402849367257,3533.905273866121,3526.8945824176626,3513.1597714814948,3506.4023123583033,3515.6321580459453,3515.6321580459453
5,2608.254,3020.2108136256134,2984.1898327208332,2949.7177820036045,2985.886594921295,2977.620015922169,3013.9164627919226,3219.854715510199,3194.186363843077,3178.2576563122634,3149.772185287447,3137.3093024569366,3131.091750183325,3118.869947172002,3112.736803383605,3118.3579445802216,3118.3579445802216
6,2573.099,3705.575017825802,3663.4566865936913,3664.8229317171936,3635.6106088348065,3615.170511072946,3598.4546404620223,3646.2752580102083,3618.7170942718017,3614.9757090573826,3583.431369434884,3569.9122794993605,3563.4747373216414,3549.462046932561,3542.367513879743,3538.825718365863,3538.825718365863
7,2354.2,2853.9998170513395,2842.170441847257,3144.517622288131,3119.455737547003,3103.1600199685945,3091.057710937401,3177.934998159709,3183.7258916299165,3248.5514313763824,3244.9080383674373,3271.8742272061177,3288.367897790932,3384.637553319232,3378.122423407147,3374.7963969837397,3374.7963969837397
8,2813.412,2781.396799318603,2824.836059884731,3180.607506489094,3155.2532395478324,3137.095094460985,3118.8686851045363,3088.0373762782356,3075.229707382975,3092.743007202312,3076.2222543422395,3082.6729851611963,3087.3988610708593,3126.980172158565,3120.95405637942,3117.8634233230405,3117.8634233230405
9,2820.351,2793.6891210879235,2915.049594100905,3619.623744787057,3591.5409441393376,3633.5748111469393,3611.82779328521,3561.589569411309,3533.1963781640584,3515.579839601054,3484.066406969549,3470.1510637593633,3463.2142577699083,3449.382190139006,3442.4868791389176,3439.0443932597786,3439.0443932597786
10,2829.69,2795.4546915356736,2830.2747736397573,3159.1108573147326,3140.6199059120845,3512.9536316462313,3493.020925787112,3451.91850878288,3459.179684457551,3608.7120121656894,3577.2683364880086,3562.9880174798936,3555.866184142951,3541.664152215687,3534.584415550408,3531.0499051348575,3531.0499051348575
11,3086.304,3040.350750963187,3004.087506150267,2969.320910858781,2948.5423138036995,3113.6635968688065,3095.6968984626656,3056.8200077373845,3061.1922100020374,3256.899447866155,3357.5723178680046,3344.1905340079165,3337.506868444435,3324.1771761795017,3317.532281936319,3314.2153216543825,3314.2153216543825
12,3393.642,3343.0921778204906,3303.1949938765074,3263.7819953473213,3237.7633174235316,3218.3908412407386,3199.136919183772,3154.691678970722,3131.9567571831417,3168.4663761036445,3376.810228656442,3363.4691720114433,3356.750616625592,3343.348190559598,3336.6672743076697,3333.333882033362,3333.333882033362
13,3480.794,3428.94603903594,3388.024304003669,3347.5909618082705,3320.903819290065,3301.0282512936906,3281.271980115127,3235.63204995704,3210.0206479912536,3195.1427802573758,3235.2943033323772,3222.476073494604,3216.0373183356883,3203.1941139309856,3196.7931038092374,3193.5999127054283,3193.5999127054283
14,3677.59,3622.810628655435,3579.5752113851486,3536.8557750749883,3508.6597630195492,3487.660370202311,3466.7866531857367,3418.565859179558,3391.3128609495993,3374.3901808672954,3344.1419001183094,3330.797226217871,3324.139314386661,3310.8627605638394,3304.2447157204724,3300.9411400047516,3300.9411400047516
15,3754.914,3698.983061134681,3654.8387046770913,3611.221200527849,3582.4327736324576,3560.9921171982455,3539.679705716025,3490.4459894373613,3462.620516832642,3445.372459875751,3415.029731038012,3474.741485804693,3467.7964310975694,3453.9460582540673,3447.0423956956174,3443.596676299922,3443.596676299922
16,3504.496,3452.2953146937916,3411.0959625576165,3370.3885073492825,3343.52076949901,3323.5106465813337,3303.6229599531543,3257.6767737209525,3231.7191395962373,3215.667239817661,3188.119603945333,3408.8887157624417,3402.399764429632,3389.3829309013845,3382.9707427375124,3389.262002994775,3389.262002994775
17,3404.091,3353.3856990754166,3313.366242831826,3273.8247217216945,3247.725982621558,3228.2885709757234,3208.9686357658634,3164.3354840008333,3139.114103439147,3123.4750822579913,3095.915184931301,3181.389214251632,3175.397775041343,3162.8501490725066,3156.6850568625105,3165.2410668056477,3165.2410668056477
18,3621.29,3567.349242695255,3524.7757137791114,3482.71026670219,3454.94590566786,3434.268021285443,3413.7139183943827,3366.2315826904064,3339.3982675770158,3322.734766584778,3292.9497354759023,3281.7870065877196,3275.389742806551,3262.3080547277305,3255.790608971329,3252.570752362358,3252.570752362358
