,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,42.7,36.3,42.7,42.7,42.7,50.9,50.9,42.7,50.9,42.7,50.9,42.7,50.9,50.9
1,31.3,31.3,31.3,27.5,24.5,27.5,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,50.9,42.7,50.9,50.9
2,24.5,22.1,22.1,22.1,24.5,24.5,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
3,22.1,22.1,20.3,22.1,24.5,27.5,50.9,50.9,50.9,42.7,42.7,42.7,42.7,36.3,42.7,36.3,50.9,50.9,50.9,50.9,50.9,50.9
4,17.0,17.8,18.9,24.5,24.5,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,50.9,42.7,42.7,50.9,50.9,50.9,50.9,50.9,50.9
5,15.4,31.3,27.5,24.5,24.5,50.9,50.9,42.7,42.7,36.3,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,50.9,50.9,50.9
6,15.4,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
7,17.8,17.8,31.3,27.5,24.5,36.3,36.3,36.3,36.3,31.3,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
8,18.9,17.8,92.8,92.8,92.8,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
9,20.3,20.3,20.3,20.3,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
10,22.1,22.1,20.3,22.1,31.3,31.3,27.5,27.5,36.3,36.3,36.3,31.3,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
11,20.3,18.9,18.9,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,50.9,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
12,22.1,20.3,20.3,31.3,27.5,24.5,36.3,36.3,31.3,42.7,36.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
13,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9
14,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,50.9,50.9
15,182.1,144.6,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
16,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,50.9,50.9,50.9
17,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,50.9,50.9,50.9,50.9
18,50.9,50.9,42.7,42.7,36.3,36.3,31.3,36.3,31.3,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7
19,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
