,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,19.559,16.94108,17.74319168,17.4088515536,17.9594129839728,18.962558470088393,18.575045324720612,18.701975477831652,18.39539529247211,18.478011226706588,18.58286713771605,18.654124836662778,18.256897727506487,18.34283647749106,18.436481068724245,18.50719976139462,18.57556677690397,18.626705304504963,18.680778396843674,18.72908058501727,18.54976711986153,18.57802564050541,18.628055332839633,18.660638396190247,18.714540092418833,18.75000740853724,18.6326592010982,18.66971283305427,18.720402201570177,18.76065489589481,18.792588700059017,18.807916926057835,18.81993425524091,18.833237438646574,18.85065574011906,18.85986421549751,18.875944338541068,18.890971563093164,18.9043321318313,18.910878810512987,18.921896870734265,18.929542108285453,18.940242892444598,18.945192949305042,18.95133101981199,18.959230716554433,18.961030024404767,18.964019874282744,18.96699477491133,18.97173081671204,18.996396122410133,19.023963712412037,18.97891918415068,18.979499264966528,18.979499264966528
1,20.108,18.574399999999997,18.1272344,18.335214788,18.086719249323995,18.353528308413228,18.067921817272865,18.331091902844665,18.092583102034162,18.235677701789736,18.417292964716133,18.175714578291856,18.363146264197546,18.148306610760507,18.29920300173195,18.413157212622835,18.19832199380235,18.29762525012463,18.4026269856174,18.496422501408443,18.350720333847878,18.259924164500138,18.35417603211063,18.240559870986758,18.352606278727556,18.216332815020998,18.269299496200407,18.34284751635239,18.158461207920304,18.25203906994013,18.326277507142525,18.261911956999672,18.291449365687676,18.324147277105297,18.246959742454774,18.27115326580286,18.313400740689396,18.35288192439423,18.287984285906344,18.306184443047282,18.25181530751548,18.274089523825293,18.305266001920263,18.319687873904904,18.287570995165854,18.311236572228697,18.30162686251201,18.28565872819945,18.294770434558455,18.309276271081984,18.174822667696542,18.269548356979413,18.29344822833868,18.295262780110342,18.295262780110342
2,17.087,21.299000000000003,19.336652,17.945438539999998,18.34133877242,17.383766054460562,17.79765064166803,17.705976708892855,18.030172432434785,17.537207189731916,17.49353709232792,18.266859884587983,17.57041347578295,17.868508186381273,18.270332056029915,17.817782136500032,18.09528129762753,17.7308506701509,18.041507331282148,17.65900942806163,17.84941302265498,18.13606545802064,17.77656311966159,18.137428410473433,17.714402705845025,17.898051792199535,18.043342342017947,17.765088648337226,18.353437595382005,18.00464859080367,17.727942647171524,17.815123794228093,17.803473813520444,17.898577284877074,17.999099430040026,17.987242137449506,18.104536568288168,17.950150763785828,18.03288774851011,17.963428871025013,18.033529580217586,17.950171225254973,18.03749731442564,17.981893335910232,18.022944402551133,17.932777125317966,17.963239793942012,17.9838585949723,18.00937430199744,17.953995307581458,18.127581504663038,17.78259301093455,17.8255503017924,17.824811751490607,17.824811751490607
3,20.155,18.3406,17.800657599999997,18.677863551999998,18.329603058495998,17.778555454774526,17.98768257475437,18.267266522611056,18.40695879993784,18.10506972514225,18.30391296180345,18.0010423155918,18.209976210979395,18.338347781054754,18.01623000191354,18.15097251179299,18.281234298526446,18.378670115003068,18.13369724833289,18.24486889967458,18.327004536988575,18.210188409952895,18.309373801045297,18.163970718008713,18.28343247492819,18.362038310981205,18.24424123827373,18.320671588742783,18.083228308184445,18.18267334939159,18.261566415415924,18.299435087107607,18.329124125713882,18.253989891451035,18.29961413405621,18.323734150313477,18.227853264856268,18.27025049302943,18.30794548316884,18.266416028337154,18.29852195585542,18.320799692385155,18.249981097614608,18.26522124883369,18.284119036345352,18.308440488872865,18.295980167406245,18.305275266569215,18.28452389023637,18.299487699114476,18.37741921575167,18.17052067417984,18.196318905415502,18.198277586510084,18.198277586510084
4,14.393,14.393,15.812,16.188005,16.049789615,16.62309338582,16.42684516786784,16.164479141212887,16.033389684763133,16.768922017144952,16.538457581481893,16.381839178033715,16.770921777764446,16.61397894043199,16.44296356201873,16.691815857611548,16.5423928268668,16.742624399869726,16.60634618467728,16.81461214452003,16.710482822305668,16.645593303281107,16.83671104481377,16.75118115824529,16.96969028875057,16.861469296623046,16.7923521563176,16.936378070064897,16.791405520071198,16.96428205510778,17.10143077290347,17.0472621574454,17.00479396292627,16.957781671593597,16.896226911475352,16.86368496162617,16.80685920750877,16.88575430494358,16.835899218844705,16.931470226656256,16.8883162328031,16.93037243800946,16.8872371065633,16.915283209710797,16.89006037761369,16.93559859270471,16.927970796926598,16.915295942941963,16.902684463227256,16.930606987521436,16.824027494045538,17.292907146837308,17.25520835392842,17.252346145574496,17.252346145574496
5,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18
6,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649
7,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057
8,11.45,12.206,12.559976,12.810928520000001,12.975637023960003,13.236252936797282,13.387062678359122,13.588681592850795,13.689419154979836,13.778920394976268,13.89251511666357,13.96971151314713,14.06479949637186,14.123222729611316,13.917384579431245,13.761939350927076,13.839163293116815,13.896926801874741,13.958005047366006,14.012564769760877,14.052874484661158,14.077993999090646,14.122466305137023,14.151429984457227,14.199344185389792,14.083871729603421,14.108123321174526,14.141798388327544,14.187865880192874,14.224448317943615,14.25347038522587,14.197400977521355,14.209442561881012,14.222772595767154,14.24022605346874,14.249453114773647,14.265565693133853,14.203623247884908,14.218550782927208,14.225865275097936,14.238175565421272,14.246717458636216,14.2586732618394,14.264203875744684,14.271061836987236,14.279888033106403,14.271398369007084,14.274791377162048,14.278167420276237,14.255542080914028,14.284709313515638,14.14580855715337,14.156263045910377,14.157056782864467,14.157056782864467
9,7.569,8.9946,9.262197600000002,9.451911852,9.630327639396,9.912632390995729,10.075992740588104,10.204090677052239,10.268093966950373,10.324958295296897,10.3971303406531,10.446176825785422,10.506590673684235,10.543709689221076,10.584157043151054,10.394202149432536,10.43806400971942,10.47087268121401,10.505564065703599,10.536553042089901,10.559448261280036,10.573715709964194,10.59897520875602,10.615426076449559,10.642640511862586,10.660547610364357,10.671984277274156,10.68786490618319,10.709589606530749,10.726841305417272,10.740527653200582,10.677097100136569,10.683367546534384,10.690308930696766,10.699397516360042,10.704202348647362,10.712592694628473,10.720433655346646,10.727404982239712,10.730820932417314,10.736569976566221,10.740559136847427,10.746142631521021,10.748725490468853,10.751928235564165,10.75605016850183,10.756989017996323,10.758549072906343,10.76010132754181,10.734572516921475,10.748618471210774,10.592817166121446,10.599007542961866,10.599477535418904,10.599477535418904
10,7.007,11.283800000000003,11.377092800000002,11.695233056000003,11.719239110688003,11.757223548077185,11.779203875846394,11.808589575862209,11.823271947248404,11.836316638993766,11.852872925011372,11.864124201485541,11.877983153941445,11.88649826578131,11.780276899316148,11.794560454659232,11.808369025106382,11.81869783580085,11.829619361324399,11.839375296451557,11.846583158704139,11.851074830260425,11.859027013917142,11.864206068430043,11.872773704324242,11.815411208742624,11.82077569489783,11.828224667101917,11.838414861077108,11.846506947745407,11.852926669835592,11.82600813643888,11.828904006255856,11.83210973414325,11.836307100523813,11.838526108217003,11.842401007728013,11.813022185557996,11.816901741846838,11.81880272442837,11.822002078113089,11.82422205317573,11.827329278271744,11.828766644045569,11.830548977605112,11.832842840896246,11.828865312373559,11.82975598581169,11.830642205882633,11.820053068235572,11.827904839369678,11.763180502240564,11.766350155711438,11.766590805555726,11.766590805555726
