,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,1344.559,1331.1739432372146,1319.2413586765792,1303.4975768791612,1286.654843694414,1273.8496742154518,1264.9621197273832,1252.431712923108,1247.423077882316,1252.6103461810108,1265.9892796640327,1326.013625402132,1318.1192605984652,1312.8611492989464,1309.0503485254762,1310.984012526145,1377.147434548311,1370.2755449055048,1370.2755449055048
1,1376.686,1362.980995642276,1350.7631824270861,1334.6429616471971,1317.3966734431626,1304.282568426621,1295.1915758076261,1285.2884700503691,1297.1128572771624,1292.223921366146,1287.766840875554,1435.5596831612927,1426.9678357529233,1421.2686802706417,1412.762598215958,1408.5294493936433,1397.3012148453597,1390.3286827872848,1390.3286827872848
2,1365.557,1351.9627164845836,1339.8436092993245,1323.8540392601976,1306.7498047353777,1293.742616398354,1285.0274793726037,1275.549376191264,1387.0306495898967,1381.492585014443,1375.9775181719297,1363.651700990225,1355.4909664347092,1350.0774016864325,1341.9974786620937,1337.9829254570197,1332.791354310144,1371.8407256581131,1371.8407256581131
3,1304.192,1291.208652230991,1279.6346963825117,1272.4513978116574,1256.015021123984,1243.5399118753353,1236.0380640580397,1257.0067614522804,1434.9437011995963,1429.2125303186656,1423.504269727172,1410.7438759863287,1402.3007192604052,1396.6999924779464,1388.3407929151685,1384.1802608435698,1373.144871957626,1385.2204173439013,1385.2204173439013
4,1082.399,1100.7762705942425,1091.1127975065438,1486.2804782660448,1467.0743379104545,1452.4694371353517,1442.33261610603,1425.4493758264182,1415.6949854039515,1410.0406939708837,1404.4090257404514,1391.8198661168892,1383.4898502678316,1377.9642062433059,1371.1281271521018,1367.0276449878318,1371.4405794749903,1367.9313221143598,1367.9313221143598
5,1071.698,1233.3549394377485,1222.3001448963773,1308.004821613089,1291.1025264529355,1278.2511186007243,1269.3323786830515,1254.1876825318427,1372.7338378666393,1367.2514090149132,1361.7908570359252,1349.583963317373,1341.5069456513743,1336.1766799335096,1345.9911929314462,1341.9823708486194,1365.005370832261,1358.4798131511013,1358.4798131511013
6,1046.917,1489.3414979371096,1475.9909158323849,1458.3761162542878,1439.5305898699157,1425.1998904060288,1415.2534054339162,1398.3635203082467,1388.6043552175204,1383.0583557318446,1377.5344910142774,1365.186568645182,1357.0627205599214,1352.5846683563516,1388.512128854178,1384.35084652552,1373.313467680468,1366.495549820438,1366.495549820438
7,1133.999,1125.0698449002116,1160.50262882399,1146.6694049374748,1385.6004904608087,1371.8066715968394,1362.232924451215,1345.9759644629685,1336.582490725603,1331.2448339233115,1325.9284917496293,1314.0492206429658,1306.3595758703777,1308.0909303698713,1370.6278360330382,1366.5204166839371,1355.6259502132486,1348.8635787366395,1348.8635787366395
8,1092.164,1082.0535305654216,1479.5360823772082,1461.8789740033803,1442.9881697695719,1428.6230496835994,1418.6526673841622,1401.722166983343,1391.9395268848612,1386.3801308241327,1380.842939013503,1368.4652966904623,1360.3320118563402,1391.3704313622309,1383.083486319,1378.9384556554423,1367.9453463001123,1361.1219949248868,1361.1219949248868
9,1136.306,1125.0250772663221,1251.3142455499096,1239.197847252916,1223.2266024163143,1359.3458761165186,1349.8590444449987,1333.74964964891,1324.4416294127545,1319.1528466834818,1313.8851873735794,1302.1082888332103,1294.3965349886776,1384.2421161138993,1375.95747120511,1371.834414598181,1360.8983846347587,1354.1118793020462,1354.1118793020462
10,1249.526,1237.0871574630387,1228.1150493223336,1219.0060647484029,1203.3489190897164,1481.3793281633396,1471.040730035628,1453.4850070614234,1443.3410843760075,1437.5763743130888,1431.8346885252142,1418.9996022833914,1410.5068613050098,1404.8733152243647,1396.4651742215249,1392.280026637938,1381.179436016877,1374.2874316364528,1374.2874316364528
11,1281.026,1268.274138631474,1256.966483426592,1247.5182515482948,1231.4300031162907,1253.8761700606601,1246.0168821867117,1280.4225104405273,1271.557359797687,1276.2211847883138,1281.0215854446749,1393.3968057524978,1385.0574117384053,1379.5255627831534,1371.2699485329874,1367.1620133625518,1356.2651502195317,1349.5023086839497,1349.5023086839497
12,1248.167,1235.7504071557698,1224.67960753202,1215.6692287520689,1200.0346432841898,1334.8966944543583,1325.5864336352802,1309.7961910267527,1300.6685541290428,1305.138437497326,1309.7015853188175,1384.7210657498074,1376.4340570595546,1370.9388824656105,1366.6179261706413,1362.523972076891,1359.0768799671366,1352.3005368130705,1352.3005368130705
13,1418.257,1404.1380816716367,1391.5512701366779,1375.0247478069687,1357.2562986623898,1343.8118566368357,1334.434072522594,1318.510039688785,1309.312815889632,1311.7462793874765,1314.2181353945512,1329.1545747924608,1321.212198461374,1315.9451088890412,1347.7087225114822,1343.6710047548625,1375.7869521977032,1368.927135796009,1368.927135796009
14,1530.888,1515.6478265745407,1502.0614323334896,1484.135501488839,1464.9570791350961,1450.373255924729,1440.2510502592988,1423.0627780820582,1413.1312220496484,1407.8633535523243,1402.6276841900176,1392.1713252120614,1383.8405285627114,1378.3135957597858,1378.44186912749,1374.3118462976631,1392.5329216731784,1385.584243325811,1385.584243325811
15,1509.49,1494.462856182933,1481.066374757427,1463.3910154726452,1444.4806851298913,1430.100716829838,1420.1200009026159,1403.1719890214997,1393.3792794175656,1387.814164931496,1382.2712775349387,1369.9410880373932,1361.7423343184478,1356.3038255458682,1348.1894681647482,1344.1496472757042,1399.2726942745396,1392.2905091447774,1392.2905091447774
16,1537.339,1522.034606096774,1508.3909602284002,1490.3894914084838,1471.1302661351071,1456.484998063787,1446.3201522943414,1429.0594739896503,1419.086031911652,1413.41820461328,1407.773022627811,1395.1536630335793,1386.8037661635888,1381.2650021718393,1372.9981992895712,1368.8838647704831,1381.6911035441854,1374.7965958377856,1374.7965958377856
17,1574.023,1558.3534124823886,1544.384201787366,1525.9531817219597,1506.2343793742336,1491.2396356953673,1480.832222136624,1463.1596453463972,1452.9482379172916,1447.145172820726,1441.3652851893626,1428.4447658796716,1419.8964589966222,1414.2254148192515,1405.761313283475,1401.548398068854,1390.3745560765108,1383.4376559770628,1383.4376559770628
18,1427.408,1413.1981914279515,1400.5306483697575,1383.8168855563054,1365.9351708011557,1352.337789543138,1342.9003072320547,1326.8768953513465,1317.63466476304,1312.3760166527506,1307.138363616035,1295.4300028811156,1349.4981108165377,1344.1086612877452,1336.0671485679509,1332.0660109286455,1341.3214381666562,1356.7634560406007,1356.7634560406007
19,1596.593,1580.6987254287224,1566.5292094742554,1547.8339060261562,1527.8323547167013,1512.622600606074,1502.0659545875633,1484.1399697733395,1473.7821050313064,1467.895813410157,1462.0330316612815,1448.9272807950626,1440.2554220626837,1434.5030361473837,1425.9175068074899,1421.6440306136703,1410.3091917535255,1403.2720890813432,1403.2720890813432
20,1651.124,1634.68686279144,1620.0333926454457,1600.6995585309037,1580.0148621779363,1564.285624954577,1553.3684208827392,1534.8301811745603,1524.1185476747735,1518.0312121004101,1511.9681893686743,1498.414779704163,1489.4467373018053,1483.4978810767245,1474.6191166107662,1470.1996816436645,1458.4777061527434,1451.1998878215552,1451.1998878215552
21,1516.673,1501.5743386023596,1488.1141002878928,1470.354619965394,1451.3542780941932,1436.9058723976711,1426.877656072764,1409.848996851503,1400.0100441072445,1394.4186500146923,1388.8515490284685,1376.4060700145274,1368.1784087569213,1362.7222741473868,1363.6656552967256,1359.5991755229518,1348.7642218198416,1362.0451073646036,1362.0451073646036
22,1364.563,1350.9788010209306,1338.8686571617548,1322.891701021445,1305.7989846236321,1292.8019984935843,1283.9720885711783,1298.6639113184863,1289.6095771771081,1284.4764369983016,1279.607748372152,1318.7226561096877,1310.8554212178274,1305.6675198730925,1329.2539538407914,1351.7669969199874,1340.9956695794494,1381.9118120733713,1381.9118120733713
23,1325.811,1312.6142443280473,1300.8491868319318,1285.3262736857391,1270.0208311657411,1257.4010360971179,1249.8749492244406,1452.2451807808372,1442.1099248444548,1436.3501400256364,1430.6133757864338,1417.789362991612,1409.3039371398181,1403.6756588475632,1395.2790130115231,1391.0977140603663,1380.0069327829337,1381.293193024729,1381.293193024729
24,1295.939,1283.0415649147815,1271.5435177112583,1256.4037964703905,1278.6744790759715,1265.9698400264715,1257.2108800794676,1397.8349644497503,1388.0794253575268,1382.5354305817193,1377.013598513237,1364.6701751506168,1356.502884160358,1351.1030910664738,1381.3175422226643,1377.1777711283182,1366.2029494342805,1360.2537998904436,1360.2537998904436
25,1237.754,1225.4698102489806,1214.5364802021631,1200.2495429321623,1408.689473678762,1394.665801221023,1384.9329730477546,1368.4116933859327,1358.8615631425635,1353.4342925833125,1348.028770456451,1335.9451784876933,1327.9507767497687,1322.726864044983,1409.5882918188463,1405.363784268687,1394.1591074130156,1387.2022694724628,1387.2022694724628
26,1205.952,1194.3772519057125,1184.1212440773759,1170.9007276119385,1491.863458056602,1477.0117786209491,1466.7036617742058,1449.199698324645,1439.0856829587394,1433.3379689860985,1427.6132114060495,1414.8159668391954,1406.3482650025574,1400.7314921263385,1392.3517848946858,1388.1789351730147,1377.110994920733,1371.3790353349507,1371.3790353349507
