,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,10,0,3,0,6,0,minizinc_fw,0,5000,0,5000,3,5.37,2.81,7300.0,3816.55,65233.0,0.48,0.11,0.0,0.003275,4.592499999999999
1,10,0,3,0,6,0,minizinc_fw,0,,,,3,5.37,2.87,7300.0,3902.58,65233.0,0.47,0.11,0.0,0.003175,3.0975
2,10,1,3,0,6,0,minizinc_fw,0,5000,0,5000,3,5.37,2.81,7300.0,3816.55,65233.0,0.48,0.11,0.0,0.0029499999999999995,4.585000000000001
3,10,1,3,0,6,0,minizinc_fw,0,,,,4,5.37,2.77,7300.0,3764.83,65233.0,0.48,0.11,31.74,0.00332,3.7939999999999996
4,10,50,3,0,6,0,minizinc_fw,0,5000,0,5000,3,5.37,2.81,7300.0,3816.55,65233.0,0.48,0.11,0.0,0.003175,4.7425
5,10,50,3,0,6,0,minizinc_fw,0,,,,11,5.37,2.8,7300.0,3799.28,65233.0,0.48,0.11,508.03,0.004025,4.124999999999999
6,100,0,3,0,6,0,minizinc_fw,0,5000,0,5000,7,2.36,1.21,35326.0,18116.58,717690.0,0.49,0.06,0.0,0.00675,86.6075
7,100,0,3,0,6,0,minizinc_fw,0,,,,17,2.36,1.33,35326.0,19923.99,717690.0,0.44,0.06,0.0,0.004233333333333334,65.55611111111111
