,0,1,2,3,4,5,6,7,8,9,10,11
0,17.8,17.0,17.0,17.0,16.3,17.8,17.8,31.3,31.3,31.3,27.5,27.5
1,17.0,17.0,16.3,17.0,16.3,15.8,15.8,18.9,18.9,17.8,17.8,17.8
2,15.8,15.8,15.8,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
3,14.6,14.6,14.6,24.5,24.5,50.9,50.9,42.7,42.7,50.9,50.9,50.9
4,15.4,15.1,14.8,15.4,15.4,17.0,17.0,16.3,17.0,17.0,17.0,17.0
5,14.8,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
6,14.3,36.3,36.3,31.3,36.3,31.3,42.7,36.3,36.3,36.3,36.3,36.3
7,14.4,14.8,15.8,15.4,16.3,15.8,31.3,27.5,24.5,24.5,24.5,24.5
8,14.6,14.6,17.0,16.3,16.3,15.8,18.9,17.8,17.8,17.8,17.8,17.8
9,14.8,14.8,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5,27.5
10,14.6,14.5,17.0,17.0,36.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
11,15.4,15.1,15.1,14.8,22.1,20.3,20.3,24.5,24.5,24.5,22.1,22.1
12,20.3,17.8,17.8,17.0,17.8,17.0,17.0,27.5,27.5,24.5,24.5,24.5
13,22.1,20.3,20.3,18.9,17.8,17.8,17.0,20.3,20.3,20.3,20.3,20.3
14,24.5,24.5,22.1,22.1,20.3,18.9,18.9,17.8,17.8,17.8,18.9,18.9
15,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9,22.1,22.1
16,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.0,17.8,17.8
17,36.3,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
18,50.9,36.3,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
19,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9,18.9
20,27.5,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8
21,61.6,50.9,42.7,36.3,36.3,31.3,31.3,24.5,24.5,24.5,24.5,24.5
22,50.9,50.9,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
23,42.7,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
24,22.1,20.3,20.3,18.9,17.8,31.3,31.3,27.5,27.5,24.5,24.5,24.5
25,17.8,17.0,17.0,16.3,15.8,24.5,31.3,27.5,27.5,31.3,31.3,31.3
26,17.8,17.8,17.0,17.0,16.3,16.3,17.8,17.0,17.0,17.8,17.8,17.8
27,24.5,22.1,20.3,20.3,20.3,17.8,20.3,18.9,18.9,18.9,18.9,18.9
28,24.5,22.1,20.3,20.3,18.9,17.8,17.8,17.8,18.9,18.9,18.9,18.9
29,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,22.1,24.5,24.5,24.5
30,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.8,17.8,17.8
31,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9,17.8,17.8
32,50.9,50.9,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
33,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.8
34,61.6,50.9,50.9,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
35,182.1,144.6,115.5,115.5,92.8,75.2,75.2,61.6,61.6,50.9,50.9,50.9
36,230.4,230.4,144.6,144.6,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6
37,115.5,92.8,75.2,61.6,61.6,50.9,50.9,36.3,36.3,36.3,36.3,36.3
38,92.8,75.2,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3
39,61.6,50.9,50.9,42.7,36.3,36.3,31.3,36.3,50.9,50.9,61.6,61.6
40,20.3,18.9,17.8,17.8,17.0,17.0,16.3,16.3,17.0,17.0,17.0,17.0
41,50.9,50.9,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
42,50.9,42.7,36.3,36.3,31.3,31.3,27.5,24.5,27.5,31.3,31.3,31.3
43,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.8,18.9,18.9,18.9
44,24.5,24.5,22.1,22.1,20.3,18.9,18.9,17.8,17.8,18.9,18.9,18.9
45,27.5,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8
46,20.3,20.3,18.9,17.8,17.8,27.5,24.5,24.5,24.5,22.1,22.1,22.1
47,17.0,16.3,16.3,15.8,15.8,20.3,20.3,20.3,20.3,18.9,18.9,18.9
