,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,55.569,52.338532906488474,50.782956508629994,49.80914606512423,48.69750950918129,47.6895072568716,47.008048266014825,46.44995353021276,45.80537950946788,45.60834694248539,45.21184182296104,45.01492037651596,45.506550548568214,45.41559170304679,45.59388888510251,47.139383524436745,48.58675555812675,52.07242442024157,52.893641928422085,53.568346349344836,58.89646149792942,59.51553268029471,63.06898851877616,62.78103431126255,62.721512889663074,62.608608665969285,62.45649173421438,62.40056918948327,62.35661062153639,62.306445355235034,62.26813385214348,62.1816863653382,62.1670366710462,62.13712526810471,62.11767465455713,62.07838616951511,62.05418248847232,61.96050953977563,61.87681893377636,61.82843227602112,61.777552749326205,62.1730027392607,62.1730027392607
1,56.423,56.06368127092366,55.89065745793319,55.78234236887855,55.658697142688645,55.54657896357658,55.47078157223211,55.40870575304938,55.39792398845561,55.394628232365314,55.59817013891965,56.57355650174094,64.03960851471598,63.738993048166975,66.12976669765845,65.75728499209046,65.38535541657957,66.92800273387653,66.6926474162063,66.49929069772196,68.7636080587026,68.53836710776594,68.10977384025493,67.64558551285283,67.54954856814912,67.41920145290548,67.17357364782404,67.0832738254545,67.01229259782421,66.93128922685969,66.86942648544633,66.7298371169663,66.70618181303303,66.6578829670948,66.62647547380618,66.56303517012324,66.52395275516227,66.3726962150886,66.23778800564976,66.16360359440284,66.08559722017716,66.05661572161844,66.05661572161844
2,38.011,38.48926704042286,38.71956838645726,38.86373993356386,39.02831648247985,39.17755008864165,39.27843933013283,39.41251311547097,39.86482062862129,40.002579184807274,41.24984957476172,49.24609320972042,60.3787105684118,60.58070330384252,67.37162362604258,66.86547904694375,66.3618764357329,65.89001227480738,65.62587161608413,65.40687106272892,64.77466193905784,64.56082246331366,63.68622001828679,63.73484676170689,63.7447085933598,63.63193946163873,63.6576234272707,63.66706558929933,63.674487710790686,63.68295779338266,63.68942644429062,63.70402254647637,63.706496053142416,63.711546401162785,63.71483051216945,63.721464120196586,63.72555075608188,63.746155815320634,63.7844105219867,63.858942826973745,63.93354375642037,64.0174596614797,64.0174596614797
3,43.564,43.564,43.564,43.564,43.564,43.564,43.62499624653826,43.92619046248617,45.61971085360981,46.10994403311323,54.62188083314727,66.8835578022361,66.083535341732,65.9183856033834,65.58798816451056,65.09574217454275,64.6075643552783,64.06442493899827,63.82575986674452,63.627881270004536,63.15811950112453,63.204526881265515,63.15061505067749,63.17094940315606,63.17509146676177,63.05946316193215,63.07050010832287,63.074557606203676,63.07774704969459,63.081386824363044,63.08416654126169,63.090438796864504,63.09150171529624,63.09367195727343,63.09607560896649,63.0989252637046,63.10191746703244,63.13675865612531,63.25714440707079,63.39209561197327,63.57177825210815,64.1958241652079,64.1958241652079
4,33.344,33.344,33.344,33.344,33.344,33.344,33.72900249898312,35.18283859408502,47.84552088192569,49.80986257260272,62.323942296981755,61.45289863027554,60.43782519567818,65.70954989230528,65.26830820731476,64.78087821711331,64.2982445495039,63.76266273403222,63.52545530939083,63.32737648044918,62.89249509105193,64.13819362659102,63.8802777681894,63.66329493675568,63.61833632375013,63.49701003373898,63.38224250117352,63.3400506662507,63.30688528275148,63.26903713680562,63.24013228954132,63.17491032744501,63.16385758500973,63.14129035418564,63.132428090931775,63.104786094740774,63.09376393259089,63.15247285728355,63.81879151356409,63.968728404046814,64.18541488740637,64.99279524564373,64.99279524564373
5,19.124,19.124,19.124,19.124,19.124,19.210507852928387,21.018915628450248,32.04366630279922,60.41557945924476,65.4404417602648,64.10644728807003,62.94264168431554,61.797685379782564,64.27083565102363,63.84011005315113,63.376143897625845,62.91772116571036,62.43849912399919,62.2031458355231,62.00761055042274,61.54099070210975,64.5008719172442,63.63016617299035,63.37227495220326,63.31884016422356,63.19955850696332,63.06306247372815,63.01288261908508,62.97343815960101,62.92842436805705,62.89404707593747,62.82087357293407,62.80847333449001,62.78162980170098,62.79108328914649,62.768404769337295,62.78101741588345,63.66541278616166,64.66035327609953,64.59123696939665,64.51855980723901,64.42882602550908,64.42882602550908
6,45.493,45.493,45.493,45.493,45.58425614472222,46.12652624825532,59.481697234151476,75.97959196890581,73.77571412246151,73.10203554494298,71.59883856478905,70.28483173021867,68.98100490431663,68.48687818271287,68.02576319145714,67.5096392333533,67.00070932002468,66.43220707444715,66.16525318103908,65.94392015847725,65.27795929851976,65.08292295920897,64.1936079,64.0659759359973,64.03953072814919,63.924942762446086,63.85759302461731,63.832833330328796,63.813370684110545,63.791160023571116,63.776144315806484,63.76550194170464,63.76369844766572,63.7519553160898,63.927928059448725,63.96427265172454,64.19554620731874,65.6071368465189,65.47686046461803,65.39516134666637,65.30925310985862,65.19808369893441,65.19808369893441
7,52.842,52.842,52.842,52.842,53.41800009442549,55.89620291164027,75.43146489671,73.58393845223078,71.45012949049782,70.79786948055406,69.34230503029902,68.06993576596152,66.80742393143298,66.32895484229613,65.90324503493771,65.44362582272232,65.00083020778457,64.4527370205214,64.1935938,63.99093262933129,63.725652420064144,63.616093082029074,63.59269380485637,63.519320138500554,63.50411719249467,63.50259582306674,63.46364234198036,63.45215320857345,63.443122041376974,63.432815725029954,63.43523444101498,63.52060710934405,63.536247953991136,63.53806762653454,63.80147211574158,64.16721941120541,64.64857533001495,64.501346958381,64.36917138160251,64.28866963650236,64.20393047992053,64.09427391531781,64.09427391531781
8,47.426,47.426,47.426,47.50301017814498,50.110762709556646,68.91757971118447,66.92144618211069,65.2897588354911,63.41376202627099,62.84030970725806,61.55456402295448,60.45059161819776,61.40931132750795,61.01810845570951,60.83669559791082,60.8987076650081,63.54496921596632,63.06985430605827,62.81873294463492,62.61562519474883,62.27214203214943,62.15055702972809,61.90032115782342,61.81586620742721,61.79537713749715,64.01503121068598,63.96208874737598,63.94828814598202,63.94476245860768,63.940738964342735,63.97349478060373,64.16324839891699,64.19588469600104,64.22388117147858,64.19359320000001,64.90912335225701,64.87698333098318,64.73034695077916,64.59823103178083,64.51746401955454,64.43276350929939,64.32692911465699,64.32692911465699
9,27.969,27.969,27.969,28.45508091014851,47.95086633140868,75.81731694788145,73.61615652512282,71.816460226222,69.73934321494629,69.10441272832541,67.68649207543,66.45044273413237,65.40522957737734,64.94553171689626,64.51985842713987,64.05569689099526,65.30829024142213,64.76384296408368,64.50520297889385,64.291742500844,63.64977284450188,63.51081180542877,63.33658505939431,63.13819830160627,63.088122494576616,63.76740339883145,63.684829545175546,63.64604659231951,63.66634667062411,63.69041256591556,63.77632754726769,64.10965422557155,64.14711936735831,64.39866706382918,64.36861973222709,64.3076594318212,64.27026971320815,64.12671131267054,64.20075542096733,64.12110130535754,64.15159281637219,64.14904216285416,64.14904216285416
