,0,1,2,3,4,5,6
0,36.3,31.3,31.3,27.5,24.5,31.3,31.3
1,22.1,20.3,20.3,20.3,20.3,42.7,42.7
2,17.8,17.0,17.0,17.0,17.0,18.9,18.9
3,17.8,92.8,75.2,61.6,61.6,50.9,50.9
4,14.6,31.3,31.3,61.6,61.6,61.6,61.6
5,15.1,15.8,15.8,61.6,50.9,50.9,50.9
6,15.8,15.8,15.8,20.3,20.3,20.3,20.3
7,20.3,18.9,18.9,17.8,17.8,17.8,17.8
8,31.3,27.5,27.5,24.5,24.5,24.5,24.5
9,18.9,17.8,17.8,24.5,36.3,36.3,36.3
10,17.0,16.3,15.8,20.3,61.6,61.6,61.6
11,17.8,17.8,17.0,17.0,20.3,20.3,20.3
12,36.3,31.3,31.3,27.5,24.5,24.5,24.5
13,31.3,31.3,31.3,27.5,24.5,24.5,24.5
14,61.6,50.9,50.9,42.7,36.3,36.3,36.3
15,42.7,36.3,36.3,31.3,31.3,31.3,31.3
16,61.6,50.9,50.9,42.7,36.3,36.3,36.3
17,92.8,92.8,92.8,61.6,61.6,61.6,61.6
18,50.9,42.7,36.3,36.3,31.3,31.3,31.3
19,50.9,42.7,36.3,36.3,31.3,31.3,31.3
20,24.5,22.1,22.1,20.3,20.3,20.3,20.3
21,36.3,31.3,31.3,27.5,24.5,24.5,24.5
22,36.3,36.3,31.3,31.3,27.5,24.5,24.5
23,61.6,50.9,50.9,36.3,36.3,36.3,36.3
24,144.6,115.5,115.5,92.8,75.2,75.2,75.2
25,31.3,27.5,24.5,24.5,22.1,22.1,22.1
26,24.5,24.5,22.1,22.1,20.3,20.3,20.3
27,144.6,144.6,115.5,115.5,92.8,92.8,92.8
28,144.6,144.6,115.5,115.5,92.8,92.8,92.8
29,24.5,22.1,22.1,20.3,20.3,20.3,20.3
30,42.7,36.3,36.3,31.3,31.3,31.3,31.3
31,61.6,50.9,50.9,36.3,36.3,36.3,36.3
32,50.9,50.9,42.7,36.3,36.3,31.3,31.3
33,75.2,61.6,61.6,50.9,50.9,50.9,50.9
34,115.5,92.8,92.8,61.6,61.6,61.6,61.6
35,230.4,182.1,182.1,144.6,115.5,115.5,115.5
36,230.4,230.4,182.1,144.6,144.6,115.5,115.5
37,144.6,115.5,115.5,92.8,92.8,75.2,75.2
38,115.5,115.5,92.8,75.2,61.6,61.6,61.6
39,75.2,61.6,61.6,50.9,42.7,42.7,42.7
40,144.6,144.6,115.5,115.5,92.8,92.8,92.8
41,115.5,92.8,92.8,75.2,61.6,61.6,61.6
42,36.3,36.3,31.3,31.3,27.5,24.5,24.5
43,92.8,92.8,75.2,61.6,61.6,50.9,50.9
44,20.3,20.3,20.3,18.9,17.8,17.8,17.8
45,17.8,17.8,75.2,61.6,50.9,50.9,50.9
46,15.8,15.4,24.5,24.5,61.6,92.8,92.8
47,16.3,15.8,16.3,15.8,17.0,17.0,17.0
