,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.18,0.0,0.0,0.0,106140588.0,2619200.0,1910387446.3,0.0
1,1.17,0.02,0.04,138838.18,106140588.0,2577584.98,1842459353.18,0.0075
2,1.16,0.02,0.05,205500.27,106140588.0,2557026.08,1814111743.7,0.0043
3,1.14,0.04,0.07,292880.69,106140588.0,2526494.78,1783140874.53,0.0057
4,1.13,0.05,0.08,363173.08,106140588.0,2501330.69,1759384036.27,0.0051
5,1.12,0.05,0.09,432606.15,106140588.0,2481380.0,1742282188.79,0.0042
6,1.11,0.06,0.09,473845.39,106140588.0,2464050.01,1731846457.33,0.0034
7,1.11,0.06,0.1,483328.45,106140588.0,2459121.91,1728860316.83,0.0018
8,1.11,0.06,0.1,504365.35,106140588.0,2449295.26,1723510637.94,0.0027
9,1.1,0.07,0.1,521899.33,106140588.0,2439507.87,1719530458.76,0.0026
10,1.1,0.07,0.1,540113.73,106140588.0,2429759.6,1716263717.65,0.0026
11,1.1,0.07,0.1,547250.01,106140588.0,2424900.08,1714290393.97,0.0018
12,1.09,0.08,0.1,559901.47,106140588.0,2420050.28,1712661068.22,0.0018
13,1.08,0.09,0.11,564202.84,106140588.0,2386372.18,1702833729.88,0.0065
14,1.07,0.09,0.11,568391.18,106140588.0,2376836.24,1700701804.96,0.0026
15,1.07,0.1,0.11,574831.68,106140588.0,2367338.4,1698889520.8,0.0026
16,1.07,0.1,0.11,574831.68,106140588.0,2367338.4,1698889520.8,0.001
