,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,22.1,22.1,20.3,20.3,20.3,22.1,22.1,20.3,20.3,24.5,24.5,24.5,24.5,24.5,22.1,24.5,31.3,31.3,31.3,27.5,27.5
1,17.8,17.0,17.0,18.9,17.8,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3,36.3,31.3,31.3
2,15.8,15.8,17.0,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3
3,17.0,16.3,17.0,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
4,15.8,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3
5,15.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3
6,16.3,17.0,17.0,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3
7,16.3,15.8,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3
8,16.3,16.3,20.3,20.3,18.9,18.9,31.3,31.3,27.5,27.5,27.5,24.5,24.5,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
9,15.8,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3
10,17.8,17.8,17.8,17.8,24.5,24.5,24.5,22.1,22.1,22.1,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
11,17.8,17.8,17.8,17.8,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
12,27.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
13,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3
14,31.3,27.5,24.5,24.5,22.1,22.1,22.1,24.5,22.1,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
15,31.3,24.5,24.5,22.1,22.1,22.1,20.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
16,92.8,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,36.3,36.3,36.3
17,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
18,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
19,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3
20,36.3,31.3,31.3,24.5,24.5,24.5,22.1,22.1,24.5,27.5,27.5,24.5,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
21,22.1,20.3,20.3,20.3,18.9,24.5,22.1,22.1,24.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3
22,24.5,24.5,22.1,22.1,22.1,24.5,24.5,24.5,24.5,27.5,24.5,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3
23,22.1,22.1,20.3,20.3,20.3,20.3,24.5,22.1,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,36.3,36.3,36.3,36.3,36.3
24,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,36.3,31.3,31.3,31.3,31.3
25,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
26,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,27.5,36.3,36.3,31.3,31.3
27,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
