,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,22.1,22.1,20.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,24.5,22.1,22.1,22.1,22.1,22.1
1,17.8,17.8,17.8,61.6,50.9,50.9,61.6,61.6,61.6,61.6,61.6,50.9,50.9,61.6,61.6,50.9,50.9
2,15.8,15.8,15.8,20.3,20.3,18.9,20.3,22.1,22.1,22.1,24.5,24.5,24.5,42.7,42.7,42.7,42.7
3,17.0,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,22.1,20.3,22.1,22.1,22.1,22.1,22.1
4,15.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7
5,15.8,22.1,31.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1
6,16.3,15.8,61.6,50.9,50.9,50.9,42.7,42.7,50.9,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9
7,16.3,15.8,22.1,22.1,20.3,20.3,20.3,20.3,20.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
8,16.3,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,24.5,24.5,24.5,42.7,36.3,36.3,36.3,36.3
9,15.8,20.3,20.3,20.3,24.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,24.5,24.5,24.5,22.1,22.1
10,17.8,17.8,17.0,17.8,50.9,50.9,42.7,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
11,17.8,17.8,17.0,17.0,22.1,22.1,20.3,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3
12,27.5,24.5,24.5,22.1,22.1,22.1,20.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
13,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3
14,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5,27.5,27.5,42.7,36.3,36.3
15,31.3,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5
16,92.8,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
17,115.5,92.8,92.8,75.2,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3
18,92.8,75.2,61.6,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3
19,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5
20,36.3,31.3,27.5,27.5,24.5,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,42.7,42.7
21,22.1,20.3,20.3,20.3,18.9,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5
22,24.5,24.5,22.1,22.1,22.1,24.5,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3
23,22.1,22.1,20.3,20.3,20.3,18.9,31.3,31.3,31.3,31.3,50.9,50.9,50.9,50.9,42.7,42.7,42.7
24,27.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,31.3,27.5,27.5,31.3,31.3,31.3,31.3
25,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,24.5,24.5,24.5,24.5
26,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3
27,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,27.5,36.3,36.3
28,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,27.5,27.5
29,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
30,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
31,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
32,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
