,0,1,2,3,4,5,6,7,8,9,10,11
0,17.8,17.0,17.0,17.0,17.0,17.0,17.0,24.5,24.5,22.1,24.5,24.5
1,16.3,15.8,17.0,20.3,20.3,18.9,17.8,18.9,17.8,17.8,17.8,17.8
2,15.1,14.8,15.4,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
3,15.4,15.1,15.1,17.8,17.8,31.3,27.5,27.5,31.3,27.5,27.5,27.5
4,14.8,17.0,16.3,15.8,15.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8
5,14.5,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
6,14.4,17.8,17.8,17.0,17.8,24.5,24.5,24.5,22.1,22.1,22.1,22.1
7,14.8,15.8,15.8,15.8,16.3,22.1,20.3,27.5,27.5,27.5,27.5,27.5
8,14.5,15.1,17.8,17.0,17.0,17.8,17.0,17.8,17.8,17.8,17.8,17.8
9,14.6,14.8,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3
10,14.8,14.6,17.8,17.8,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3
11,15.8,15.4,15.4,15.4,24.5,22.1,36.3,31.3,31.3,31.3,31.3,31.3
12,18.9,17.8,17.0,17.0,17.0,17.0,22.1,22.1,22.1,22.1,22.1,22.1
13,24.5,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,18.9,18.9,18.9
14,36.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
15,36.3,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
16,31.3,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
17,61.6,50.9,42.7,36.3,31.3,31.3,27.5,24.5,27.5,27.5,27.5,27.5
18,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,24.5,24.5,24.5,24.5
19,24.5,22.1,20.3,20.3,18.9,17.8,17.8,17.8,22.1,22.1,22.1,22.1
20,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,20.3,18.9,20.3,20.3
21,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,18.9,20.3,20.3
22,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
23,27.5,24.5,22.1,20.3,20.3,20.3,18.9,18.9,18.9,20.3,20.3,20.3
24,31.3,27.5,24.5,24.5,22.1,22.1,20.3,22.1,20.3,24.5,24.5,24.5
25,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.8,18.9,17.8,17.8
26,42.7,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
27,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9,18.9,18.9
28,50.9,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
29,61.6,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
30,42.7,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
31,31.3,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
32,50.9,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5
33,50.9,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
34,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
35,230.4,182.1,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
36,230.4,230.4,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6
37,144.6,115.5,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7,42.7
38,50.9,36.3,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
39,36.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
40,31.3,31.3,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
41,36.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3
42,27.5,24.5,22.1,22.1,20.3,20.3,20.3,31.3,31.3,31.3,31.3,31.3
43,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.8,17.8,17.8,17.8,17.8
44,31.3,27.5,24.5,22.1,22.1,22.1,31.3,36.3,42.7,50.9,50.9,50.9
45,20.3,17.8,17.8,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.0,17.0
46,18.9,17.8,17.8,36.3,36.3,61.6,75.2,61.6,61.6,61.6,61.6,61.6
47,15.4,15.1,14.8,16.3,16.3,18.9,20.3,31.3,31.3,31.3,31.3,31.3
