,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,3387.814,3324.4186479689133,3262.554677240856,3207.6610339741205,3174.957264647692,3162.633666453162,3305.7613649256646,3289.2899039823124,3270.763125567894,3259.10640350204,3263.460679220189,3254.161668648741,3325.170123824971,3320.0943549003086,3459.8180079074195,3452.9177557436124,3439.1819296381645,3428.968896694288,3418.72255518003,3415.4884266248505,3412.3188861982253,3408.996803312027,3405.5930195087153,3398.7941506047173,3395.4029184541123,3388.962114630123,3363.6695420984624,3362.4223195563645,3432.869299629479,3427.2924493006794,3419.8807879602564,3413.052630171124,3407.535170420507,3405.699504250086,3400.2040818252085,3398.3757467433834,3398.3757467433834
1,3086.415,3028.3700695824036,2971.4224748895367,2921.4751775244376,2962.2717664578245,3308.147043566562,3380.907590111162,3364.045006070714,3344.3645366379255,3327.716321394739,3346.9037415534244,3333.5710303282713,3394.963936382158,3378.040407621746,3485.119319426942,3478.1551526134076,3464.268555265902,3453.902610458997,3443.5557953440616,3441.6079545487173,3439.684917594169,3436.2806926765743,3432.847483983898,3425.989291827414,3422.569971535587,3418.715789647487,3412.0572133261403,3408.6937171128143,3461.9613707782787,3460.3980829964394,3458.3204658947607,3451.465578121437,3449.9337462406847,3449.424156494444,3447.89844275635,3447.3908883135937,3447.3908883135937
2,3132.611,3073.626040062904,3015.7504944570223,2968.0630972931863,3124.1178312283305,3442.464000533749,3415.0219426300723,3397.9813432139904,3377.765212474734,3361.960578852251,3356.3781220421047,3350.032300222909,3425.2825618686616,3408.1916850118737,3414.87514075928,3408.049071219902,3394.4378408031935,3384.2658760302584,3374.249944014811,3380.904691070796,3397.317096379725,3393.9354702833452,3390.5430628130616,3383.7664966654984,3380.3879731688326,3451.8005710614684,3447.9394885587303,3444.4994490701715,3449.063970157338,3448.2408289371215,3447.1468702328543,3441.158168341259,3440.358720816991,3440.092771096174,3439.296516568515,3439.0316290519468,3439.0316290519468
3,3038.542,2981.3329505647384,2925.3171699263767,2962.691569411707,3398.5080344864923,3370.510740826435,3343.638550765188,3326.955073349828,3307.5926295213153,3308.6954442766555,3311.718454984812,3336.070422758032,3532.6538829084175,3515.0260095140356,3495.0813552934806,3488.094731642249,3474.163355203267,3463.75131412357,3455.0694268592833,3454.032755432424,3456.6269516769917,3453.178256725315,3449.7258024685893,3442.9267161074545,3439.4880403913476,3464.907606169605,3459.2396793123858,3455.780970633073,3448.0801406875735,3446.91019199456,3445.3553244641353,3444.3378068285315,3443.1790739138355,3442.7936018399214,3441.6394969091207,3441.2555644122117,3441.2555644122117
4,2755.748,2704.1384926169726,2870.355026764606,3508.235047438162,3474.2926902947647,3439.702333386056,3412.2779012419596,3395.250924759691,3375.1761148167775,3361.570813834437,3355.519185131978,3418.0961886258406,3413.9880429457767,3396.953421061092,3376.6238737272038,3379.5201771036227,3383.25881975559,3373.1243894862587,3427.320509049419,3424.2356355403695,3421.771157904829,3418.355255746924,3414.937358491177,3409.408531570553,3406.002146038982,3405.65216482505,3396.618513891026,3393.222336377135,3384.598485970519,3382.716517736115,3380.215372755622,3455.907473027484,3453.8117916875603,3453.1146278958727,3451.0273167156024,3450.3329373988868,3450.3329373988868
5,2852.761,2799.077428447181,2913.2821691028685,3452.5395932440515,3414.843016754421,3380.8448461263893,3353.8903574040482,3337.1547403391237,3317.729485718944,3314.1365921140464,3317.9778739034928,3437.786084257198,3427.52570422813,3410.423354627988,3390.014081240483,3384.2510840180835,3371.0205660054476,3378.172217885399,3455.842441202378,3452.4077187611756,3449.040794042414,3445.5961612483716,3442.1508260871233,3443.4382104207752,3439.9969802103546,3434.896219905914,3426.793334503863,3423.3669271693593,3415.4820844897217,3413.795608836785,3411.5542744524123,3439.556269901782,3437.797643891091,3437.2126072471997,3435.461005195828,3434.878305190632,3434.878305190632
6,2790.066,2738.9838257905953,3668.043631088064,3606.328901086996,3566.857114024907,3531.3451255825944,3503.189646145865,3485.708759667343,3465.2655248522747,3447.970450205935,3431.10334092455,3419.7798429692357,3409.531050069174,3392.518139682432,3373.0921943948765,3373.1213634142814,3402.9760426048288,3392.7792201008,3393.0454010819735,3389.6772976808916,3386.292948383211,3382.910328434827,3379.5976811063924,3459.1776578508607,3455.7202591930095,3450.1469607178824,3440.959129097529,3437.5888099684316,3429.7755959639458,3427.858385665132,3425.310403808815,3426.2968495316013,3424.3900650393243,3423.755740974285,3421.856572186895,3421.224781614708,3421.224781614708
7,2803.292,2770.5372944765872,3673.1652375482035,3611.218489949279,3571.6931308060985,3536.1329844838465,3507.939347155067,3490.435283572085,3470.134632737559,3452.815286285732,3440.2413079714597,3426.501393794321,3416.232690165793,3399.186123957556,3384.481066767967,3377.9510912554983,3458.513650298356,3448.148957953057,3438.883121096369,3435.9310749752726,3432.4978819002977,3429.0686680183976,3426.5761093503793,3457.1912578997876,3453.735483641888,3448.330370583088,3439.351920528811,3436.9264356082826,3429.3072785405043,3427.431110124703,3424.9376731314765,3420.0750343208865,3418.226534950244,3417.611600415294,3415.77048395853,3415.158005474571,3415.158005474571
8,2603.304,3064.5190274627744,3294.3965286274893,3238.8405782473333,3203.9531988313292,3177.5384972013208,3166.457875318547,3336.735489987144,3317.6268025273926,3311.9884080062625,3402.625006405617,3389.0354277434553,3378.879240421725,3362.0252858535123,3387.956711902148,3381.1895197670556,3484.794261005444,3474.3504190304466,3463.9452468857507,3463.4384136388653,3459.9780992252263,3456.5211041260013,3458.5943010218753,3460.620019054133,3457.1609150350787,3451.7647306469235,3439.954793997353,3442.5315902033553,3434.9252088875187,3432.4328392928614,3429.1204679216285,3423.6282324772533,3421.1697199321948,3420.351854212263,3417.903160976141,3417.0885618151647,3417.0885618151647
9,2551.769,3537.1694146435257,3481.190383277146,3422.4814152192885,3385.0312710607236,3351.330785644155,3324.616557291085,3368.5744757080097,3349.131632697917,3332.466212974172,3458.861283851036,3445.047045349817,3434.72263750799,3417.583591707279,3408.435132002638,3401.622571722765,3393.15409074823,3386.0412900209517,3375.8967974098778,3388.098712612468,3384.7139778998553,3381.3320479219556,3395.0420088740334,3390.4374043102944,3387.0481329059844,3381.9439240213055,3370.3885120775158,3411.076828565438,3403.9277439328143,3401.373823325089,3397.979650356695,3392.700853774632,3390.1805801679375,3389.3421685877697,3386.8319609639393,3385.9968980029753,3385.9968980029753
