,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,299.818,294.8318020878956,291.19334144883584,312.3581797877065,307.8456609789443,305.3923453953617,303.29999,332.5354718967357,327.31823616354393,325.52625888239146,324.5220615402639,323.8463278203342,322.39462499940396,321.69025105793315,320.231696031531,319.3280641563231,318.4857321674402,318.34174766903254,318.1822691599826,325.6443450127694,325.0291169585847,324.69999,326.9391640377174,326.9391640377174
1,272.951,268.66302392278845,265.475663351264,365.9282134848857,360.60505634950005,357.69357584915684,355.2102847875552,350.6464436982666,345.13785671719245,342.9210572917139,341.68941648879866,340.830525975752,338.392197141848,337.20991106529146,335.5821604938644,334.58241836787766,333.29999,331.9460681902639,330.52685465861157,327.5314615767844,326.91952830664866,326.57132065115155,326.8603742641277,326.8603742641277
2,395.935,388.687452228442,383.05988268254026,376.8666053389629,371.38408771487843,368.3853042249245,365.8275497644693,361.1268712276467,355.453119582188,353.1697348657405,351.90110684867545,351.0163404063875,348.5036225217265,347.28572077406983,345.6089351762355,344.57789240304845,343.2555582511311,341.8566944158695,340.33418683677223,336.1489271565597,335.48588666257695,335.0969102900487,334.8483729792544,334.8483729792544
3,336.75,330.58619341276545,325.80012627247345,320.5332500111615,315.8758502889778,313.44909865982555,314.4169106098702,310.8320757103731,317.96081125901526,316.27946248802215,315.36309249104147,316.64679520045917,314.57561303014955,316.0303163055731,325.01694839870794,324.05019994629976,322.9334446817466,333.30001,331.8155139440036,327.74547288420564,327.1137082675808,326.7731522211767,326.5376692859181,326.5376692859181
4,281.876,276.9038785505381,308.35575593985027,303.37612473820934,298.97527437259413,296.94847921919416,305.84243592743815,305.0906076347094,309.34490781158354,315.77106434833127,315.5527870999931,316.92215374377247,314.8068301425582,316.19365917361193,326.69366364229376,325.7207339468505,324.54381940066474,339.2719927123912,337.7614076816095,333.60622209923764,332.9475032596169,332.59147784982116,332.350128234227,332.350128234227
5,263.392,259.01843024357396,367.28063390396375,361.3587389360053,356.101984107973,353.2269530026311,350.7748479526282,346.2681026869563,340.8285568342321,338.67347363018115,337.46165281745334,336.6253397160114,334.2176932359309,333.0507190707332,332.27043281099606,331.2831435668666,330.04037074662045,330.32011138664353,328.8759760456382,325.89534287062844,325.2814047753194,324.9344344599071,324.69999,324.69999
6,287.35,282.1479324858902,285.89699740923845,282.02732159558246,354.60001,351.7368483694997,349.2958600292845,344.8097637122607,339.39498430829286,337.23929451269504,336.0283077222698,335.1837462193298,332.78520950760105,331.62296532172525,330.0237978671732,329.06774619697086,327.81252050486233,326.5807929258811,325.2436753587127,327.26620062306506,326.647644257519,326.29042094767465,326.0504052073403,326.0504052073403
7,269.224,264.4333166489928,290.1029954636343,294.41124209338733,335.9082350113331,333.1965594141759,330.9005321679286,326.66255054650793,321.64656054747473,319.6294110494049,318.50625191689113,317.71520394795095,315.5380025395764,314.482133344785,314.02897509605873,324.70001,323.45709568539525,322.2710187355732,322.86621441390685,332.9895659879231,332.3528369361987,331.9840341235361,331.7398639187254,331.7398639187254
8,280.885,276.3735577902283,284.2873522585958,310.1093081205666,314.0599901876058,311.5357768269287,309.5618338609629,309.41095747856616,323.58626114497685,321.5442659702446,320.4122527082168,319.6145620767847,317.4101131295001,316.313058859314,315.71160537939846,338.03115994277937,336.73418644515743,335.3621795348391,333.87069593721134,329.772274797021,329.1352460554302,328.7699419687844,328.528771818007,328.528771818007
9,275.328,279.4160317320318,279.80855497534725,322.7890567321883,318.58295653875115,316.0144461124096,313.89229696069157,310.04441552588906,330.30158427544666,328.18489005166884,327.0096717553554,326.1885648177742,323.86265165213115,322.73586983482295,321.2735216261364,322.6850571139377,321.476243486661,320.60622748976,321.1413127060606,327.649387837065,327.01426516042807,326.6556286830595,326.4159966981016,326.4159966981016
10,227.05,372.5116253333674,367.1182557604584,361.18286670223375,355.92881587551926,353.05499732082524,350.60416950273225,346.09999,340.66640052790507,338.47971279745383,337.26502458960647,336.41788165911845,334.0120137480385,332.8451328188534,331.6684529675092,330.866999397006,329.6064570659856,328.5061089034159,327.1028026053788,326.0593377081421,325.42646119244597,325.06877965913554,324.832781834769,324.832781834769
11,271.7,333.30001,328.4757225586721,323.1678510072196,318.47452443242145,316.19999,314.02381242109055,310.0699547553891,317.4068678895099,315.4106261735647,314.6205088976299,313.9635982766925,312.3487457973356,311.28115987041883,340.2811889677026,339.26759075374815,337.96621338591814,336.5904199527637,335.09297334512644,330.97161260069424,330.3292436092501,329.96436314345544,329.72738384971547,329.72738384971547
