,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.29,0.0,0.0,0.0,15851216.0,427180.0,254109575.5,0.0,254109575.5
1,1.27,0.02,0.02,57691.16,15851216.0,419360.52,248406199.56,0.0201,248463890.72
2,1.25,0.03,0.04,110840.62,15851216.0,413288.85,244904020.19,0.0172,245014860.81
3,1.23,0.05,0.05,172581.44,15851216.0,406606.83,241860227.21,0.0227,242032808.65
4,1.21,0.06,0.06,210846.66,15851216.0,400691.67,239794705.73,0.0131,240005552.39
5,1.2,0.07,0.06,229943.69,15851216.0,397456.23,238791816.21,0.008,239021759.9
6,1.2,0.08,0.06,241721.94,15851216.0,394696.64,238007237.85,0.0086,238248959.79
7,1.18,0.09,0.07,265347.71,15851216.0,389624.99,236940654.32,0.0132,237206002.03
8,1.16,0.1,0.07,282228.35,15851216.0,383503.45,235821670.14,0.0184,236103898.48999998
9,1.15,0.11,0.07,297181.12,15851216.0,381039.87,235456231.18,0.0077,235753412.3
10,1.15,0.11,0.07,307079.62,15851216.0,379671.11,235256403.34,0.0036,235563482.96
11,1.15,0.11,0.07,312663.14,15851216.0,378716.52,235124103.88,0.0036,235436767.01999998
12,1.14,0.12,0.08,327869.93,15851216.0,376005.51,234799803.14,0.0081,235127673.07
13,1.13,0.12,0.08,335985.87,15851216.0,374691.49,234669682.81,0.0043,235005668.68
14,1.13,0.13,0.08,349298.03,15851216.0,372882.38,234491585.53,0.0068,234840883.56
15,1.13,0.13,0.08,356578.93,15851216.0,371769.84,234387883.03,0.0041,234744461.96
16,1.12,0.13,0.08,364064.03,15851216.0,370342.97,234290828.9,0.0041,234654892.93
17,1.12,0.14,0.08,372169.69,15851216.0,368833.53,234187873.95,0.0049,234560043.64
18,1.11,0.14,0.08,375270.11,15851216.0,367190.06,234072436.99,0.006,234447707.10000002
19,1.1,0.15,0.08,378907.73,15851216.0,362669.43,233855691.09,0.0123,234234598.82
20,1.1,0.15,0.08,380823.54,15851216.0,361953.02,233825358.06,0.0025,234206181.6
21,1.09,0.15,0.08,383630.86,15851216.0,361532.96,233810367.2,0.0019,234193998.06
22,1.09,0.15,0.08,385555.03,15851216.0,361258.66,233802285.31,0.0018,234187840.34
23,1.09,0.15,0.08,385555.03,15851216.0,361258.66,233802285.31,0.0011,234187840.34
