,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,22.1,20.3,22.1,22.1,22.1,22.1,22.1
1,18.9,17.8,17.8,17.8,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
2,17.0,17.0,16.3,16.3,31.3,31.3,27.5,31.3,36.3,42.7,42.7,42.7,42.7,50.9,50.9
3,15.8,17.8,17.8,17.8,17.8,17.8,17.0,17.0,17.8,20.3,20.3,20.3,18.9,20.3,20.3
4,15.1,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
5,14.6,20.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
6,15.4,15.4,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
7,15.8,15.4,22.1,22.1,20.3,24.5,24.5,36.3,31.3,31.3,36.3,36.3,42.7,50.9,50.9
8,17.8,17.0,17.0,17.8,17.0,17.8,17.0,18.9,18.9,18.9,20.3,20.3,20.3,22.1,22.1
9,17.0,17.0,17.0,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
10,15.8,15.8,15.8,27.5,27.5,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7
11,17.8,17.0,17.0,17.0,17.0,24.5,22.1,22.1,24.5,27.5,27.5,36.3,36.3,36.3,36.3
12,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,20.3,20.3,27.5,24.5,24.5,24.5
13,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
14,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
15,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
16,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
